,offer_01,offer_02,offer_03,bids_01,bids_02,bids_03,Time,Iteration
0,0.0,0.0,0.0,0.202958,0.179835,0.186416,16,0
1,0.0,0.0,0.0,0.442197,0.656492,0.610911,17,0
2,0.0,0.0,0.0,0.610095,0.458586,0.551024,18,0
3,0.0,0.0,0.0,0.825162,1.375057,0.570597,19,0
4,0.0,0.0,0.0,0.786323,1.490064,1.110344,20,0
5,0.0,0.0,0.0,1.181684,1.125486,0.968352,21,0
6,0.0,0.0,0.0,0.809582,1.329118,0.834666,22,0
7,0.0,0.0,0.0,0.827755,0.799532,0.898123,23,0
8,0.0,0.0,0.0,0.968335,0.529664,1.125774,24,0
9,0.0,0.0,0.0,1.054426,0.182348,1.093385,25,0
10,0.0,0.0,0.0,1.21726,0.127639,1.327859,26,0
11,0.0,0.0,0.0,1.206334,0.195828,1.239541,27,0
12,0.0,0.0,0.0,0.843834,0.677765,0.855874,28,0
13,0.0,0.0,0.0,1.071021,1.639476,1.633227,29,0
14,0.0,0.0,0.0,1.230998,2.256758,0.902657,30,0
15,0.0,0.0,0.0,0.682,0.199,0.742979,31,0
16,0.0,0.0,0.0,0.442202,1.333337,0.377673,32,0
17,0.0,0.0,0.0,0.365619,0.383162,0.647618,33,0
18,0.0,0.0,0.0,0.270886,0.314324,0.316232,34,0
19,0.0,0.0,0.0,0.16688,0.24249,0.199955,35,0
20,0.0,0.0,0.0,0.760739,0.714892,0.154995,36,0
21,0.0,0.0,0.0,0.172858,0.244571,0.167668,37,0
22,0.0,0.0,0.0,0.182681,0.259445,0.166529,38,0
23,0.0,0.0,0.0,0.152268,0.148625,0.158931,39,0
0,0.0,0.0,0.0,0.228215,0.226165,0.244153,16,1
1,0.0,0.0,0.0,0.594936,0.3585,0.518004,17,1
2,0.0,0.0,0.0,0.628567,0.765218,0.782459,18,1
3,0.0,0.0,0.0,0.964433,1.059353,0.876795,19,1
4,0.0,0.0,0.0,0.857277,0.918827,0.938081,20,1
5,0.0,0.0,0.0,0.864357,0.820445,0.805814,21,1
6,0.0,0.0,0.0,0.659365,0.770704,0.970685,22,1
7,0.0,0.0,0.0,0.682053,0.883234,0.860762,23,1
8,0.0,0.0,0.0,0.952399,1.136026,1.44254,24,1
9,0.0,0.0,0.0,1.06983,1.117561,1.108917,25,1
10,0.0,0.0,0.0,0.803068,0.850916,0.937008,26,1
11,0.0,0.0,0.0,0.962017,1.173423,1.117711,27,1
12,0.0,0.0,0.0,0.60326,0.759638,0.512406,28,1
13,0.0,0.0,0.0,1.706622,1.313468,1.396971,29,1
14,0.0,0.0,0.0,0.922257,1.169429,0.637117,30,1
15,0.0,0.0,0.0,1.250751,0.549452,1.047574,31,1
16,0.0,0.0,0.0,0.613131,0.584074,0.593231,32,1
17,0.0,0.0,0.0,0.564233,1.175793,0.379331,33,1
18,0.0,0.0,0.0,0.37166,0.382453,0.316232,34,1
19,0.0,0.0,0.0,0.163426,0.209633,0.199955,35,1
20,0.0,0.0,0.0,0.153529,0.165701,0.15652,36,1
21,0.0,0.0,0.0,0.146075,0.161632,0.167668,37,1
22,0.0,0.0,0.0,0.560366,0.163224,0.672467,38,1
23,0.0,0.0,0.0,0.152268,0.148625,0.158931,39,1
0,0.0,0.0,0.0,0.228215,0.226165,0.23765,16,2
1,0.0,0.0,0.0,0.61068,0.31888,0.681499,17,2
2,0.0,0.0,0.0,0.494491,0.598518,1.0451,18,2
3,0.0,0.0,0.0,1.107105,1.383461,1.216731,19,2
4,0.0,0.0,0.0,0.921435,0.921444,1.352018,20,2
5,0.0,0.0,0.0,0.84765,0.826445,1.033823,21,2
6,0.0,0.0,0.0,0.729893,0.763704,1.313127,22,2
7,0.0,0.0,0.0,0.822649,0.765766,0.75623,23,2
8,0.0,0.0,0.0,0.992761,1.238686,0.450263,24,2
9,0.0,0.0,0.0,1.110362,1.330114,0.186534,25,2
10,0.0,0.0,0.0,0.984409,1.194597,0.159454,26,2
11,0.0,0.0,0.0,0.849379,1.167615,0.220221,27,2
12,0.0,0.0,0.0,0.657324,0.860787,0.640598,28,2
13,0.0,0.0,0.0,1.499868,0.559622,1.948899,29,2
14,0.0,0.0,0.0,0.60217,0.833256,0.742007,30,2
15,0.0,0.0,0.0,1.559798,1.362623,1.624334,31,2
16,0.0,0.0,0.0,0.578053,0.538806,1.281877,32,2
17,0.0,0.0,0.0,0.682148,0.441635,0.353664,33,2
18,0.0,0.0,0.0,0.368798,0.392502,0.272176,34,2
19,0.0,0.0,0.0,0.183313,0.209024,0.209563,35,2
20,0.0,0.0,0.0,0.16085,0.159919,0.213701,36,2
21,0.0,0.0,0.0,0.146075,0.161632,0.200813,37,2
22,0.0,0.0,0.0,0.184403,0.459671,0.542117,38,2
23,0.0,0.0,0.0,0.152268,0.148625,0.158931,39,2
0,0.0,0.0,0.0,0.211268,0.226165,0.23394,16,3
1,0.0,0.0,0.0,0.551313,0.3615,0.52694,17,3
2,0.0,0.0,0.0,0.676356,0.471487,0.774353,18,3
3,0.0,0.0,0.0,0.542654,1.35753,0.709646,19,3
4,0.0,0.0,0.0,0.895456,0.859288,0.90076,20,3
5,0.0,0.0,0.0,1.164999,0.690793,1.205788,21,3
6,0.0,0.0,0.0,0.692531,0.912873,0.817117,22,3
7,0.0,0.0,0.0,0.813032,0.871255,0.895017,23,3
8,0.0,0.0,0.0,1.048463,1.326984,1.343753,24,3
9,0.0,0.0,0.0,1.046469,1.356816,0.975407,25,3
10,0.0,0.0,0.0,1.003515,0.844682,0.534029,26,3
11,0.0,0.0,0.0,0.829656,0.708338,1.376711,27,3
12,0.0,0.0,0.0,0.683834,0.554425,0.807172,28,3
13,0.0,0.0,0.0,1.919899,1.404421,0.835439,29,3
14,0.0,0.0,0.0,0.755358,0.592339,0.63684,30,3
15,0.0,0.0,0.0,0.734316,0.98151,1.778236,31,3
16,0.0,0.0,0.0,0.571438,0.652724,0.676096,32,3
17,0.0,0.0,0.0,0.522637,0.642473,0.449634,33,3
18,0.0,0.0,0.0,0.334662,0.389811,0.314813,34,3
19,0.0,0.0,0.0,0.564196,0.212235,0.208854,35,3
20,0.0,0.0,0.0,0.178487,0.165701,0.189574,36,3
21,0.0,0.0,0.0,0.168694,0.164066,0.168261,37,3
22,0.0,0.0,0.0,0.412597,0.96745,0.32402,38,3
23,0.0,0.0,0.0,0.152268,0.148625,0.158931,39,3
0,0.0,0.0,0.0,0.228215,0.226165,0.216664,16,4
1,0.0,0.0,0.0,0.594936,0.370841,0.454902,17,4
2,0.0,0.0,0.0,0.628567,0.720857,0.76887,18,4
3,0.0,0.0,0.0,0.859944,1.107735,0.770124,19,4
4,0.0,0.0,0.0,0.922456,0.87587,0.891824,20,4
5,0.0,0.0,0.0,0.62636,0.744497,0.812736,21,4
6,0.0,0.0,0.0,0.956673,0.836651,0.934892,22,4
7,0.0,0.0,0.0,0.881223,0.859064,0.886485,23,4
8,0.0,0.0,0.0,1.155335,1.173579,1.32237,24,4
9,0.0,0.0,0.0,1.152937,1.075859,1.178258,25,4
10,0.0,0.0,0.0,0.776515,0.887235,1.126156,26,4
11,0.0,0.0,0.0,0.501634,0.823509,0.952987,27,4
12,0.0,0.0,0.0,0.674068,0.572978,0.59047,28,4
13,0.0,0.0,0.0,2.124423,1.597455,1.554558,29,4
14,0.0,0.0,0.0,1.429311,0.563447,1.219846,30,4
15,0.0,0.0,0.0,0.192918,2.006635,0.64512,31,4
16,0.0,0.0,0.0,0.763428,0.732517,0.375856,32,4
17,0.0,0.0,0.0,0.419888,0.453379,0.466327,33,4
18,0.0,0.0,0.0,0.306229,0.394077,0.316232,34,4
19,0.0,0.0,0.0,0.386194,0.209024,0.199955,35,4
20,0.0,0.0,0.0,0.172703,0.165701,0.154995,36,4
21,0.0,0.0,0.0,0.148509,0.161632,0.167668,37,4
22,0.0,0.0,0.0,0.419363,0.156162,0.675103,38,4
23,0.0,0.0,0.0,0.152268,0.148625,0.158931,39,4
0,0.0,0.0,0.0,0.228215,0.226165,0.23394,16,5
1,0.0,0.0,0.0,0.594936,0.560468,0.521872,17,5
2,0.0,0.0,0.0,0.672993,0.763086,0.473065,18,5
3,0.0,0.0,0.0,0.98605,0.819517,1.147397,19,5
4,0.0,0.0,0.0,0.895456,0.876274,0.902058,20,5
5,0.0,0.0,0.0,0.790219,0.65102,0.673716,21,5
6,0.0,0.0,0.0,0.786814,0.98749,0.873879,22,5
7,0.0,0.0,0.0,0.831245,0.879872,0.889123,23,5
8,0.0,0.0,0.0,1.134548,1.119835,1.235433,24,5
9,0.0,0.0,0.0,0.965852,1.101412,1.213343,25,5
10,0.0,0.0,0.0,0.945132,1.014788,1.362327,26,5
11,0.0,0.0,0.0,0.790528,0.688402,0.902583,27,5
12,0.0,0.0,0.0,0.638941,0.497808,0.544172,28,5
13,0.0,0.0,0.0,1.855043,1.043737,0.249293,29,5
14,0.0,0.0,0.0,1.096267,1.868641,2.056569,30,5
15,0.0,0.0,0.0,0.381195,0.238983,1.233075,31,5
16,0.0,0.0,0.0,0.884972,0.772884,0.571932,32,5
17,0.0,0.0,0.0,0.68155,0.512806,0.4558,33,5
18,0.0,0.0,0.0,0.306229,1.399161,0.32856,34,5
19,0.0,0.0,0.0,0.191951,0.209024,0.201034,35,5
20,0.0,0.0,0.0,0.158097,0.165701,0.15652,36,5
21,0.0,0.0,0.0,0.146075,0.161632,0.167668,37,5
22,0.0,0.0,0.0,0.359523,0.156162,0.289042,38,5
23,0.0,0.0,0.0,0.152268,0.148625,0.158931,39,5
0,0.0,0.0,0.0,0.228215,0.197653,0.236833,16,6
1,0.0,0.0,0.0,0.645404,0.560468,0.518004,17,6
2,0.0,0.0,0.0,0.633673,0.778856,0.77344,18,6
3,0.0,0.0,0.0,1.113689,0.837897,0.805593,19,6
4,0.0,0.0,0.0,0.90803,0.81758,0.891824,20,6
5,0.0,0.0,0.0,0.861926,0.826445,0.635597,21,6
6,0.0,0.0,0.0,0.847042,0.885079,0.931381,22,6
7,0.0,0.0,0.0,0.873691,0.873532,0.868613,23,6
8,0.0,0.0,0.0,1.210335,1.110196,1.452731,24,6
9,0.0,0.0,0.0,1.462043,1.075667,1.1733,25,6
10,0.0,0.0,0.0,0.827153,0.901533,1.10271,26,6
11,0.0,0.0,0.0,0.853762,0.831743,0.635541,27,6
12,0.0,0.0,0.0,0.738728,0.370595,0.430215,28,6
13,0.0,0.0,0.0,1.137763,2.435771,2.089404,29,6
14,0.0,0.0,0.0,0.145126,0.391555,0.793499,30,6
15,0.0,0.0,0.0,1.086882,1.234141,0.727251,31,6
16,0.0,0.0,0.0,0.764636,0.628627,0.579916,32,6
17,0.0,0.0,0.0,0.510365,0.782231,0.495446,33,6
18,0.0,0.0,0.0,0.437222,0.379992,0.347379,34,6
19,0.0,0.0,0.0,0.202036,0.209024,0.405792,35,6
20,0.0,0.0,0.0,0.158097,0.165701,0.15652,36,6
21,0.0,0.0,0.0,0.154712,0.161632,0.167668,37,6
22,0.0,0.0,0.0,0.521297,0.258952,0.463744,38,6
23,0.0,0.0,0.0,0.152268,0.148625,0.158931,39,6
0,0.0,0.0,0.0,0.185683,0.226165,0.23394,16,7
