2,1,3
12853.434587180447,12109.160331018273,12877.954208374082
10760.640988517374,10085.341553646413,12086.782036136956
10099.030674833657,10084.978961755674,10760.066136929534
9433.014049442547,10082.296158774443,11423.678028087075
9431.977534725,10080.545887209373,10095.08375590162
9429.961090021912,10078.054467573378,10093.532083262708
9429.491764928005,10077.33531139411,10093.036455118094
9429.266411216278,10076.920104771847,10092.722034825369
9429.330331643498,10076.951700031499,10092.598732008988
9429.377387007638,10076.946274122343,10092.472856362414
9429.368066930127,10076.959933395014,10092.342527278055
9429.401761539893,10076.954745527195,10092.260490263568
9429.481823459008,10076.965422304022,10092.258408425252
9429.514149307512,10076.988302653639,10092.235914002606
9429.541174527845,10077.020854732727,10092.229544608163
9429.53510235404,10077.02491121303,10092.170036726204
9429.529216619989,10077.017283440282,10092.106750968702
9429.525768213476,10077.02114128786,10092.061522766378
9429.522174461457,10077.01457933039,10092.011331323693
9429.565085776958,10077.01849492704,10092.041736031782
9429.58098978092,9412.026197021592,10092.011505871134
9429.596763746396,9412.030355585317,10092.000866391467
9429.590540515015,9412.04249856495,10091.97893750297
9429.58582069071,9412.051087796082,10091.958918585822
9429.636249510095,9412.06155016776,10092.031448876694
9429.611250335935,9412.922396149903,10091.952487365848
9429.646665335573,9412.070677581289,10091.96997817112
9429.638754727344,9412.079411957277,10091.952887463596
9429.63054581499,9412.891111227278,10091.924206273346
9429.647678784268,10077.075464019601,10091.91164092112
9429.652320632875,10077.03606189667,10091.892770192579
9429.629153304928,10077.005031654931,10091.863475668766
9429.606546036013,10076.970321476321,10091.830579971658
9429.583775970814,10076.95408924239,10091.816250835906
9429.551568010264,10076.933531994817,10091.784523706767
9429.533763331217,10076.903863732807,10091.757389458693
9429.517411740462,10076.880862761744,10091.736897837913
9429.514209861842,10076.870855232704,10091.737980648357
9429.522800640254,10076.877549870198,10091.739035723203
9429.53119937098,10076.88851838861,10091.744672699497
9429.518856144277,9411.902766008061,10091.72304726342
9429.517176441886,9411.917302445878,10091.722253519933
9429.503772320508,9411.922575243796,10091.70223045424
9429.513779268955,9411.931800563609,10091.708263290271
9429.500819341685,9411.936518730825,10091.689476451935
9429.509890744077,9411.938290361408,10091.69152458419
9429.509622224787,9411.950441909114,10091.691546443632
9429.51609574764,9411.962076369682,10091.765285033887
9429.515451442625,9412.87253589288,10091.689759623294
9429.540359575227,9411.96924637449,10091.705615347555
8764.156624080506,9411.94803133774,10091.688292015304
8764.141613964823,9411.939700901374,10091.68118433522
8764.12786783422,9411.928960133608,10091.674368970926
9429.503600324257,9411.932996058398,10091.667829683354
8764.119977610053,9412.861788785413,10091.668204706708
8764.125754302553,9411.943505935455,10091.664308801444
8764.122523276186,9411.925129512276,10091.657163274213
