,offer_01,offer_02,offer_03,bids_01,bids_02,bids_03,Time,Iteration
0,0.0,0.0,0.0,0.646374,0.587234,0.606786,16,0
1,0.0,0.0,0.0,0.929,0.907515,1.316555,17,0
2,0.0,0.0,0.0,1.784,1.172407,0.386,18,0
3,0.0,0.0,0.0,0.854,1.358447,1.304,19,0
4,0.0,0.0,0.0,0.63,1.327673,1.241,20,0
5,0.0,0.0,0.0,1.186,1.053661,1.116,21,0
6,0.0,0.0,0.0,0.574747,1.245,1.559,22,0
7,0.0,0.0,0.0,1.052,1.192,0.77,23,0
8,0.0,0.0,0.0,1.045,1.232,0.635,24,0
9,0.0,0.0,0.0,1.097,1.123,1.797048,25,0
10,0.0,0.0,0.0,1.093,0.663,0.402724,26,0
11,0.0,0.0,0.0,0.904,1.690435,0.902,27,0
12,0.0,0.0,0.0,1.146,1.025295,1.348,28,0
13,0.0,0.0,0.0,1.074,1.567,1.701,29,0
14,0.0,0.0,0.0,1.865,1.502882,0.386445,30,0
15,0.0,0.0,0.0,2.682,0.199,0.358175,31,0
16,0.0,0.0,0.0,0.905,0.195,0.75997,32,0
17,0.0,0.0,0.0,1.044,1.39,0.546869,33,0
18,0.0,0.0,0.0,0.83399,0.434,1.162,34,0
19,0.0,0.0,0.0,1.359558,1.411823,0.908097,35,0
20,0.0,0.0,0.0,0.760731,0.714939,0.964917,36,0
21,0.0,0.0,0.0,1.233055,1.152271,1.077895,37,0
22,0.0,0.0,0.0,0.967218,1.174763,0.933151,38,0
23,0.0,0.0,0.0,0.298767,0.307467,0.313502,39,0
0,0.0,0.0,0.0,0.649182,0.642177,0.646421,16,1
1,0.0,0.0,0.0,1.546582,1.304248,0.17752,17,1
2,0.0,0.14786,0.0,0.455017,0.0,2.331096,18,1
3,0.647283,0.14266,0.197283,0.0,0.0,0.0,19,1
4,0.556686,0.0,0.0,0.0,0.141,0.054314,20,1
5,0.156104,0.28838,0.0,0.0,0.0,4.698584,21,1
6,0.0,0.0,0.0,5.715135,5.246209,0.19404,22,1
7,0.0,0.0,0.23386,0.04814,0.18814,0.0,23,1
8,0.0,0.0,0.26788,0.14212,0.32912,0.0,24,1
9,0.0,0.0,0.19818,4.492281,3.766545,0.0,25,1
10,0.0,0.0,0.0,0.935863,0.505863,0.2519,26,1
11,0.577471,0.0,0.0,0.0,0.20898,3.215889,27,1
12,0.358102,0.47782,0.156102,0.0,0.0,0.0,28,1
13,0.0,0.0,0.0,6.180637,4.614038,1.804287,29,1
14,0.0,0.231731,0.0,0.128216,0.0,2.113093,30,1
15,0.0,0.0,0.0,1.455217,2.374926,1.807903,31,1
16,0.0,0.0,0.0,1.04363,2.258797,0.89864,32,1
17,0.0,0.0,0.0,3.857921,0.41894,3.20936,33,1
18,0.0,0.0,0.0,0.4083,2.886236,0.73631,34,1
19,0.0,0.0,0.0,0.619063,0.362654,0.547874,35,1
20,0.0,0.0,0.0,0.345016,0.446837,0.539068,36,1
21,0.0,0.0,0.0,0.306305,0.31497,0.340645,37,1
22,0.0,0.0,0.0,0.307939,0.317829,0.326243,38,1
23,0.0,0.0,0.0,0.298767,0.307467,0.313502,39,1
0,0.0,0.0,0.0,0.649182,0.641261,0.640063,16,2
1,0.0,0.0,0.0,0.510924,0.2708,0.146446,17,2
2,0.176853,0.0,0.0,0.0,1.057873,1.666485,18,2
3,0.0,0.0,0.0,2.310071,2.814694,2.760071,19,2
4,0.0,0.0,0.0,1.781072,2.478758,2.392072,20,2
5,0.0,2.519939,0.0,5.278869,0.0,2.417778,21,2
6,3.413766,0.0,1.639194,0.0,3.080796,0.0,22,2
7,0.0,0.0,0.0,2.025744,2.165744,1.743744,23,2
8,0.0,0.0,0.0,1.920794,2.107794,1.510794,24,2
9,1.56168,2.279899,2.488488,0.0,0.0,0.0,25,2
10,0.0,0.0,0.0,1.239173,0.809173,0.55521,26,2
11,1.416395,0.629944,0.0,0.0,0.0,2.339011,27,2
12,0.0,0.0,0.0,2.604002,2.484284,2.806002,28,2
13,0.0,0.0,0.067104,5.104919,3.603149,0.0,29,2
14,0.0,0.241213,0.0,0.118734,0.0,2.069032,30,2
15,0.0,0.0,0.0,2.324718,1.549736,0.242988,31,2
16,0.0,0.0,0.0,1.249019,1.70793,0.459611,32,2
17,0.0,0.0,0.0,1.082181,0.715551,0.511478,33,2
18,0.0,0.0,0.0,0.564364,0.846919,0.429187,34,2
19,0.0,0.0,0.0,1.07506,0.818459,0.803231,35,2
20,0.0,0.0,0.0,1.004621,1.099211,1.005634,36,2
21,0.0,0.0,0.0,1.054645,1.32999,1.254333,37,2
22,0.0,0.0,0.0,1.271764,1.353075,1.356931,38,2
23,0.0,0.0,0.0,0.298767,0.307467,0.313502,39,2
0,0.0,0.0,0.0,0.649443,0.643548,0.631212,16,3
1,0.0,0.0,0.0,1.572036,1.331912,1.197688,17,3
2,0.718883,0.0,0.0,0.0,0.497467,1.124455,18,3
3,0.0,0.0,0.0,4.729025,2.496697,1.018503,19,3
4,2.824311,2.126625,0.0,0.0,0.0,2.083048,20,3
5,0.0,0.0,0.727163,2.057263,5.027799,0.0,21,3
6,0.0,0.0,0.0,0.518676,4.943718,2.220942,22,3
7,1.870136,1.730134,0.0,0.0,7e-06,1.362858,23,3
8,1.583194,1.396178,1.993194,0.0,0.0,0.0,24,3
9,0.0,0.0,0.0,4.685086,3.966867,3.721181,25,3
10,0.0,0.0,0.04231,0.641653,0.211653,0.0,26,3
11,0.0,0.0,0.0,0.27386,1.060311,3.333368,27,3
