,offer_01,offer_02,offer_03,bids_01,bids_02,bids_03,Time,Iteration
0,0.0,0.0,0.0,0.169937,0.177446,0.242633,16,0
1,0.0,0.0,0.0,0.748617,0.323774,0.55926,17,0
2,0.0,0.0,0.0,0.876516,0.413992,0.790119,18,0
3,0.0,0.0,0.0,1.120684,0.433078,0.763985,19,0
4,0.0,0.0,0.0,1.143543,0.652566,0.831135,20,0
5,0.0,0.0,0.0,0.817637,0.868125,0.512288,21,0
6,0.0,0.0,0.0,0.878689,1.550055,0.652812,22,0
7,0.0,0.0,0.0,0.516635,0.878435,0.434099,23,0
8,0.0,0.0,0.0,0.316215,0.516648,0.264853,24,0
9,0.0,0.0,0.0,0.141198,0.548451,0.167775,25,0
10,0.0,0.0,0.0,0.163352,0.192643,0.196923,26,0
11,0.0,0.0,0.0,0.197142,0.456122,0.221099,27,0
12,0.0,0.0,0.0,0.402245,0.601589,0.37533,28,0
13,0.0,0.0,0.0,1.325239,1.366222,1.20442,29,0
14,0.0,0.0,0.0,0.989052,0.339084,0.813187,30,0
15,0.0,0.0,0.0,0.682,0.199,0.815956,31,0
16,0.0,0.0,0.0,0.251274,0.427467,0.347257,32,0
17,0.0,0.0,0.0,0.268408,0.332772,0.386113,33,0
18,0.0,0.0,0.0,0.247797,0.286558,0.252237,34,0
19,0.0,0.0,0.0,0.175587,0.364892,0.214431,35,0
20,0.0,0.0,0.0,0.761,0.715,0.397762,36,0
21,0.0,0.0,0.0,0.146878,0.288345,0.204593,37,0
22,0.0,0.0,0.0,0.178605,0.398058,0.291831,38,0
23,0.0,0.0,0.0,0.153034,0.154716,0.160123,39,0
0,0.0,0.0,0.0,0.172427,0.177446,0.243995,16,1
1,0.0,0.0,0.0,0.695319,0.400598,0.308405,17,1
2,0.0,0.0,0.0,0.740869,0.738405,1.076739,18,1
3,0.0,0.0,0.0,0.976948,0.836026,0.860262,19,1
4,0.0,0.0,0.0,0.937174,0.838845,0.921795,20,1
5,0.0,0.0,0.0,0.747034,0.824366,0.668069,21,1
6,0.0,0.0,0.0,0.798339,0.957137,0.571562,22,1
7,0.0,0.0,0.0,0.483018,0.489712,0.409759,23,1
8,0.0,0.0,0.0,0.338108,0.318021,0.275576,24,1
9,0.0,0.0,0.0,0.18739,0.205217,0.145626,25,1
10,0.0,0.0,0.0,0.209331,0.224196,0.19437,26,1
11,0.0,0.0,0.0,0.28144,0.292356,0.242886,27,1
12,0.0,0.0,0.0,0.474416,0.460398,0.35965,28,1
13,0.0,0.0,0.0,0.442474,0.491308,0.332464,29,1
14,0.0,0.0,0.0,1.233786,0.95885,1.1023,30,1
15,0.0,0.0,0.0,1.239786,1.007015,1.039648,31,1
16,0.0,0.0,0.0,0.949007,0.595567,0.317381,32,1
17,0.0,0.0,0.0,0.364475,0.46039,0.320558,33,1
18,0.0,0.0,0.0,0.346959,0.52361,0.439592,34,1
19,0.0,0.0,0.0,0.224347,0.461523,0.231742,35,1
20,0.0,0.0,0.0,0.273817,0.340556,0.202702,36,1
21,0.0,0.0,0.0,0.174242,0.37429,0.497419,37,1
22,0.0,0.0,0.0,0.227535,0.354178,0.177598,38,1
