1,2,3
4648.780878075267,3891.859336476052,6130.72208801509
4673.647739300942,6919.26343757991,6177.4439918530825
3960.1279874902966,4742.518162740545,6927.147125216223
4690.220436838172,3981.9222128709216,7643.903938343444
3959.336402403172,3981.9222128709216,7668.746387135316
3959.336402403172,3981.3487379260446,3973.3917422523105
3948.472799443684,3980.745112890298,3973.2482119596016
3229.107238962254,3974.5694762494973,3970.633769811333
3224.222679709721,3983.1755760396754,3236.0952993515466
3226.4213065096296,3247.665144158771,3233.1280958113343
3221.4302400830843,3246.4797512494974,3231.7494883515465
3218.519846163308,3246.319870650025,3233.8624332584154
3219.0754639134907,3240.273345487072,3233.217733208909
3218.5188771694648,3240.273345487072,3233.3430273228246
3218.5188771694648,3240.2081498650605,3233.400376790833
3218.5462853856125,3240.2765752494997,3233.403298209555
3218.5462853856125,3240.2765752494997,3233.403298209555
