Iteration,"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Solar_Power,Gen1,Gen2,Gen3,CDA1_supply,CDA2_supply,CDA1_demand,CDA2_demand,Bus1_price,Bus2_price,Bus3_price,Theta_bus_1,Theta_bus_2,Theta_bus_3
0,0.290218234332933,0.0,0.290218234332933,0.0,0.06287234042553194,0.0,0.0035597751745643893,0.0477186,0.1777902555,0.0017227367671631528,0.8442182343329316,0.0,1.3322676295501878e-15,0.0,0.0,0.025,0.529,15.0,15.0,15.0,0.0,0.0,0.0
0,0.4700378684865704,0.0,0.4700378684865704,0.0,0.06731009506564056,0.0,0.0,0.11025140000000001,0.294351459,0.0018750855790699295,1.0,0.0,0.5540378684865706,0.0,0.0,0.223,0.861,15.0,21.0,25.0,0.4,0.0,0.0
0,1.044,0.0,1.044,0.0,0.3522388074641405,0.0,0.0,0.3070809999999999,0.3865410053,0.0018608127641406354,1.0,0.0,0.0,0.0,0.721,0.677,0.0,15.0,15.0,15.0,0.0,0.0,0.0
0,0.376,0.0,0.376,0.0,0.0,0.052122301384431705,2.5673907444456744e-19,0.0,0.4301862557,0.0020639543155681686,1.0,0.0,0.0,0.0,0.0,0.087,0.537,15.0,15.0,15.0,0.0,0.0,0.0
0,0.32899999999999996,0.0,0.32899999999999996,0.0,0.0,0.07973383680000037,0.0,0.0,0.4087338368,0.0,1.0,0.0,0.0,0.0,0.0,0.03,0.641,15.0,15.0,15.0,0.0,0.0,0.0
0,0.06000000000000005,0.0,0.06000000000000005,0.0,0.0,0.3367242194999998,0.0,0.0,0.39672421950000003,0.0,1.0,0.0,0.0,0.0,0.0,0.505,0.435,15.0,15.0,15.0,0.0,0.0,0.0
0,2.491206700200957,0.0,2.491206700200957,0.0,1.1386042659346756,0.0,0.07091541806627444,0.8864701999999988,0.39521681620000004,0.0,1.0,0.0,2.2462067002009567,0.199,0.0,0.0,0.954,15.0,21.0,25.0,0.4,0.0,0.0
0,0.19199999999999995,0.0,0.19199999999999995,0.0,0.0,0.15494763436467024,0.0008050689646702284,0.0,0.34614256540000005,0.0,1.0,0.0,0.0,0.0,0.0,0.545,0.263,15.0,15.000000000000005,15.000000000000002,0.0,0.0,0.0
0,0.23199999999999998,0.0,0.23199999999999998,0.0,0.019491356986584454,0.0,0.0010872243134155538,0.0,0.2114214187,0.0,1.0,0.0,0.0,0.0,0.0,0.589,0.179,15.0,15.000000000000005,15.000000000000002,0.0,0.0,0.0
0,0.123,0.0,0.123,0.0,0.027286527281952574,0.0,0.02690615611804742,0.0,0.0688073166,0.0,1.0,0.0,0.0,0.0,0.0,0.006,0.871,15.0,15.000000000000005,15.000000000000002,0.0,0.0,0.0
0,0.0,0.3369999999999993,0.0,0.3369999999999993,0.0,0.4556230239503179,0.04401515745031876,0.0,0.0746078665,0.0,1.0,0.0,0.0,0.0,0.0,0.698,0.639,15.0,15.000000000000005,15.000000000000002,0.0,0.0,0.0
0,0.692,0.0,0.692,0.0,0.3330638758144608,0.0,0.2890253330855393,0.0,0.06991079110000001,0.0,1.0,0.0,0.0,0.0,0.0,0.155,0.153,15.0,15.000000000000005,15.000000000000002,0.0,0.0,0.0
0,0.12399999999999989,0.0,0.12399999999999989,0.0,0.03403062636976068,0.0,0.0205902987302394,0.0,0.0693790749,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.337,0.539,15.0,15.000000000000005,15.000000000000002,0.0,0.0,0.0
0,0.567,0.0,0.567,0.0,0.34516911412857887,0.0,0.15551875767141762,0.0,0.06631212819999999,0.0,1.0,0.0,0.0,0.097,0.0,0.0,0.53,15.0,15.0,15.0,0.0,0.0,0.0
0,0.72,0.0,0.72,0.0,0.48469885120172723,0.0,0.12429236683079903,0.03970509999999999,0.0731938866,0.0018902046325370702,0.9999999999999999,0.0,0.0,0.0,0.324,0.604,0.0,15.0,15.0,15.0,0.0,0.0,0.0
0,1.199,0.0,1.199,0.0,0.7398961320781848,0.0,0.06509531219576305,0.2833027999999998,0.11269122109999999,0.0019854653739575525,1.0,0.0,0.0,0.0,0.929,0.73,0.0,15.0,15.0,15.0,0.0,0.0,0.0
0,0.825534110395286,0.0,0.825534110395286,0.0,0.3923707559981899,0.0,0.023263064528340316,0.1854411999999999,0.2261993131,0.0017402232312435733,1.0,0.0,1.6305341103952857,0.0,0.0,0.973,0.832,15.0,21.000000000000895,25.0,0.4,0.3333333333333333,0.0
0,0.3899999999999999,0.0,0.3899999999999999,0.0,0.08095617836625753,0.0,0.00616198022922853,0.0508668,0.25408044459999996,0.0020654031954868207,1.0,0.0,0.0,0.0,0.0,0.552,0.058,15.0,15.000000000000005,15.000000000000002,0.0,0.0,0.0
