Iteration,F_min_DAo,F_max_DAo,F_min_DAb,F_max_DAb,F_min_g_1,F_max_g_1,F_min_g_2,F_max_g_2,F_min_g_3,F_max_g_3,F_min_do_1,F_max_do_1,F_min_do_2,F_max_do_2,F_min_db_1,F_max_db_1,F_min_db_2,F_max_db_2,F_min_l_1,F_max_l_1,F_min_l_2,F_max_l_2,F_min_l_3,F_max_l_3
0,0.0,8.000000000000012,0.0,78.99999999999999,0.0,0.0,5.0,0.0,9.999999999999988,0.0,9987.0,10000.0,0.0,13.000000000000007,0.0,75.0,0.0,61.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0
0,9986.0,10000.0,0.0,76.0,0.0,0.0,5.0,0.0,9.999999999999993,0.0,0.0,10.0,0.0,8.0,0.0,76.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,21.999999999996362,0.0,70.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,11.000000000000064,0.0,79.0,0.0,61.999999999999936,0.0,0.0,0.0,14.800000000000054,0.0,0.0
0,0.0,9.000000000000009,0.0,64.99999999999999,0.0,0.0,5.0,0.0,9.999999999999991,0.0,9996.0,10000.0,0.0,10.999999999999986,0.0,72.0,0.0,84.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,17.999999999996362,0.0,74.0,0.0,0.0,5.0,0.0,0.0,0.0,9994.0,10000.0,0.0,16.000000000000014,0.0,81.0,0.0,64.99999999999999,0.0,0.0,0.0,14.799999999999983,0.0,0.0
0,0.0,10.999999999999988,0.0,63.000000000000014,0.0,0.0,5.0,0.0,10.000000000000012,0.0,0.0,8.0,0.0,14.0,0.0,71.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,10.0,0.0,94.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,4.0,0.0,3.0,0.0,60.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,11.999999999999995,0.0,89.0,0.0,0.0,5.0,0.0,10.000000000000005,0.0,0.0,6.0,0.0,8.0,0.0,85.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,23.000000000000007,0.0,46.0,0.0,0.0,5.0,0.0,0.0,0.0,9991.0,10000.0,0.0,19.999999999999886,0.0,56.0,0.0,87.00000000000011,0.0,0.0,0.0,14.79999999999987,0.0,0.0
0,0.0,8.0,0.0,80.0,0.0,0.0,5.0,0.0,10.0,0.0,9986.0,10000.0,0.0,6.0,0.0,89.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,14.0,0.0,92.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,13.0,0.0,6.0,0.0,58.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,7.0000000000000036,0.0,91.0,0.0,0.0,5.0,0.0,9.999999999999996,0.0,0.0,10.0,0.0,4.0,0.0,77.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,11.0,0.0,56.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,12.0,0.0,3.0,0.0,69.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,11.0,0.0,60.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,5.0,0.0,3.0,0.0,59.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,7.0,0.0,82.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,10.0,9997.0,10000.0,0.0,57.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,9.0,0.0,63.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,14.0,9996.0,10000.0,0.0,56.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,20.0,0.0,74.0,0.0,0.0,5.0,0.0,0.0,0.0,9987.0,10000.0,9983.0,10000.0,0.0,70.0,0.0,85.0,0.0,0.0,0.0,14.799999999999997,0.0,0.0
0,9979.0,10000.0,0.0,56.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,67.0,0.0,73.0,0.0,0.0,0.0,14.799999999999997,0.0,0.0
0,0.0,21.0,0.0,48.0,0.0,0.0,5.0,0.0,0.0,0.0,9992.0,10000.0,0.0,14.0,0.0,56.0,0.0,74.0,0.0,0.0,0.0,14.799999999999997,0.0,0.0
0,0.0,24.0,0.0,61.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,19.0,0.0,94.0,0.0,61.0,0.0,0.0,0.0,14.799999999999997,0.0,0.0
0,0.0,11.0,0.0,79.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,9.0,0.0,4.0,0.0,64.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,18.0,0.0,65.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,14.999999999999915,0.0,70.0,0.0,86.00000000000009,0.0,0.0,0.0,14.799999999999798,0.0,0.0
0,0.0,9.000000000000007,0.0,68.0,0.0,0.0,5.0,0.0,9.999999999999993,0.0,0.0,5.0,0.0,5.000000000000014,0.0,63.0,0.0,94.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,9.999999999999996,0.0,84.0,0.0,0.0,5.0,0.0,10.000000000000004,0.0,0.0,6.0,0.0,8.999999999999998,0.0,85.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,8.000000000000012,0.0,78.99999999999999,0.0,0.0,5.0,0.0,9.999999999999988,0.0,0.0,13.0,0.0,13.000000000000007,0.0,75.0,0.0,61.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,14.0,0.0,76.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,10.0,0.0,8.0,0.0,76.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,22.000000000000004,0.0,70.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,11.0,0.0,79.0,0.0,62.0,0.0,0.0,0.0,14.800000000000008,0.0,0.0
1,0.0,9.000000000000025,0.0,64.99999999999997,0.0,0.0,5.0,0.0,9.999999999999975,0.0,0.0,4.0,0.0,11.000000000000014,0.0,72.0,0.0,83.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,8.0,0.0,84.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,6.0,0.0,10.0,0.0,81.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,11.0,0.0,63.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,8.0,0.0,14.0,0.0,71.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,20.0,0.0,84.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,60.0,0.0,59.0,0.0,0.0,0.0,14.800000000000004,0.0,0.0
1,0.0,12.000000000000025,0.0,88.99999999999997,0.0,0.0,5.0,0.0,9.999999999999975,0.0,0.0,6.0,0.0,8.000000000000014,0.0,85.0,0.0,92.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,13.000000000000007,0.0,55.99999999999999,0.0,0.0,5.0,0.0,9.999999999999993,0.0,0.0,9.0,0.0,14.000000000000014,0.0,56.0,0.0,92.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,8.0,0.0,80.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,14.0,0.0,6.0,0.0,89.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,14.0,0.0,92.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,13.0,0.0,6.0,0.0,58.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,7.000000000000007,0.0,91.0,0.0,0.0,5.0,0.0,9.999999999999993,0.0,0.0,10.0,0.0,4.000000000000014,0.0,77.0,0.0,73.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,11.000000000000007,0.0,55.99999999999999,0.0,0.0,5.0,0.0,9.999999999999993,0.0,0.0,12.0,0.0,3.000000000000007,0.0,69.0,0.0,60.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,11.0,0.0,60.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,5.0,0.0,3.0,0.0,59.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,17.000000000000004,0.0,72.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,9.0,0.0,57.0,0.0,50.0,0.0,0.0,0.0,14.800000000000002,0.0,0.0
1,0.0,19.0,0.0,53.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,56.0,0.0,68.0,0.0,0.0,0.0,14.799999999999997,0.0,0.0
1,9980.0,10000.0,0.0,74.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13.0,0.0,17.0,0.0,70.0,0.0,85.0,0.0,0.0,0.0,14.800000000000002,0.0,0.0
1,9979.0,10000.0,0.0,56.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,67.0,0.0,73.0,0.0,0.0,0.0,14.8,0.0,0.0
1,0.0,11.0,0.0,58.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,8.0,0.0,8.0,0.0,56.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9976.0,10000.0,0.0,61.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,19.0,0.0,94.0,0.0,61.0,0.0,0.0,0.0,14.799999999999997,0.0,0.0
1,0.0,21.000000000000007,0.0,69.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,10.000000000000004,0.0,64.0,0.0,53.0,0.0,0.0,0.0,14.800000000000011,0.0,0.0
1,0.0,8.0,0.0,75.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,8.0,0.0,9.0,0.0,70.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,9.000000000000025,0.0,67.99999999999997,0.0,0.0,5.0,0.0,9.999999999999975,0.0,0.0,5.0,0.0,5.000000000000014,0.0,63.0,0.0,94.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,10.000000000000002,0.0,84.0,0.0,0.0,5.0,0.0,9.999999999999998,0.0,0.0,6.0,0.0,9.000000000000005,0.0,85.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,8.000000000000014,0.0,78.99999999999999,0.0,0.0,5.0,0.0,9.999999999999986,0.0,0.0,13.0,0.0,12.999999999999986,0.0,75.0,0.0,62.000000000000014,0.0,0.0,0.0,0.0,0.0,0.0
2,9986.0,10000.0,0.0,76.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,10.0,0.0,8.0,0.0,76.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,21.999999999996362,0.0,70.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,10.999999999999943,0.0,79.0,0.0,62.00000000000006,0.0,0.0,0.0,14.800000000000072,0.0,0.0
2,0.0,9.0,0.0,65.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,4.0,0.0,11.0,0.0,72.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,18.0,0.0,74.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,16.0,0.0,81.0,0.0,65.0,0.0,0.0,0.0,14.799999999999997,0.0,0.0
2,0.0,11.000000000000005,0.0,62.99999999999999,0.0,0.0,5.0,0.0,9.999999999999995,0.0,0.0,8.0,0.0,14.0,0.0,71.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,20.0,0.0,84.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,9.000000000000028,0.0,60.0,0.0,58.99999999999997,0.0,0.0,0.0,14.799999999999816,0.0,0.0
2,0.0,22.0,0.0,79.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,14.000000000000014,0.0,85.0,0.0,86.99999999999999,0.0,0.0,0.0,14.799999999999848,0.0,0.0
2,0.0,12.999999999999996,0.0,56.0,0.0,0.0,5.0,0.0,10.000000000000004,0.0,0.0,9.0,0.0,14.000000000000004,0.0,56.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,7.9999999999999964,0.0,80.0,0.0,0.0,5.0,0.0,10.000000000000004,0.0,0.0,14.0,0.0,6.0000000000000036,0.0,89.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,13.999999999999805,0.0,92.0000000000002,0.0,0.0,5.0,0.0,10.000000000000195,0.0,0.0,13.0,0.0,5.999999999999664,0.0,58.0,0.0,65.00000000000027,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,16.999999999996362,0.0,81.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,10.000000000000043,0.0,77.0,0.0,67.99999999999996,0.0,0.0,0.0,14.800000000000031,0.0,0.0
2,0.0,11.000000000000007,0.0,55.99999999999999,0.0,0.0,5.0,0.0,9.999999999999993,0.0,0.0,12.0,0.0,3.0,0.0,69.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,11.000000000000007,0.0,59.99999999999999,0.0,0.0,5.0,0.0,9.999999999999993,0.0,0.0,5.0,0.0,3.0,0.0,59.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,6.999999999989086,0.0,82.0000000000001,0.0,0.0,5.0,0.0,10.000000000000096,0.0,0.0,10.0,0.0,2.999999999999794,0.0,57.0,0.0,56.000000000000206,0.0,0.0,0.0,0.0,0.0,0.0
