,offer_01,offer_02,offer_03,bids_01,bids_02,bids_03,Time,Iteration
0,0.0,0.0,0.0,0.476319,0.47999,0.359428,16,0
1,0.0,0.0,0.0,0.598838,0.932188,0.596626,17,0
2,0.0,0.0,0.0,1.04658,0.858246,1.294,18,0
3,0.0,0.0,0.0,1.024323,1.667175,1.177559,19,0
4,0.0,0.0,0.0,0.913319,1.715237,1.231461,20,0
5,0.0,0.0,0.0,0.825655,1.228839,1.661323,21,0
6,0.0,0.0,0.0,3.206879,0.837264,1.424682,22,0
7,0.0,0.0,0.0,0.964486,0.952351,0.879577,23,0
8,0.0,0.0,0.0,1.019993,1.01317,1.043039,24,0
9,0.0,0.0,0.0,0.918832,1.018977,0.711182,25,0
10,0.0,0.0,0.0,1.400557,1.270968,1.018738,26,0
11,0.0,0.0,0.0,1.691999,1.302641,1.001976,27,0
12,0.0,0.0,0.0,1.057415,1.189859,0.806178,28,0
13,0.0,0.0,0.0,2.866498,2.008215,2.215197,29,0
14,0.0,0.0,0.0,1.403006,1.624239,0.664553,30,0
15,0.0,0.0,0.0,0.682,0.199,0.434491,31,0
16,0.0,0.0,0.0,1.355206,1.976109,0.961119,32,0
17,0.0,0.0,0.0,0.818381,0.830165,0.872291,33,0
18,0.0,0.0,0.0,0.619606,0.73517,0.644703,34,0
19,0.0,0.0,0.0,0.451917,0.606034,0.450809,35,0
20,0.0,0.0,0.0,0.760819,0.714699,2.006459,36,0
21,0.0,0.0,0.0,0.549862,0.549358,0.336686,37,0
22,0.0,0.0,0.0,0.795847,0.572909,0.326243,38,0
23,0.0,0.0,0.0,0.298767,0.307467,0.313502,39,0
0,0.0,0.0,0.0,0.353815,0.482839,0.35262,16,1
1,0.0,0.0,0.0,1.075765,0.880727,0.596626,17,1
2,0.0,0.0,0.0,1.328176,1.132224,1.493217,18,1
3,0.0,0.0,0.0,0.869774,1.575653,1.484014,19,1
4,0.0,0.0,0.0,1.421277,2.869346,1.552954,20,1
5,0.0,0.0,0.0,1.923865,2.525225,1.836917,21,1
6,0.0,0.0,0.0,0.798604,0.407205,0.991888,22,1
7,0.0,0.0,0.0,0.888422,1.088333,1.026888,23,1
8,0.0,0.0,0.0,0.557546,0.591234,0.649911,24,1
9,0.0,0.0,0.0,0.385321,0.255275,0.47248,25,1
10,0.0,0.0,0.0,1.984408,0.369331,0.53327,26,1
11,0.0,0.0,0.0,2.681743,0.424034,0.602733,27,1
12,0.0,0.0,0.0,1.691854,0.823911,1.193926,28,1
13,0.0,0.035208,0.0,0.809562,0.0,0.171044,29,1
14,0.0,0.0,0.0,1.71634,2.814514,1.992282,30,1
15,0.0,0.0,0.0,1.411354,1.967741,2.592344,31,1
16,0.0,0.0,0.0,1.289567,1.521927,0.751783,32,1
17,0.0,0.0,0.0,1.120516,0.998538,0.63877,33,1
18,0.0,0.0,0.0,1.740738,0.750875,0.559065,34,1
19,0.0,0.0,0.0,0.446028,0.636843,0.418073,35,1
20,0.0,0.0,0.0,0.299974,0.416996,0.418673,36,1
21,0.0,0.0,0.0,0.289869,1.125535,0.855305,37,1
22,0.0,0.0,0.0,0.363404,0.736675,0.942128,38,1
23,0.0,0.0,0.0,0.298767,0.307467,0.313502,39,1
0,0.0,0.0,0.0,0.353815,0.47999,0.369895,16,2
1,0.0,0.0,0.0,1.096012,0.932188,0.967645,17,2
2,0.0,0.0,0.0,1.389156,1.238091,1.083399,18,2
3,0.0,0.0,0.0,1.55189,1.483086,1.451738,19,2
4,0.0,0.0,0.0,0.592614,1.493373,0.726185,20,2
5,0.0,0.0,0.0,0.652785,1.084063,0.574973,21,2
6,0.0,0.0,0.0,1.915615,1.01472,2.194129,22,2
7,0.0,0.0,0.0,1.077039,0.866203,0.813045,23,2
8,0.0,0.0,0.0,0.972993,0.748149,0.73223,24,2
9,0.0,0.0,0.0,0.742981,0.445467,0.904565,25,2
10,0.0,0.0,0.0,0.815195,0.554521,1.081202,26,2
11,0.0,0.0,0.0,0.886047,1.24762,1.171882,27,2
12,0.0,0.0,0.0,2.666159,2.052047,0.902489,28,2
13,0.0,0.0,0.0,3.885635,2.279754,1.821981,29,2
14,0.0,0.0,0.0,0.218599,1.307967,0.484361,30,2
15,0.0,0.0,0.0,0.478113,1.025306,1.505677,31,2
16,0.0,0.0,0.0,1.454719,1.194063,1.280329,32,2
17,0.0,0.0,0.0,1.029415,0.977984,0.876855,33,2
