Iteration,"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Solar_Power,Gen1,Gen2,Gen3,Gen4,CDA1_supply,CDA2_supply,CDA1_demand,CDA2_demand,Bus1_price,Bus2_price,Bus3_price,Bus4_price,Bus5_price,Bus6_price,Theta_bus_1,Theta_bus_2,Theta_bus_3,Theta_bus_4,Theta_bus_5,Theta_bus_6
0,0.3550320702838425,0.0,0.3550320702838425,0.0,0.0,0.0,0.0,0.0,0.008772837155555557,0.005690546933312702,0.3910790702838426,0.0,0.0,0.0,0.0008340000000000014,0.017636999999999903,0.021314,0.033204,15.0,15.000000000000002,15.0,15.0,15.000000000000004,15.0,0.0,-0.03275602528706119,-0.03642399244590523,-0.0511855075168302,-0.04885128069172649,-0.03783976598452381
0,2.01539981081007,0.0,2.01539981081007,0.0,0.14411347517730513,0.0,0.0,0.002709688888888889,0.01538631057777778,0.00015616653596243013,2.04949681081007,0.0,0.0,0.0,0.007439999999999669,0.0,0.009168,0.032369,15.0,15.000000000000012,15.000000000000014,14.999999999999998,15.000000000000002,15.000000000000014,0.0,-0.16838864623764196,-0.18535088860418625,-0.2732114133595886,-0.2575107612546346,-0.1935716714674906
0,1.8884009852482244,0.0,1.8884009852482244,0.0,0.07943262411347529,0.0,0.0,0.0,0.0205823504,0.0,1.8667519852482237,0.0,0.0,0.0,0.022557,0.02402400000000071,0.024549,0.000383,15.0,15.000000000000012,15.000000000000016,14.999999999999998,15.000000000000004,15.000000000000016,0.0,-0.15309899951778835,-0.16835879651462413,-0.24926791292177133,-0.2332071021239218,-0.1757466122061742
0,3.301667333333336,0.0,3.301667333333336,0.0,0.16000000000000003,0.0,0.0,0.015828444444444447,0.023541576711111113,0.0,3.3333333333333335,1.7763568394002505e-15,0.0,0.0,0.002897999999998291,0.017899,0.029739,0.022723999999999966,15.0,15.000000000000012,15.000000000000014,14.999999999999998,15.000000000000002,15.000000000000014,0.0,-0.27429584833697124,-0.3021776202297745,-0.44370883257893035,-0.4169987038577704,-0.3152585634460622
0,2.8113573281158546,0.0,2.8113573281158546,0.0,0.3192611472154472,0.0,0.0,0.03377031111111112,0.02181618542222222,0.0,2.811957328115857,0.0,0.0,0.0,0.0009929999999989114,0.021364999999998746,0.014064,0.008894,15.0,15.000000000000012,15.000000000000016,14.999999999999998,15.000000000000004,15.000000000000016,0.0,-0.23103049605828208,-0.2543012603507993,-0.3748564339790038,-0.35160786970868674,-0.2653868745199175
0,1.620479807829791,0.0,1.620479807829791,0.0,0.0,0.0,0.0,0.0,0.01861716586666667,0.0,1.6001488078297914,0.0,0.0,0.0,0.016845000000001553,0.014491999999999838,0.007288,0.003718,15.0,15.000000000000012,15.000000000000014,14.999999999999998,15.000000000000002,15.000000000000014,0.0,-0.13096440940058898,-0.1438587557915418,-0.21407733900200385,-0.20043074485880324,-0.15030369563393903
0,2.6519851984985614,0.0,2.6519851984985614,0.0,0.05333333333333334,0.0,0.00048481716522850814,0.015355911111111111,0.018177473066666668,0.0,2.636200198498562,1.7763568394002505e-15,0.0,0.0,0.0,0.0317940000000001,0.000885,0.015124,15.0,14.999999999999998,15.0,14.999999999999993,14.999999999999996,15.0,0.0,-0.2162396120954156,-0.2378137316924778,-0.3519587988411995,-0.32980063366009177,-0.24829330045511916
0,3.1253991445792737,0.0,3.1253991445792737,0.0,0.25758865248226953,0.0,0.0025542077282105307,0.0,0.016946700800000002,0.0,3.1493121445792736,0.0,0.0,0.0,0.018165,0.00878,0.021663,0.029195,15.0,15.000000000000012,15.000000000000016,14.999999999999998,15.000000000000004,15.000000000000016,0.0,-0.2586160838334175,-0.2845878804008049,-0.4200280941789419,-0.3949410794963364,-0.2971598217681338
0,0.06818838126983846,0.0,0.06818838126983846,0.0,0.0,0.0,0.0017389186031718088,0.0,0.008859928355555553,0.0,0.06662538126983847,5.551115123125783e-17,0.0,0.0,0.01964199999999998,0.005955,0.007348,0.016686,15.0,15.000000000000005,15.000000000000007,14.999999999999991,14.999999999999995,15.000000000000005,0.0,-0.005174593176938468,-0.005519259091660033,-0.009336004738342524,-0.008933507765789902,-0.005908225922675803
0,2.993918259735783,0.0,2.993918259735783,0.0,0.19744680851063848,0.0,0.018148163338619874,0.0,0.0041452327111111105,0.0,3.022303259735783,0.0,0.0,0.0,8.881784197001252e-16,0.029017,0.026981,0.030421,15.0,15.000000000000007,15.0,14.999999999999998,14.999999999999998,15.0,0.0,-0.2487608292871844,-0.2740818983658471,-0.4022168621096104,-0.3779460390811938,-0.2859145765115069
