"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Gen1,Gen2,Gen3,CDA1_supply,CDA2_supply,CDA1_demand,CDA2_demand,Bus1_price,Bus2_price,Bus3_price,Theta_bus_1,Theta_bus_2,Theta_bus_3
0.0,0.010475768638015743,0.0,0.010475768638015743,0.007489361702127432,0.0,0.0004445115963898587,0.003045,-0.021454641936533236,0.8835242313619843,0.0,0.0,0.0,0.0,0.365,0.529,16.0,16.0,16.0,0.0040432432432432434,0.00015729729729729757,0.0
0.0,0.003131164020934844,0.0,0.003131164020934844,0.006999999999999471,0.0,0.0018912304723344537,0.003045,-0.01506739449326877,1.067868835979065,0.0,0.0,0.0,0.0,0.20999999999999985,0.861,16.0,16.0,16.0,0.005335135135135134,0.0012940540540540542,0.0
0.0,0.0,0.0,0.0,0.006821471020956832,0.0,0.006149086775898864,0.003045,-0.016015557796855692,0.21600000000000003,0.0,0.0,0.0,0.721,0.9370000000000002,0.0,16.0,16.0,16.0,0.0032329729729729736,0.0,0.004091351351351352
0.04799446307428857,0.0,0.04799446307428857,0.0,0.04300831621308289,0.0,0.011092493116864725,0.00609,-0.0121963462556602,1.1939944630742885,0.0,0.0,0.0,0.0,0.6089999999999999,0.537,16.0,16.0,16.0,0.005362702702702702,0.0,0.00048486486486486435
0.023861434043223793,0.0,0.023861434043223793,0.0,0.0,0.0,0.01671493753322379,0.003045,0.004101496509999999,1.3938614340432236,0.0,0.0,0.0,0.0,0.729,0.641,16.0,16.0,16.0,0.006413513513513513,0.0,0.0005843243243243239
1.825846042936697,0.0,1.825846042936697,0.0,0.07531914893616995,0.0,0.023217216000528,1.7232640000000001,0.004045678,2.639846042936697,0.0,0.0,0.0,0.0,0.379,0.435,16.0,16.0,16.0,0.0036643243243243244,0.0,8.378378378378384e-05
0.06813885743136602,0.0,0.06813885743136602,0.0,0.02597872340425467,0.0,0.026275209797110885,0.011876,0.0040089242300000005,1.6621388574313656,0.0,0.0,0.0,0.0,0.6399999999999999,0.954,16.0,16.0,16.0,0.0072324324324324315,0.00033297297297297336,0.0
0.030771821232513215,0.0,0.030771821232513215,0.0,0.006,0.0,0.021550736422513227,0.0,0.0032210848099999997,0.9787718212325133,0.0,0.0,0.0,0.0,0.685,0.263,16.0,16.0,16.0,0.004925945945945947,0.0,0.0012827027027027026
0.0231885918848529,0.0,0.0231885918848529,0.0,0.006,0.0,0.015456518024852903,0.0,0.0017320738599999998,0.978188591884853,0.0,0.0,0.0,0.0,0.776,0.179,16.0,16.0,16.0,0.005194594594594594,0.0,0.0017102702702702702
0.00635362685217137,0.0,0.00635362685217137,0.0,0.003,0.0,0.002663646002171368,0.0,0.0006899808499999998,0.9093536268521712,0.0,0.0,0.0,0.0,0.03199999999999992,0.871,16.0,16.0,16.0,0.0048118918918918915,0.001796756756756757,0.0
0.04438551903957474,0.0,0.04438551903957474,0.0,0.043702127659573105,0.0,0.0,0.0,0.00068339138,0.9513855190395747,0.0,0.0,0.0,0.0,0.2679999999999999,0.639,16.0,16.0,16.0,0.004323243243243243,0.0006572972972972976,0.0
0.09011545855063843,0.0,0.09011545855063843,0.0,0.08944680851063729,0.0,0.0,0.0,0.0006686500399999999,1.1861154585506382,0.0,0.0,0.0,0.0,0.9429999999999997,0.153,16.0,16.0,16.0,0.006103243243243242,0.0,0.002217837837837837
