F_min_DAo,F_max_DAo,F_min_DAb,F_max_DAb,F_min_g_1,F_max_g_1,F_min_g_2,F_max_g_2,F_min_g_3,F_max_g_3,F_min_do_1,F_max_do_1,F_min_do_2,F_max_do_2,F_min_db_1,F_max_db_1,F_min_db_2,F_max_db_2,F_min_l_1,F_max_l_1,F_min_l_2,F_max_l_2,F_min_l_3,F_max_l_3
0.0,0.0,0.0,82.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,5.0,0.0,10.0,0.0,74.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,11.0,0.0,93.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,7.0,0.0,1.0,0.0,88.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9.0,0.0,86.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,9.0,0.0,6.0,0.0,59.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.0,0.0,81.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,5.0,0.0,15.0,0.0,62.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9.0,0.0,89.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,8.0,0.0,6.0,0.0,63.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14.0,0.0,82.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,7.0,0.0,12.0,0.0,68.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14.0,0.0,64.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,3.0,0.0,11.0,0.0,78.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.0,0.0,84.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,11.0,0.0,7.0,0.0,63.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14.0,0.0,82.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,6.0,0.0,12.0,0.0,67.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14.0,0.0,70.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,1.0,0.0,12.0,0.0,58.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,69.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,5.0,0.0,11.0,0.0,80.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.0,0.0,94.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,13.0,0.0,7.0,0.0,80.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14.0,0.0,71.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,15.0,0.0,6.0,0.0,75.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13.0,0.0,87.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,1.0,0.0,9.0,0.0,88.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.0,0.0,85.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,12.0,0.0,5.0,0.0,83.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.999999999941789,0.0,103.00000000005821,9.000000000058211,0.0,12.000000000058211,0.0,18.00000000005821,0.0,0.0,3.999999999941789,0.0,0.0,0.0,89.00000000005821,0.0,64.00000000005821,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13.0,0.0,69.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,9.0,0.0,7.0,0.0,57.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,0.0,71.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,67.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,0.0,82.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,11.0,0.0,7.0,0.0,80.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12.0,0.0,58.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,4.0,0.0,14.0,0.0,78.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
100000.0,99994.99999999972,0.0,85.00000000027252,13.000000000272522,0.0,16.00000000027252,0.0,22.00000000027499,0.0,0.0,0.0,0.0,0.0,0.0,104.00000000028733,0.0,96.000000000275,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14.0,0.0,69.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,8.0,0.0,2.0,0.0,55.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13.0,0.0,71.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,4.0,0.0,7.0,0.0,90.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,99925.0,100000.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,6.0,0.0,14.0,0.0,78.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
