"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Gen1,Gen2,Gen3,CDA1_supply,CDA2_supply,CDA1_demand,CDA2_demand,Bus1_price,Bus2_price,Bus3_price,Theta_bus_1,Theta_bus_2,Theta_bus_3
0.0,0.027492604502990837,0.0,0.027492604502990837,0.0,0.007,0.00022841136365438076,0.0,-0.02072101586664522,12.0,10.0,20.0,0.0,0.0,0.024999999965075403,42.00249260453792,25.0,25.0,25.0,0.18479052055291845,0.0,0.15682293699497382
0.01225504766193844,0.0,0.01225504766193844,0.0,0.022987324581258493,0.0,0.004725609619077285,0.0,-0.015457886538397329,11.0,8.0,16.0,0.0,0.0,34.77774495236076,0.2099999999773008,25.0,25.0,25.0,0.0,0.05060349714285301,0.08573916190460369
0.0,0.11691409573564579,0.0,0.11691409573564579,0.0,0.102638,0.003428692424055039,0.0,-0.017704788159700762,11.0,7.0,20.0,0.0,0.0,0.676999999966938,37.43991409576871,25.0,25.0,25.0,0.15737165971840103,0.0,0.14468498749285735
0.9783876302697856,0.0,0.9783876302697856,0.0,0.2047872340425532,0.0,0.03819647166210797,0.7523429999999999,-0.016939075434875918,12.0,10.0,18.0,0.0,0.0,0.08699999997043406,38.93461236975978,25.0,25.0,25.0,0.17629787126971694,0.0,0.14203216828525395
0.4838778360611503,0.0,0.4838778360611503,0.0,0.24028519692168404,0.0,0.036337422239466004,0.20301299999999994,0.0042422169,12.0,9.0,15.0,0.0,0.0,34.787122163961314,0.7289999999775336,25.0,25.0,25.0,0.0,0.04274472053182715,0.0761012008862288
0.1271163362384847,0.0,0.1271163362384847,0.0,0.05697872340425585,0.0,0.01786839139422884,0.048298,0.0039712214400000004,11.0,9.0,15.0,0.0,0.0,34.4938836637898,0.3789999999717111,25.0,25.0,25.0,0.0,0.04598286593669203,0.0791647765609648
0.0,0.0,0.0,0.0,0.013234042553189652,0.2720632687812122,0.005901396438022557,0.249024,0.0039038297899999996,11.0,9.0,19.0,0.199,0.0,0.0,39.199,25.0,25.0,25.0,0.1714535135135135,0.0,0.1470243243243243
0.03153524280444955,0.0,0.03153524280444955,0.0,0.0054255319148936035,0.0,0.022612135759555937,0.0,0.0034975751300000005,12.0,7.0,17.0,0.0,0.0,0.5449999999691535,35.4234647572264,25.0,25.0,25.0,0.15559314799260382,0.0,0.1324276663864401
0.0,0.0,0.0,0.0,0.0,0.006299631350245933,0.004076614090245933,0.0,0.00222301726,11.0,5.0,18.0,0.0,0.0,33.22400000003108,0.7759999999689171,25.0,25.0,25.0,0.0,0.05376432432450913,0.09478054054064133
0.0,0.13892563517378587,0.0,0.13892563517378587,0.0,0.14087880000000072,0.0011877249862148759,0.0,0.0007654398400000002,11.0,6.0,18.0,0.0,0.0,35.10692563519637,0.031999999977417204,25.0,25.0,25.0,0.0,0.058638677735833034,0.09794446289290451
0.0,0.0,0.0,0.0,0.005893617021276716,0.006694273071276716,0.0,0.0,0.00080065605,11.0,7.0,18.0,0.0,0.0,0.6979999999748614,35.302000000025146,25.0,25.0,25.0,0.1515254054055549,0.0,0.1343297297297977
0.0,0.0,0.0,0.0,0.003,0.0037692044699999994,0.0,0.0,0.00076920447,11.0,6.0,17.0,0.0,0.0,0.15499999996973202,33.84500000003027,25.0,25.0,25.0,0.14610540540558536,0.0,0.12822972972981153
0.049971132441104966,0.0,0.049971132441104966,0.0,0.049283838841104946,0.0,0.0,0.0,0.0006872936,10.0,7.0,16.0,0.0,0.0,0.3369999999704305,32.61302886758847,25.0,25.0,25.0,0.14218548342601067,0.0,0.12262987016658265
0.10147827803248938,0.0,0.10147827803248938,0.0,0.10083710817248923,0.0,0.0,0.0,0.0006411698600000001,10.0,6.0,15.0,0.097,0.0,30.599521722003253,0.3959999999642623,25.0,25.0,25.0,0.0,0.04596493531470172,0.07924822552426461
0.32733465927523114,0.0,0.32733465927523114,0.0,0.34357446808510655,0.0,0.0,0.0,-0.016239808809875605,12.0,7.0,17.0,0.0,0.0,35.21366534075131,0.4589999999734591,25.0,25.0,25.0,0.0,0.051344320024130044,0.08863386670670646
1.5874522048447528,0.0,1.5874522048447528,0.0,0.2180000000000002,0.0,0.0,1.3879929999999998,-0.018540795155245246,10.0,5.0,18.0,0.0,0.0,0.7299999999668252,30.68254779518843,25.0,25.0,25.0,0.1292068859330493,0.0,0.11841239467922332
0.0,0.00961043332764897,0.0,0.00961043332764897,0.008276595744680875,0.0,0.0,0.0,-0.01788702907232992,11.0,10.0,15.0,0.0,0.0,35.74661043335047,0.2629999999771844,25.0,25.0,25.0,0.0,0.04711603383795507,0.08028005639643968
0.027992311564689946,0.0,0.027992311564689946,0.0,0.042280044638873,0.0,0.0,0.0,-0.014287733074183094,10.0,9.0,15.0,0.0,0.0,0.551999999966938,33.420007688468374,25.0,25.0,25.0,0.15015569645542715,0.0,0.12269625361950437
0.0,0.0,0.0,0.0,0.014698122961311825,0.0,0.0,0.0,-0.014698122961311821,12.0,6.0,18.0,0.0,0.0,35.78100000003178,0.2189999999682204,25.0,25.0,25.0,0.0,0.05707621621640518,0.0965870270271301
0.41426316766461235,0.0,0.41426316766461235,0.0,0.0,0.0,0.0,0.4317880000281705,-0.01752483236355811,12.0,7.0,18.0,0.0,0.0,0.5769999999756728,36.00873683235972,25.0,25.0,25.0,0.15707118062807815,0.0,0.13534412513034605
