1,2,3
10277.816540116815,10425.56094822701,11130.073300849848
4897.248766504861,7578.694778075215,7563.125119306695
3605.39904531354,4952.721921824237,6280.444740852706
6878.237823470185,6276.937898022024,4937.676514890508
4913.582796812837,4970.100696840342,6938.95309028985
4250.369681717617,4959.2322387012455,5600.71561628139
5589.14519470697,5624.1508857050485,6937.4153566383475
4269.234615790113,7589.13799326941,6937.712595256299
4924.08003945515,5640.421039944516,6265.855111569386
4927.16453749158,5625.556565195892,8272.050663322547
6886.299567985983,4969.145749699793,8241.75065107467
4928.679392791623,4958.136109325578,8918.49845602696
4905.425992488534,4928.4487840477605,6263.57390533752
4267.64760498494,5619.551717694116,6286.85597236637
5593.498258588305,4964.94241867534,7583.139492498482
4283.926403420798,4965.562667542953,6272.496060406034
4942.535454012711,4964.756741106992,6275.377216087579
4930.7079500912805,6281.603307321956,6936.799049560887
4280.071187402742,4973.771750864235,5622.864399638409
4932.925015914899,3646.0792104524653,5622.81695943041
3596.022693242975,3665.186741624915,6942.118260705256
4929.624321673771,4968.500049157561,6893.305809518781
6229.10118143228,4956.289191375572,8251.657646832155
4917.451562595232,4300.49479670709,6933.669756746471
4279.126349712989,5615.432326883692,5582.381402695862
5571.268804725396,4952.194830313322,7596.877950642933
4265.566200480725,5634.701252105659,6296.052331495802
5574.836049435636,5626.067553177043,6948.02013666986
4933.4950456840725,5640.023696883912,6290.863650451318
7546.211618765548,5615.193027855685,7586.25894219983
3604.5612965833616,6923.654815639066,6927.989023785643
4926.437868217837,4958.60624749024,8271.017650611248
4937.972763809258,3651.068340780238,4931.700678292279
4270.0965088249795,6934.439330485827,8264.660134892818
2289.6108096357557,5620.090909715089,6270.996879676681
4274.522301027897,4959.6538634346225,4972.903948473074
4912.547380923839,4950.4890466763145,7587.787160357495
4255.302639576623,6277.657457083183,6921.824382369544
4268.146532089149,6293.169346348347,7584.366809540459
5580.7386714419035,5634.067725433854,7602.049664887462
4901.612885297964,5621.870715198638,7603.692961190004
6232.805084612664,5637.48234945539,8887.228842474471
4898.955967945525,4948.875500404703,6914.936097125351
5599.699467899572,5615.9661031744745,8264.4013623589
6220.723271852463,5649.12690732169,6946.995339334649
5567.010088868985,5622.128220676382,7582.616464379092
4902.053639007815,3648.313400083925,6227.044547970384
4279.351846407238,6284.622999260436,5603.328843752607
4942.523168374003,4950.753681919339,8262.389040399437
3617.2457979788333,6293.735641613622,6294.392069392503
5580.968976632571,4982.881622708861,6291.920039353635
4244.341843191505,8230.300223866596,6912.225469453223
3604.1775405445037,5615.861032757609,6927.401356107132
4921.034588089322,4306.320051838374,6917.104900676373
4238.4416231434525,6272.3597109099255,6941.911225779661
6240.948981416815,6283.77039044909,8258.386069902113
