"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Gen1,Gen2,Gen3,Gen4,CDA1_supply,CDA2_supply,CDA1_demand,CDA2_demand,Bus1_price,Bus2_price,Bus3_price,Bus4_price,Bus5_price,Bus6_price,Theta_bus_1,Theta_bus_2,Theta_bus_3,Theta_bus_4,Theta_bus_5,Theta_bus_6
0.5733139078672589,0.0,0.5733139078672589,0.0,0.0,0.12987680000000001,0.005861036017765706,0.0,17.32343299999999,3.2,0.10731390786725925,0.0,0.0,0.0,0.0,1.3669999999999998,1.367,19.999999999996362,19.999999999996362,19.999999999996362,19.99999999999637,19.999999999996373,19.999999999996366,0.38391557303653934,0.08295848762737708,0.026235614531620287,0.015068813287018167,0.0,0.023246733281862948
0.9626072731889292,0.0,0.9626072731889292,0.0,0.0,0.8024094,0.02722359566779562,0.0,29.653403999999952,2.767,0.29560727318892943,0.0,0.0,0.0,0.0,1.067,1.033,20.0,20.0,20.0,20.000000000000007,20.00000000000001,20.000000000000004,0.35431767718058055,0.10170862109940665,0.05042185611254587,0.0238087792166738,0.0,0.044677567556578764
1.2526257881607226,0.0,1.2526257881607226,0.0,0.0,1.143525300000001,0.060769944821665305,0.0,38.661528999999966,3.3,0.6856257881607228,0.0,0.0,0.0,0.0,1.133,1.6,19.999999999996362,19.999999999996362,19.999999999996362,19.99999999999637,19.999999999996373,19.999999999996366,0.4413984813589443,0.15482380009367777,0.09148007232346579,0.024924514659977193,0.0,0.08105824391290918
1.4538877211077126,0.0,1.4538877211077126,0.0,1.4933531044051327,0.0,0.19538552882646087,0.0,41.92789300000003,2.2208877211077116,0.0,0.0,0.0,1.3322676295501878e-15,0.0,0.0,0.767,12.0,11.999999999999998,12.0,12.000000000000002,12.000000000000004,12.0,0.3146606096102906,0.12457692689391674,0.10093913086396794,0.03015610344493603,0.0,0.08943968322410037
1.5173119881888768,0.0,1.5173119881888768,0.0,3.1805598335067637,0.0,0.5746258121597204,1.089613999999999,40.67455999999996,2.6503119881888777,0.0,0.0,0.0,0.0,0.0,0.0,1.133,12.0,12.0,12.0,12.0,12.0,11.999999999999998,0.3700452629078072,0.1443839044279575,0.11698784186669409,0.028744537142324725,0.0,0.10366005163774748
1.2848296169060727,0.0,1.2848296169060727,0.0,0.0,2.3594277000000003,0.05385120718175587,0.25277400000000005,40.597690999999955,2.8,0.9518296169060725,0.0,0.0,0.0,0.0,1.167,1.3,19.99999999999636,19.999999999996362,19.999999999996366,19.999999999996362,19.999999999996366,19.99999999999637,0.38875671923177174,0.1510850832741666,0.08743145439323004,0.02706415766237466,0.0,0.07747086306193181
1.2191311505386728,0.0,1.2191311505386728,0.0,0.00010752688172039343,3.5626400000000067,0.11073498927831257,0.0,40.025731999999984,2.8,0.7861311505386728,0.0,0.0,0.0,0.0,1.3669999999999995,1.0,19.99999999999636,19.999999999996362,19.999999999996366,19.999999999996362,19.999999999996366,19.99999999999637,0.3756667452082367,0.12704024522511417,0.06195309777521262,0.030599800806977585,0.0,0.0548951174072841
0.979082777671402,0.0,0.979082777671402,0.0,0.0,4.791542700000002,0.11599603014157135,0.0,34.048030000000054,3.132999999999999,0.413082777671403,0.0,0.0,0.0,0.0,0.9,1.667,19.999999999996362,19.999999999996362,19.999999999996362,19.99999999999637,19.999999999996373,19.999999999996366,0.4093453770416952,0.13535259819215645,0.08268864435403418,0.016862178461851906,0.0,0.0732683756433564
0.8243155324360609,0.0,0.8243155324360609,0.0,3.053823794658336,0.0,0.15564217842373504,0.0,21.52000000000004,1.6573155324360611,0.0,0.0,0.0,0.0,0.0,0.833,0.0,12.0,12.0,12.0,12.000000000000002,12.000000000000002,11.999999999999998,0.20671699294979834,0.042554792015915784,0.009507343665537779,0.028273287670492267,0.0,0.008424223573851856
0.29729536948324087,0.0,0.29729536948324087,0.0,1.8693537981269508,0.0,0.02528028637047873,0.0,7.024227000000006,1.697295369483241,0.0,0.0,0.0,0.0,0.0,0.0,1.4,12.0,12.0,12.0,12.000000000000002,12.000000000000002,11.999999999999998,0.22410427142084935,0.08323197211171893,0.06820354128995802,0.0,0.004028491150941336,0.060892425942095124
0.3258396601148428,0.0,0.3258396601148428,0.0,2.1122998034454823,0.0,0.0,0.0,7.662890000000003,0.32583966011484267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.999999999999998,12.0,12.000000000000002,12.000000000000004,12.0,0.04898666580539514,0.02049028159272818,0.01660236182330277,0.008168159710903249,0.0,0.014710944799487695
0.32879980205032555,0.0,0.32879980205032555,0.0,2.830332061509996,0.0,0.0,0.0,7.033662000000007,1.8627998020503258,0.0,0.0,0.0,0.0,0.0,0.8669999999999998,0.667,12.0,11.999999999999998,11.999999999999998,12.0,12.0,11.999999999999998,0.21915668925093715,0.03984348509536103,0.006291190179781437,0.010692342004919368,0.0,0.005574469008857717
0.2829444437160318,0.0,0.2829444437160318,0.0,1.6797943114810951,0.0,0.0,0.0,6.808538999999994,1.3159444437160315,0.0,0.0,0.0,4.440892098500626e-16,0.0,0.0,1.033,12.0,11.999999999999998,11.999999999999998,12.0,12.0,11.999999999999998,0.17332208287240772,0.0638177903213097,0.05197028356685753,0.0,0.0013785518680041187,0.04620664200682436
