Model,scenario,obj_value,number_of_EVs,Demand,AvailabeType_4,InstalledType_4,AvailabeType_8,InstalledType_8,AvailabeType_19,InstalledType_19,AvailabeType_50,InstalledType_50
NoDelay,1,23000.0,110,2192.0,7,0,12,8,5,5,2,0
