,offer_01,offer_02,offer_03,bids_01,bids_02,bids_03,Time,Iteration
0,0.0,0.0,0.0,0.345175,0.426786,0.532425,16,0
1,0.0,0.0,0.0,1.109148,0.857368,0.977087,17,0
2,0.0,0.0,0.0,0.994216,1.580448,1.386,18,0
3,0.0,0.0,0.0,1.511142,1.464676,2.115823,19,0
4,0.0,0.0,0.0,1.579256,2.329,1.479011,20,0
5,0.0,0.0,0.0,1.253607,1.941632,1.237114,21,0
6,0.0,0.0,0.0,1.16905,2.054424,0.896172,22,0
7,0.0,0.0,0.0,0.900209,0.781373,0.801726,23,0
8,0.0,0.0,0.0,0.58578,0.457745,0.540528,24,0
9,0.0,0.0,0.0,0.365683,0.228637,0.328437,25,0
10,0.0,0.0,0.0,1.92194,0.33584,0.430398,26,0
11,0.0,0.0,0.0,1.735126,0.409287,0.46121,27,0
12,0.0,0.0,0.0,1.516329,0.515908,0.762136,28,0
13,0.0,0.0,0.0,1.580766,2.567,2.371583,29,0
14,0.0,0.0,0.0,2.651948,1.930469,1.66398,30,0
15,0.0,0.0,0.0,0.682,0.199,1.816306,31,0
16,0.0,0.0,0.0,1.428487,1.177822,1.248975,32,0
17,0.0,0.0,0.0,1.138192,1.025573,0.597026,33,0
18,0.0,0.0,0.0,0.738606,0.726405,0.68881,34,0
19,0.0,0.0,0.0,0.374312,1.192116,0.353467,35,0
20,0.0,0.0,0.0,0.760953,0.714849,0.313896,36,0
21,0.0,0.0,0.0,0.424464,0.547426,0.779829,37,0
22,0.0,0.0,0.0,0.681532,0.820213,0.336381,38,0
23,0.0,0.0,0.0,0.298767,0.307467,0.313502,39,0
0,0.0,0.0,0.0,0.648356,0.641038,0.646684,16,1
1,0.0,0.0,0.0,1.17318,0.923787,1.048819,17,1
2,0.0,0.0,0.0,0.061056,0.644026,0.434943,18,1
3,0.556154,0.0,0.0,0.0,3.424336,0.04698,19,1
4,0.0,0.034394,0.0,2.847331,0.0,3.417923,20,1
5,0.155099,0.0,0.172127,0.0,0.524786,0.0,21,1
6,0.0,0.0,0.195649,0.06297,0.94788,0.0,22,1
7,0.0,0.0,0.0,1.423252,1.307004,1.322934,23,1
8,0.0,0.0,0.0,2.00216,1.877275,1.95326,24,1
9,0.0,0.0,0.0,2.439467,2.304051,2.411243,25,1
10,0.0,0.0,0.0,2.232354,0.657815,0.755138,26,1
11,0.0,0.0,0.0,2.127248,0.822547,0.866051,27,1
12,0.0,0.0,0.0,1.726196,0.73556,0.981565,28,1
13,0.0,0.917156,1.109278,2.647546,0.0,0.0,29,1
14,0.559855,0.0,0.0,0.0,3.461919,1.909324,30,1
15,0.0,0.0,0.0,1.011667,0.528667,2.11804,31,1
16,0.0,0.0,0.0,0.586521,0.331263,0.407394,32,1
17,0.0,0.0,0.0,1.328349,1.264851,0.843373,33,1
18,0.0,0.0,0.0,0.796553,1.129595,1.066862,34,1
19,0.0,0.0,0.0,0.434637,0.94264,0.796794,35,1
20,0.0,0.0,0.0,0.555264,0.826973,0.762094,36,1
21,0.0,0.0,0.0,1.438591,1.266533,0.942283,37,1
22,0.0,0.0,0.0,1.839336,1.113029,1.511272,38,1
23,0.0,0.0,0.0,0.298767,0.307467,0.313502,39,1
0,0.0,0.0,0.0,0.648932,0.62565,0.645712,16,2
1,0.0,0.0,0.0,1.028852,0.766658,0.904491,17,2
2,0.0,0.0,0.0,1.902431,2.407448,2.276318,18,2
3,0.472164,0.0,0.0,0.0,3.202858,1.10039,19,2
4,0.38753,0.0,0.0,0.0,0.002932,0.176425,20,2
5,0.0,0.0,0.0,2.619317,3.299202,2.602289,21,2
6,0.0,0.0,0.0,2.225921,3.110831,1.967302,22,2
7,0.0,0.0,0.0,0.380594,0.264346,0.280276,23,2
8,0.802208,0.927093,0.851108,0.0,0.0,0.0,24,2
9,0.0,0.0,0.0,0.359522,0.595692,2.522261,25,2
10,0.0,0.0,0.0,1.5935,0.018961,0.116284,26,2
11,0.0,0.0,0.0,1.31956,0.014859,0.058363,27,2
12,0.0,0.0,0.0,1.287308,0.296672,0.542677,28,2
13,0.0,0.0,0.0,4.957185,1.437943,1.245821,29,2
14,0.0,0.0,0.0,1.143354,1.62127,0.081484,30,2
15,0.0,0.123123,0.0,0.359877,0.0,1.46625,31,2
16,0.0,0.0,0.0,2.244595,1.989337,2.037965,32,2
17,0.0,0.0,0.0,0.896699,0.832756,0.625495,33,2
18,0.0,0.0,0.0,0.81138,1.135139,1.070665,34,2
19,0.0,0.0,0.0,1.262657,1.771111,1.423943,35,2
20,0.0,0.0,0.0,1.414839,1.609183,1.538941,36,2
21,0.0,0.0,0.0,0.797006,0.623111,0.336686,37,2
22,0.0,0.0,0.0,0.390294,0.317829,0.326243,38,2
