1,2,3
6449.454971468474,4923.831077386198,6420.731159589064
10226.423604564012,9599.272222718946,11063.664938808228
8037.895245767142,8881.513378565169,10331.769804299161
8761.171241830009,11014.425059378205,11775.17625692009
8062.598112807921,11013.371941326246,11788.48281057449
8824.06859758984,8893.41868855017,8146.66142745759
8085.53876672584,9622.470700221422,11096.99979224035
9512.795734582232,7417.868531757464,11774.117291066012
8070.035562012589,9620.671550869782,10373.89745381043
8001.051828926626,9570.267000809472,8860.426837438934
8794.346616588124,8936.908514499497,10332.157256724728
10115.598566826673,11031.704797254582,10302.573547802202
8065.173615074223,9605.080357147936,12554.605076293234
8729.538706144702,8872.280360694072,8810.0848110142
8070.035562012589,11076.948951721502,10319.02650612469
9508.406665528451,8862.28214900009,10358.184702519226
8752.568679265609,11014.337027675037,12519.48807400146
8070.035562012589,10348.957582230572,13992.968005123306
9473.534848585537,9648.585283186258,10302.573547802202
8070.035562012589,9596.392101304735,10302.573547802202
8070.035562012589,8188.200223037548,10317.087376493111
8773.895957153529,8194.8036294231,10320.845786773305
8070.035562012589,8895.681882615361,8849.344738913136
9421.107744502413,8870.29162304969,10302.573547802202
8070.035562012589,9585.672561808813,9578.372439756518
8038.233910331492,8141.197265615811,10302.573547802202
8824.125458625886,8188.200223037548,10302.573547802202
9411.26054567971,8188.200223037548,9551.2525452088
8070.035562012589,8188.200223037548,9542.561650042064
8012.7565309863785,9585.041342208995,10302.573547802202
8082.425872478766,8169.233457574576,11799.090952723607
8767.043991655688,8178.523720567267,10302.573547802202
8070.035562012589,8159.482642908884,11808.63035814461
7980.582073541975,9581.55808465112,10301.403960410975
8824.768160316158,10375.401616556703,11781.382316988054
9409.81068353746,10352.776808102957,11037.785576382972
9545.406264327707,12502.816247711833,11022.604048712114
8829.275232916225,9580.250858262632,11063.833657029558
9532.605987385827,10286.865732945242,10394.715619750361
8070.035562012589,10352.776808102957,11781.382316988054
8762.17922491817,8872.218358047656,10311.735551049755
9479.614580009646,11023.772149765533,11793.511263207161
8078.373129469721,10379.520614618701,12530.224100224923
9485.908593265951,8195.587665107389,8838.900917225692
8024.054181941887,10352.776808102957,12534.975175327801
9509.982392132892,10352.776808102957,10302.577750547898
8121.259510608396,11046.356969639313,9584.461280261441
8080.723215429676,8167.915539494903,8871.457001348152
8070.035562012589,10355.269444394895,10348.45786356139
7321.27627389812,10352.776808102957,8161.576980872023
9474.329807771723,11060.782095069897,11090.449849152283
8843.676736375626,11102.704757882771,11819.074626293297
9483.977301231951,9606.652644813394,10351.853517934376
8083.119904056721,9633.270684023306,9612.417907757404
8721.556086944693,9584.512933238151,9571.00827436231
7335.850606909686,9581.338272075318,10351.853517934376
8070.035562012589,8906.872014136281,9574.693563147433
8789.500337658257,9617.153446432734,9638.185356260923
8786.132274678766,9574.639922233559,9610.17468898935
9445.161848560108,9637.11044953399,9613.59792382506
8070.035562012589,9617.153446432734,11753.827912923833
8796.192717213817,8198.37808306244,10351.853517934376
8047.85609321325,9614.245964772172,10351.853517934376
8070.035562012589,8160.025140634686,10385.13560433773
8761.473418285352,8829.521297828192,8109.043201589067
8789.149908316607,9562.49604372249,10323.784326353487
8065.272204882207,9607.228270457515,11111.982284614329
8789.0128627177,8905.781472527986,9616.288438382677
8786.113373804115,9577.884971691414,11080.448692805634
10284.583603488385,8905.781472527986,11090.007862938
8790.02164275897,8905.781472527986,10331.313767582107
8065.272204882207,11098.327358024311,10351.853517934376
8065.272204882207,8885.785846477262,10351.853517934376
8056.385480075639,8884.951595582386,8120.316066055976
8046.321146339494,8168.641541524781,8129.868116037065
7321.120683684392,8905.781472527986,8123.514154546204
8060.605084802713,8139.291925664093,8918.70324731658
9474.195835173688,11723.330747938573,8130.8779487839965
8065.272204882207,8868.807606261491,9628.220702926228
8037.399957000442,8837.874989105361,8857.059465970891
9543.236748814094,8157.607001326265,10316.06433850121
9532.055702909503,8157.607001326265,9586.111167649786
8781.871811842919,8157.607001326265,8097.334726861629
8070.51152165014,9616.282251529126,8130.8779487839965
9524.314059605429,8924.614726063279,9601.401184450136
8745.02225679268,10971.201893235739,9605.77570810562
7345.323417896008,8924.614726063279,9619.129574536204
8070.51152165014,8936.470500136767,8130.8779487839965
8040.010242818729,8854.784408290743,8130.8779487839965
8070.51152165014,8147.267523393432,11840.207957606935
8070.51152165014,8924.614726063279,10297.365759882088
9527.024739925584,7496.968058028113,8130.8779487839965
8000.349340482483,8132.764557560127,8837.783329776
8794.154022611006,8924.614726063279,8130.8779487839965
8014.624209417211,8860.880699703099,10310.111420788524
10256.051003821642,11086.582298264695,11809.105873529663
9527.169585008207,8924.614726063279,10350.534154132642
8767.608575415423,8924.614726063279,11071.330593861354
8096.1128322605255,9606.489359929094,8119.149808964374
8807.626177996934,8924.614726063279,8869.389487657501
8023.933535220363,9591.719401465798,11050.498610917384
8070.51152165014,8846.987068886476,8130.8779487839965
8758.807095563709,8854.65526175446,9570.992979040222
8808.901047081212,9598.299239592066,9607.184360060577
9458.767776362094,8859.106907879781,9568.677664972123
8070.51152165014,12483.27711542495,12562.276555327784
8037.6310100940345,7417.245700705233,8171.7872618857555
10214.811911089102,8924.614726063279,8866.510593142983
9530.246652983427,8924.614726063279,11056.842123431134
8778.196514505915,8139.078993764332,11062.117470642926
8772.8990764194,8924.614726063279,8882.801996059785
8707.133411273559,8832.3294416925,10334.422141128629
8775.915423966804,8898.358009642576,8863.432883544672
8697.837507580938,11061.750745255555,11778.266399835406
9530.246652983427,10383.3859860767,10371.667629991389
9530.246652983427,9574.136208723421,8866.510593142983
8825.79091158098,9625.734500496754,8866.510593142983
8790.452890798666,8891.609601605694,10327.680967385853
8798.110219266906,9627.820040050556,8130.985571261945
10204.563719637605,8819.175152114783,10318.123134717662
7319.045777149541,9617.110080109522,9576.13516613448
10983.505703266826,10316.798693043858,10368.913260895222
8043.778805040289,9538.739881685819,11050.911196050614
10236.168453997985,8889.904959286705,10309.734432972753
7338.694304749808,9576.522307618963,10368.913260895222
9511.656959825097,8889.904959286705,9640.280002872047
10154.212624584507,9570.367389929936,9591.812872262339
9530.246652983427,11763.922041554355,11782.495666272122
8052.343426058375,8869.241590585685,11047.189708908098
9530.246652983427,9638.119891694932,11083.499345998533
8776.741898808934,8889.904959286705,10333.037156228504
9530.246652983427,10990.164909725625,10368.913260895222
8800.270916281313,9636.79744323289,9642.706555293358
9530.246652983427,9627.111335128513,10368.913260895222
9530.246652983427,9636.974498794394,10368.913260895222
8059.881730509375,8889.904959286705,10368.913260895222
8017.238784154576,8122.523535922105,10368.913260895222
9530.246652983427,8889.904959286705,9632.121689022739
8005.485441928602,9639.056581154573,9605.60761959524
10271.910318487424,9664.343668460042,10368.913260895222
9530.246652983427,8889.904959286705,11027.97861431459
11015.641149283567,9616.891985698814,9605.758254506576
8047.209393398016,8889.904959286705,8149.09405316679
9506.808715048472,8889.904959286705,9573.74334699411
8099.628571949067,8905.561756083413,10368.913260895222
8016.637705976606,8135.322556368785,10368.913260895222
8040.098039788527,8090.298948961662,9614.235034287825
8820.068604720325,8889.904959286705,9588.255801811045
9530.246652983427,7424.200731335043,8175.610996276948
9530.246652983427,8889.904959286705,9574.950775511119
9542.994359407097,8175.8439084216725,9605.37314061533
8772.435743845555,8889.904959286705,10368.913260895222
8018.053100693332,8889.904959286705,11063.884142054336
8791.3268175432,8886.91826685804,10368.913260895222
9530.246652983427,10329.807444188787,9608.569999020057
9475.36225287947,8889.904959286705,9601.925232454918
9510.23482474394,8889.904959286705,10332.771358048522
9530.246652983427,11049.729145474012,10368.913260895222
7323.052789833836,9636.722329192355,9595.317271177104
9530.246652983427,8889.904959286705,10326.921522076274
9530.246652983427,9653.933960119639,9605.355729229006
10249.138041885715,8889.904959286705,9566.414963296022
9530.246652983427,10353.701843234856,8862.485991907197
9555.544240289624,8893.342681795511,10368.913260895222
8055.760680819395,7440.66317898483,10368.913260895222
7304.632367246517,8137.439111237644,8889.153508439782
8027.401905572513,8906.707485709507,8849.69640959756
8810.817784684516,8906.707485709507,9581.61577725959
7310.825690369512,8848.876129314654,8857.05119835193
9530.246652983427,8857.456049858742,9556.264651738169
9543.031050012953,9631.357337110165,8875.612454559367
9530.246652983427,9577.477883842528,8862.200345471614
10198.867454200197,10328.31347251122,11059.28942702993
9530.246652983427,11081.103199338966,12541.324542081173
9530.246652983427,10326.44175933325,11036.331397972352
9530.246652983427,8176.477080117949,8875.612454559367
8733.208054622126,8906.707485709507,8096.739375198485
8767.29551024263,10263.887669226437,9604.584051986316
8037.683691848116,8097.790296024942,8875.612454559367
9507.157530293936,10313.896769631416,11113.559093704782
8817.426172724237,9641.714729751879,8875.612454559367
8817.426172724237,10254.30526275537,10308.435397029862
8058.728914574658,8210.29606937946,8912.869224332037
8009.831380237151,8901.401424231848,8136.728209083988
8817.426172724237,8876.734047711267,10340.13489627016
8817.426172724237,10315.777033122913,8875.612454559367
8776.525319982415,10253.944992071458,8875.612454559367
8067.849951108386,9641.714729751879,9606.004442983907
8776.666585508865,9641.714729751879,8835.458271917147
8087.363694607034,9579.271707329915,8875.612454559367
9516.310785488682,8090.373567953506,8875.612454559367
8046.736062426324,8111.343207122161,9633.076002633135
8803.093594819777,9641.714729751879,8875.612454559367
10167.964372884277,9565.346971855297,8875.612454559367
8056.941374783734,8857.648541688519,8875.612454559367
8705.804063694091,8835.795907412332,8094.862664690844
8056.913802547022,10293.742453123557,11092.312485587185
8737.686689913597,7371.532475681194,7394.330385135385
8778.779980090703,9614.342256836419,9594.23233392665
8037.572516939017,8839.156544380794,9600.068359417284
8778.779980090703,9614.342256836419,9600.520251800008
7996.780194455964,7398.3859264699195,9599.813486902853
10856.078219286343,9614.342256836419,10295.24979018086
8778.779980090703,9592.455513213776,10308.737940324287
8778.779980090703,9614.342256836419,9600.520251800008
7994.582395844907,7397.079237892638,9600.990575508542
10863.815050375182,9614.342256836419,10295.55447141703
8108.9235676929065,8860.025600879357,10326.91180405698
8752.36747805857,9542.883227461089,10380.186215703397
8047.4173711446465,9614.342256836419,9600.520251800008
8778.779980090703,8155.149174304375,9600.520251800008
7304.697194895478,7397.662191843204,8845.419325287525
8689.344420854191,9549.875756996802,9600.520251800008
8034.712519205575,8829.991381137961,11062.106583444742
10885.714371750908,8868.443447147221,9571.396517485982
8007.618769356963,10971.139389324373,9600.520251800008
7343.153592394268,9614.342256836419,11790.842845834095
8032.028785305387,8875.025004719955,8151.427359281962
8778.779980090703,9614.342256836419,9600.520251800008
8778.779980090703,7398.582812098868,9600.125362276587
10855.814221033019,9614.342256836419,9600.520251800008
7996.668996649018,9604.462139032505,9600.520251800008
8017.119779374594,7406.372726236252,9538.02437336128
8038.350931727724,9581.487091354164,8876.619540064103
10831.217854819592,10261.678530875219,9577.47354778767
8094.337681179719,8876.365541635327,9600.520251800008
8031.030589290008,9614.342256836419,9583.325032849532
8778.779980090703,9562.952069336841,9600.520251800008
8778.779980090703,7397.610509658539,9600.520251800008
8778.779980090703,7396.9083274245795,9600.520251800008
7319.684625028415,9614.342256836419,9600.520251800008
8778.779980090703,7413.682658750476,8865.359175606562
10163.935099234379,9614.342256836419,7378.89492301024
8797.149767804402,10346.310896057299,10333.858099533403
10180.67962395859,9564.553154093188,8839.069116967214
8797.149767804402,9577.185220303325,9600.520251800008
8736.203476296,8128.971436821497,9600.520251800008
7327.041031254255,8928.46900234555,8131.047132376335
7289.726516138646,8122.768721627495,7422.472261112429
7316.334449449131,7376.273836752891,8869.173425481069
6545.009662932616,8803.42575010673,8849.077315768305
8835.31096237104,8914.527097481921,10367.837629549078
8017.686567358749,9600.382584203391,10328.382095271
8797.149767804402,10305.56141622929,11796.14962830399
8797.149767804402,9639.755712124392,10314.029503468966
8073.223279362189,NAN,NAN
7337.718005196573,7408.8991906868105,7395.553023616303
8082.360970256646,NAN,7380.913230581532
8082.360970256646,9648.682934866543,NAN
8082.360970256646,9649.240756118072,8116.158531780512
8082.360970256646,NAN,8115.887029264351
8042.991082004714,8181.623820834934,8115.885572007457
8000.696599805729,8158.527663276996,8080.191666625838
7342.658713518604,NAN,8854.498875654364
8064.710714322525,NAN,NAN
8064.584605277606,NAN,8126.771551218258
8072.92384308985,NAN,NAN
8082.360970256646,8169.735380635547,8127.531644283747
8082.768167064729,NAN,8878.465511621243
8082.360970256646,8904.048786325173,8130.791055650334
8077.949136848703,NAN,NAN
8077.875155297899,NAN,8128.038841605566
8076.398495823215,8162.584247654936,8128.000921902876
8078.8149355611595,8163.970652850885,NAN
8076.912853348178,8163.824880147956,8127.538784626006
8082.360970256646,8166.497596050364,NAN
8082.360970256646,NAN,8861.419301854889
8082.360970256646,8905.934942730117,NAN
8085.136475653107,8906.13003755733,8871.567780275798
8082.360970256646,NAN,8146.431484611952
8073.608274970195,8895.603663614445,8871.493738862966
8097.627020277516,8161.088519476305,8145.709827355475
8082.360970256646,NAN,8144.929471922673
8077.988828394259,8162.147044706075,8871.205657673283
8082.360970256646,8885.687564102727,8118.056235192938
7343.17823247596,8861.134930880004,8879.396048635093
8082.360970256646,7451.130590513922,7412.996324989705
8082.360970256646,8867.826090551373,NAN
7333.5853724369135,8866.475250565683,8869.037096489334
8087.961425688897,NAN,7409.106077564592
8082.360970256646,NAN,8143.960612456219
8076.282163605489,8163.639223244031,8870.31354216231
8070.561428744724,NAN,8165.916088030974
8082.360970256646,8850.939906987423,NAN
8082.360970256646,8892.932197762524,8869.024891375646
8092.608850502174,NAN,8864.718959480528
8082.360970256646,8178.37267686471,NAN
8082.360970256646,8190.337229894231,8862.906837960723
8082.360970256646,8191.871113920742,8115.253801471473
8070.207585368854,NAN,8108.526858233093
8082.360970256646,8151.948970213795,NAN
8056.739564521487,8191.940366522028,8133.815390615975
8082.360970256646,8160.584167531187,NAN
8058.202546393503,8141.361118362436,8133.630581926343
8082.360970256646,NAN,8123.2075290926305
8055.6519360929,NAN,8127.24001449123
8082.360970256646,8159.748679442925,8123.389494494192
8082.360970256646,NAN,8132.942439710204
8061.340803208787,8142.940441510791,8132.7755197749975
8062.187799838334,8163.002203656961,NAN
8059.891988442019,8145.0489230529965,NAN
7323.242303964866,8137.170476264239,NAN
8050.5373876378435,NAN,7409.097108070139
8082.360970256646,7382.182404168183,8121.115672629356
8082.360970256646,8122.360738750572,8139.700757840303
8082.360970256646,NAN,8128.339257762305
8082.360970256646,8165.459583512382,8128.246023391768
8059.940945869604,NAN,8122.492303291583
8082.360970256646,8174.719530225996,8119.3033488768115
