,offer_01,offer_02,offer_03,bids_01,bids_02,bids_03,Time,Iteration
0,0.0,0.0,0.0,0.701107,0.600852,0.53492,16,0
1,0.0,0.0,0.0,0.929,0.916,1.382258,17,0
2,0.0,0.0,0.0,1.784,2.013673,0.386,18,0
3,0.0,0.0,0.0,0.854,1.376,1.304,19,0
4,0.0,0.0,0.0,0.63,1.329,1.241,20,0
5,0.0,0.0,0.0,1.186,1.06,1.116,21,0
6,0.0,0.0,0.0,1.020955,1.245,1.559,22,0
7,0.0,0.0,0.0,1.052,1.192,0.77,23,0
8,0.0,0.0,0.0,1.045,1.231359,0.635,24,0
9,0.0,0.0,0.0,1.097,1.123,1.162725,25,0
10,0.0,0.0,0.0,1.093,0.157563,0.951479,26,0
11,0.0,0.0,0.0,0.904,1.692,0.816651,27,0
12,0.0,0.0,0.0,1.146,1.115211,1.141898,28,0
13,0.0,0.0,0.0,1.074,1.565925,1.701,29,0
14,0.0,0.0,0.0,1.865,1.707903,0.937,30,0
15,0.0,0.0,0.0,2.682,0.199,1.023,31,0
16,0.0,0.0,0.0,0.905,0.195,0.764,32,0
17,0.0,0.0,0.0,1.044,1.39,0.55,33,0
18,0.0,0.0,0.0,0.832671,0.434,0.99758,34,0
19,0.0,0.0,0.0,1.310346,1.327231,0.912895,35,0
20,0.0,0.0,0.0,0.753118,0.714997,0.313896,36,0
21,0.0,0.0,0.0,1.235708,0.991404,1.083761,37,0
22,0.0,0.0,0.0,1.022245,1.033432,1.559418,38,0
23,0.0,0.0,0.0,0.298767,0.301189,0.313502,39,0
0,0.0,0.0,0.0,0.701115,0.659715,0.707161,16,1
1,0.0,0.0,0.0,1.711685,1.419689,1.428221,17,1
2,0.0,0.14786,0.0,1.622164,0.0,0.224164,18,1
3,0.0,0.0,0.0,1.33534,1.714528,1.78534,19,1
4,0.0,0.0,0.0,1.442,2.043715,2.053,20,1
5,0.0,0.0,0.0,1.83762,1.669204,1.76762,21,1
6,0.0,0.0,0.0,1.2081,1.350277,1.752295,22,1
7,0.0,0.0,0.0,0.04814,2.09296,1.76614,23,1
8,0.0,0.0,0.267245,0.142755,0.32912,0.0,24,1
9,0.0,0.0,0.19818,1.726019,1.640786,0.0,25,1
10,0.0,0.0,0.0,0.892978,1.613789,0.752283,26,1
11,0.0,0.0,0.0,1.505476,0.293476,1.41898,27,1
12,0.0,0.0,0.245119,1.756922,1.545887,0.0,28,1
13,0.0,0.0,0.0,0.756484,1.202644,1.383484,29,1
14,0.0,0.0,0.0,1.380196,0.849011,0.452196,30,1
15,0.0,0.0,0.0,0.79704,0.23844,1.13804,31,1
16,0.0,0.0,0.0,1.03964,0.32964,0.89864,32,1
17,0.0,0.0,0.0,1.911045,0.41584,1.468298,33,1
18,0.0,0.0,0.0,0.571076,1.280928,0.737616,34,1
19,0.0,0.0,0.0,0.863454,0.952226,1.325384,35,1
20,0.0,0.0,0.0,0.989425,0.950796,0.546545,36,1
21,0.0,0.0,0.0,0.873779,0.86833,1.060939,37,1
22,0.0,0.0,0.0,0.954348,1.348872,0.908836,38,1
23,0.0,0.0,0.0,0.298767,0.301189,0.313502,39,1
0,0.0,0.0,0.0,0.635459,0.593515,0.63985,16,2
1,0.0,0.0,0.0,1.157709,0.868503,0.881631,17,2
2,0.0,0.0,0.0,1.900681,2.150657,0.502681,18,2
3,0.0,0.0,0.0,0.508484,0.8891,0.958484,19,2
4,0.081328,0.0,0.0,0.0,0.52136,0.529672,20,2
5,0.0,0.0,0.0,0.57592,0.407929,0.50592,21,2
6,0.0,0.0,0.0,0.900535,1.043592,1.44473,22,2
7,0.0,0.0,0.0,0.159972,2.185744,1.851311,23,2
8,0.0,0.0,0.0,1.920171,2.106536,1.510171,24,2
9,0.0,0.0,0.0,0.549101,0.46498,0.644881,25,2
10,0.0,0.0,0.0,1.646519,0.350818,1.488008,26,2
11,0.0,0.0,0.0,2.279723,1.087723,0.193227,27,2
12,0.0,0.0,0.0,0.689809,0.480577,0.701124,28,2
13,0.0,0.0,0.0,1.407298,1.853916,1.946225,29,2
14,0.0,0.0,0.0,2.685607,0.158164,1.691425,30,2
15,0.0,0.0,0.0,2.625255,2.047611,0.946255,31,2
16,0.0,0.0,0.0,0.774399,1.901936,0.633399,32,2
17,0.0,0.0,0.0,1.959046,0.638609,1.627674,33,2
18,0.0,0.0,0.0,1.321404,0.686119,1.21146,34,2
19,0.0,0.0,0.0,0.939489,1.467677,0.648317,35,2
20,0.0,0.0,0.0,0.507527,0.468885,0.657754,36,2
21,0.0,0.0,0.0,0.720707,1.141435,0.710931,37,2
22,0.0,0.0,0.0,0.716629,1.34367,1.136922,38,2
23,0.0,0.0,0.0,0.298767,0.301189,0.313502,39,2
0,0.0,0.0,0.0,0.701115,0.659715,0.717663,16,3
1,0.0,0.0,0.0,0.238944,1.470245,1.586345,17,3
2,0.0,0.0,0.025798,1.372202,1.602178,0.0,18,3
3,0.0,0.0,0.0,2.135977,2.45013,2.585977,19,3
4,0.0,0.0,0.0,2.918665,1.521353,1.529665,20,3
5,0.0,0.0,0.0,1.061049,0.893058,0.991049,21,3
6,0.0,0.0,0.0,1.505567,1.648624,2.049762,22,3
7,0.035085,0.0,0.0,0.0,1.990687,1.656321,23,3
8,0.0,0.0,0.0,0.418662,0.605027,0.008662,24,3
9,0.0,0.0,0.0,0.886729,0.802608,0.962509,25,3
10,0.0,0.0,0.002305,2.156027,0.87886,0.0,26,3
11,0.0,0.477343,0.0,0.714657,0.0,0.648161,27,3
12,0.0,0.0,0.0,0.817014,2.157972,0.808396,28,3
13,0.0,0.0,0.0,0.211933,0.607925,0.751741,29,3
14,0.0,0.35168,0.0,2.155763,0.0,1.162243,30,3
15,0.0,0.0,0.0,1.022325,0.431653,0.030032,31,3
16,0.0,0.0,0.0,1.477762,2.394951,1.336762,32,3
17,0.0,0.0,0.0,1.653953,0.415533,1.264936,33,3
18,0.0,0.0,0.0,1.356453,1.34925,1.143689,34,3
19,0.0,0.0,0.0,0.962817,0.406182,1.170001,35,3
20,0.0,0.0,0.0,0.869691,0.830987,1.013368,36,3
21,0.0,0.0,0.0,0.783647,0.563254,0.650563,37,3
22,0.0,0.0,0.0,0.677863,1.804867,0.7954,38,3
23,0.0,0.0,0.0,0.298767,0.301189,0.313502,39,3
0,0.0,0.0,0.0,0.624049,0.582644,0.640475,16,4
1,0.0,0.0,0.0,0.956365,1.519397,0.287532,17,4
2,0.0,0.0,0.0,2.410057,0.643082,1.015106,18,4
3,1.004386,0.689569,0.0,0.0,0.0,1.429115,19,4
4,0.0,0.408633,0.400321,0.968679,0.0,0.0,20,4
5,0.0,0.0,0.0,2.125345,1.957354,2.055345,21,4
6,0.0,0.0,0.0,0.313654,0.456711,0.857849,22,4
7,0.0,0.0,0.0,0.349111,2.374819,2.040517,23,4
8,0.0,0.0,0.0,1.356635,1.543,0.946635,24,4
9,0.0,0.0,0.0,2.215652,2.15728,2.317181,25,4
10,0.0,0.163382,0.0,1.113771,0.0,0.975439,26,4
11,0.0,0.0,0.0,1.818037,0.626037,1.731541,27,4
12,0.0,0.0,0.0,1.051466,2.376922,1.042848,28,4
13,0.0,0.0,0.0,2.50382,3.011602,1.155858,29,4
14,0.0,0.0,0.0,2.206274,0.671657,0.18558,30,4
15,0.0,0.0,0.0,1.513155,0.922613,0.514195,31,4
