scenario,obj_value,number_of_EVs,Demand,Type_4,Installed_4,Type_8,Installed_8,Type_19,Installed_19,Type_50,Installed_50
538,5200.0,20,541.0,5,0,4,2,3,1,3,0
539,3700.0,20,470.0,5,0,4,1,3,1,3,0
540,3700.0,20,461.0,5,0,4,1,3,1,3,0
541,4400.0,20,457.0,5,0,4,0,3,2,3,0
542,3700.0,20,409.0,5,0,4,1,3,1,3,0
543,4400.0,20,516.0,5,0,4,0,3,2,3,0
544,3700.0,20,435.0,5,0,4,1,3,1,3,0
545,4400.0,20,469.0,5,0,4,0,3,2,3,0
546,4400.0,20,469.0,5,0,4,0,3,2,3,0
547,3700.0,20,394.0,4,0,3,1,2,1,2,0
548,4400.0,20,424.0,5,0,4,0,3,2,3,0
549,3700.0,20,456.0,5,0,4,1,3,1,3,0
550,3700.0,20,384.0,3,0,2,1,2,1,2,0
551,3700.0,20,428.0,5,0,4,1,3,1,3,0
552,3700.0,20,369.0,3,0,2,1,2,1,2,0
553,3700.0,20,422.0,5,0,4,1,3,1,3,0
554,4400.0,20,485.0,5,0,4,0,3,2,3,0
555,3700.0,20,409.0,5,0,4,1,3,1,3,0
556,4400.0,20,488.0,5,0,4,0,3,2,3,0
557,3700.0,20,441.0,5,0,4,1,3,1,3,0
558,4700.0,20,463.0,5,1,4,1,3,1,3,0
559,3700.0,20,463.0,5,0,4,1,3,1,3,0
560,3700.0,20,409.0,5,0,4,1,3,1,3,0
561,3700.0,20,376.0,3,0,2,1,2,1,2,0
562,5200.0,20,541.0,5,0,4,2,3,1,3,0
563,3700.0,20,470.0,5,0,4,1,3,1,3,0
564,3700.0,20,461.0,5,0,4,1,3,1,3,0
565,4400.0,20,457.0,5,0,4,0,3,2,3,0
566,3700.0,20,409.0,5,0,4,1,3,1,3,0
567,4400.0,20,516.0,5,0,4,0,3,2,3,0
568,3700.0,20,435.0,5,0,4,1,3,1,3,0
569,4400.0,20,469.0,5,0,4,0,3,2,3,0
570,4400.0,20,469.0,5,0,4,0,3,2,3,0
571,3700.0,20,394.0,4,0,3,1,2,1,2,0
572,4400.0,20,424.0,5,0,4,0,3,2,3,0
573,3700.0,20,456.0,5,0,4,1,3,1,3,0
574,3700.0,20,384.0,3,0,2,1,2,1,2,0
575,3700.0,20,428.0,5,0,4,1,3,1,3,0
576,3700.0,20,369.0,3,0,2,1,2,1,2,0
577,3700.0,20,422.0,5,0,4,1,3,1,3,0
578,4400.0,20,485.0,5,0,4,0,3,2,3,0
579,3700.0,20,409.0,5,0,4,1,3,1,3,0
580,4400.0,20,488.0,5,0,4,0,3,2,3,0
581,3700.0,20,441.0,5,0,4,1,3,1,3,0
582,4700.0,20,463.0,5,1,4,1,3,1,3,0
583,3700.0,20,463.0,5,0,4,1,3,1,3,0
584,3700.0,20,409.0,5,0,4,1,3,1,3,0
585,3700.0,20,376.0,3,0,2,1,2,1,2,0
586,5200.0,20,541.0,5,0,4,2,3,1,3,0
587,3700.0,20,470.0,5,0,4,1,3,1,3,0
588,3700.0,20,461.0,5,0,4,1,3,1,3,0
589,4400.0,20,457.0,5,0,4,0,3,2,3,0
590,3700.0,20,409.0,5,0,4,1,3,1,3,0
591,4400.0,20,516.0,5,0,4,0,3,2,3,0
592,3700.0,20,435.0,5,0,4,1,3,1,3,0
593,4400.0,20,469.0,5,0,4,0,3,2,3,0
594,4400.0,20,469.0,5,0,4,0,3,2,3,0
595,3700.0,20,394.0,4,0,3,1,2,1,2,0
596,4400.0,20,424.0,5,0,4,0,3,2,3,0
597,3700.0,20,456.0,5,0,4,1,3,1,3,0
598,3700.0,20,384.0,3,0,2,1,2,1,2,0
599,3700.0,20,428.0,5,0,4,1,3,1,3,0
600,3700.0,20,369.0,3,0,2,1,2,1,2,0
601,5200.0,25,560.0,5,0,4,2,3,1,3,0
602,4700.0,25,488.0,4,1,3,1,2,1,2,0
603,5200.0,25,530.0,5,0,4,2,3,1,3,0
604,4700.0,25,508.0,5,1,4,1,3,1,3,0
605,4700.0,25,499.0,4,1,3,1,2,1,2,0
606,5200.0,25,569.0,5,0,4,2,3,1,3,0
607,5200.0,25,532.0,5,0,4,2,3,1,3,0
608,4700.0,25,505.0,5,1,4,1,3,1,3,0
609,4700.0,25,505.0,5,1,4,1,3,1,3,0
610,5200.0,25,600.0,6,0,4,2,3,1,3,0
611,5200.0,25,510.0,5,0,4,2,3,1,3,0
612,4700.0,25,479.0,4,1,3,1,2,1,2,0
613,4700.0,25,485.0,5,1,4,1,3,1,3,0
614,5200.0,25,569.0,5,0,4,2,3,1,3,0
615,5200.0,25,532.0,5,0,4,2,3,1,3,0
616,4700.0,25,505.0,5,1,4,1,3,1,3,0
617,4700.0,25,505.0,5,1,4,1,3,1,3,0
618,5200.0,25,600.0,6,0,4,2,3,1,3,0
619,5200.0,25,510.0,5,0,4,2,3,1,3,0
620,4700.0,25,479.0,4,1,3,1,2,1,2,0
621,4700.0,25,485.0,5,1,4,1,3,1,3,0
622,5200.0,25,569.0,5,0,4,2,3,1,3,0
623,5200.0,25,532.0,5,0,4,2,3,1,3,0
624,4700.0,25,505.0,5,1,4,1,3,1,3,0
625,4700.0,25,505.0,5,1,4,1,3,1,3,0
626,5200.0,25,600.0,6,0,4,2,3,1,3,0
627,5200.0,25,510.0,5,0,4,2,3,1,3,0
628,4700.0,25,479.0,4,1,3,1,2,1,2,0
629,4700.0,25,485.0,5,1,4,1,3,1,3,0
630,5200.0,25,569.0,5,0,4,2,3,1,3,0
631,5200.0,25,532.0,5,0,4,2,3,1,3,0
632,4700.0,25,505.0,5,1,4,1,3,1,3,0
633,4700.0,25,505.0,5,1,4,1,3,1,3,0
634,5200.0,25,600.0,6,0,4,2,3,1,3,0
635,5200.0,25,510.0,5,0,4,2,3,1,3,0
636,4700.0,25,479.0,4,1,3,1,2,1,2,0
637,4700.0,25,485.0,5,1,4,1,3,1,3,0
638,5200.0,25,569.0,5,0,4,2,3,1,3,0
639,5200.0,25,532.0,5,0,4,2,3,1,3,0
640,4700.0,25,505.0,5,1,4,1,3,1,3,0
641,4700.0,25,505.0,5,1,4,1,3,1,3,0
642,5200.0,25,600.0,6,0,4,2,3,1,3,0
643,5200.0,25,510.0,5,0,4,2,3,1,3,0
644,4700.0,25,479.0,4,1,3,1,2,1,2,0
645,4700.0,25,485.0,5,1,4,1,3,1,3,0
646,5200.0,25,569.0,5,0,4,2,3,1,3,0
647,5200.0,25,532.0,5,0,4,2,3,1,3,0
648,4700.0,25,505.0,5,1,4,1,3,1,3,0
649,4700.0,25,505.0,5,1,4,1,3,1,3,0
650,5200.0,25,600.0,6,0,4,2,3,1,3,0
651,5200.0,25,510.0,5,0,4,2,3,1,3,0
652,4700.0,25,479.0,4,1,3,1,2,1,2,0
653,4700.0,25,485.0,5,1,4,1,3,1,3,0
654,5200.0,25,569.0,5,0,4,2,3,1,3,0
655,5200.0,25,532.0,5,0,4,2,3,1,3,0
656,4700.0,25,505.0,5,1,4,1,3,1,3,0
657,4700.0,25,505.0,5,1,4,1,3,1,3,0
658,5200.0,25,600.0,6,0,4,2,3,1,3,0
659,5200.0,25,510.0,5,0,4,2,3,1,3,0
660,4700.0,25,479.0,4,1,3,1,2,1,2,0
661,4700.0,25,485.0,5,1,4,1,3,1,3,0
662,5200.0,25,569.0,5,0,4,2,3,1,3,0
663,5200.0,25,532.0,5,0,4,2,3,1,3,0
664,4700.0,25,505.0,5,1,4,1,3,1,3,0
665,4700.0,25,505.0,5,1,4,1,3,1,3,0
666,5200.0,25,600.0,6,0,4,2,3,1,3,0
667,5200.0,25,510.0,5,0,4,2,3,1,3,0
668,4700.0,25,479.0,4,1,3,1,2,1,2,0
669,4700.0,25,485.0,5,1,4,1,3,1,3,0
670,5200.0,25,569.0,5,0,4,2,3,1,3,0
671,5200.0,25,532.0,5,0,4,2,3,1,3,0
672,4700.0,25,505.0,5,1,4,1,3,1,3,0
673,4700.0,25,505.0,5,1,4,1,3,1,3,0
674,5200.0,25,600.0,6,0,4,2,3,1,3,0
675,5200.0,25,510.0,5,0,4,2,3,1,3,0
676,4700.0,25,479.0,4,1,3,1,2,1,2,0
677,4700.0,25,485.0,5,1,4,1,3,1,3,0
678,5200.0,25,569.0,5,0,4,2,3,1,3,0
679,5200.0,25,532.0,5,0,4,2,3,1,3,0
680,4700.0,25,505.0,5,1,4,1,3,1,3,0
681,4700.0,25,505.0,5,1,4,1,3,1,3,0
682,5200.0,25,600.0,6,0,4,2,3,1,3,0
683,5200.0,25,510.0,5,0,4,2,3,1,3,0
684,4700.0,25,479.0,4,1,3,1,2,1,2,0
685,4700.0,25,485.0,5,1,4,1,3,1,3,0
686,5200.0,25,569.0,5,0,4,2,3,1,3,0
687,5200.0,25,532.0,5,0,4,2,3,1,3,0
688,4700.0,25,505.0,5,1,4,1,3,1,3,0
689,4700.0,25,505.0,5,1,4,1,3,1,3,0
690,5200.0,25,600.0,6,0,4,2,3,1,3,0
691,5200.0,25,510.0,5,0,4,2,3,1,3,0
692,4700.0,25,479.0,4,1,3,1,2,1,2,0
693,4700.0,25,485.0,5,1,4,1,3,1,3,0
694,5200.0,25,569.0,5,0,4,2,3,1,3,0
695,5200.0,25,532.0,5,0,4,2,3,1,3,0
696,4700.0,25,505.0,5,1,4,1,3,1,3,0
697,4700.0,25,505.0,5,1,4,1,3,1,3,0
698,5200.0,25,600.0,6,0,4,2,3,1,3,0
699,5200.0,25,510.0,5,0,4,2,3,1,3,0
700,4700.0,25,479.0,4,1,3,1,2,1,2,0
701,4700.0,25,485.0,5,1,4,1,3,1,3,0
702,5200.0,25,569.0,5,0,4,2,3,1,3,0
703,5200.0,25,532.0,5,0,4,2,3,1,3,0
704,4700.0,25,505.0,5,1,4,1,3,1,3,0
705,4700.0,25,505.0,5,1,4,1,3,1,3,0
706,5200.0,25,600.0,6,0,4,2,3,1,3,0
707,5200.0,25,510.0,5,0,4,2,3,1,3,0
708,4700.0,25,479.0,4,1,3,1,2,1,2,0
709,4700.0,25,485.0,5,1,4,1,3,1,3,0
710,5200.0,25,569.0,5,0,4,2,3,1,3,0
711,5200.0,25,532.0,5,0,4,2,3,1,3,0
712,4700.0,25,505.0,5,1,4,1,3,1,3,0
713,4700.0,25,505.0,5,1,4,1,3,1,3,0
714,5200.0,25,600.0,6,0,4,2,3,1,3,0
715,5200.0,25,510.0,5,0,4,2,3,1,3,0
716,4700.0,25,479.0,4,1,3,1,2,1,2,0
717,4700.0,25,485.0,5,1,4,1,3,1,3,0
718,5200.0,25,569.0,5,0,4,2,3,1,3,0
719,5200.0,25,532.0,5,0,4,2,3,1,3,0
720,4700.0,25,505.0,5,1,4,1,3,1,3,0
721,4700.0,25,505.0,5,1,4,1,3,1,3,0
722,5200.0,25,600.0,6,0,4,2,3,1,3,0
723,5200.0,25,510.0,5,0,4,2,3,1,3,0
724,4700.0,25,479.0,4,1,3,1,2,1,2,0
725,4700.0,25,485.0,5,1,4,1,3,1,3,0
726,5200.0,25,569.0,5,0,4,2,3,1,3,0
727,5200.0,25,532.0,5,0,4,2,3,1,3,0
728,4700.0,25,505.0,5,1,4,1,3,1,3,0
729,4700.0,25,505.0,5,1,4,1,3,1,3,0
730,5200.0,25,600.0,6,0,4,2,3,1,3,0
731,5200.0,25,510.0,5,0,4,2,3,1,3,0
732,4700.0,25,479.0,4,1,3,1,2,1,2,0
733,4700.0,25,485.0,5,1,4,1,3,1,3,0
734,5200.0,25,569.0,5,0,4,2,3,1,3,0
735,5200.0,25,532.0,5,0,4,2,3,1,3,0
736,4700.0,25,505.0,5,1,4,1,3,1,3,0
737,4700.0,25,505.0,5,1,4,1,3,1,3,0
738,5200.0,25,600.0,6,0,4,2,3,1,3,0
739,5200.0,25,510.0,5,0,4,2,3,1,3,0
740,4700.0,25,479.0,4,1,3,1,2,1,2,0
741,4700.0,25,485.0,5,1,4,1,3,1,3,0
742,5200.0,25,569.0,5,0,4,2,3,1,3,0
743,5200.0,25,532.0,5,0,4,2,3,1,3,0
744,4700.0,25,505.0,5,1,4,1,3,1,3,0
745,4700.0,25,505.0,5,1,4,1,3,1,3,0
746,5200.0,25,600.0,6,0,4,2,3,1,3,0
747,5200.0,25,510.0,5,0,4,2,3,1,3,0
748,4700.0,25,479.0,4,1,3,1,2,1,2,0
749,4700.0,25,485.0,5,1,4,1,3,1,3,0
750,5200.0,25,569.0,5,0,4,2,3,1,3,0
751,5200.0,25,532.0,5,0,4,2,3,1,3,0
752,4700.0,25,505.0,5,1,4,1,3,1,3,0
753,4700.0,25,505.0,5,1,4,1,3,1,3,0
754,5200.0,25,600.0,6,0,4,2,3,1,3,0
755,5200.0,25,510.0,5,0,4,2,3,1,3,0
756,4700.0,25,479.0,4,1,3,1,2,1,2,0
757,4700.0,25,485.0,5,1,4,1,3,1,3,0
758,5200.0,25,569.0,5,0,4,2,3,1,3,0
759,5200.0,25,532.0,5,0,4,2,3,1,3,0
760,4700.0,25,505.0,5,1,4,1,3,1,3,0
761,4700.0,25,505.0,5,1,4,1,3,1,3,0
762,5200.0,25,600.0,6,0,4,2,3,1,3,0
763,5200.0,25,510.0,5,0,4,2,3,1,3,0
764,4700.0,25,479.0,4,1,3,1,2,1,2,0
765,4700.0,25,485.0,5,1,4,1,3,1,3,0
766,5200.0,25,569.0,5,0,4,2,3,1,3,0
767,5200.0,25,532.0,5,0,4,2,3,1,3,0
768,4700.0,25,505.0,5,1,4,1,3,1,3,0
769,4700.0,25,505.0,5,1,4,1,3,1,3,0
770,5200.0,25,600.0,6,0,4,2,3,1,3,0
771,5200.0,25,510.0,5,0,4,2,3,1,3,0
772,4700.0,25,479.0,4,1,3,1,2,1,2,0
773,4700.0,25,485.0,5,1,4,1,3,1,3,0
774,5200.0,25,569.0,5,0,4,2,3,1,3,0
775,5200.0,25,532.0,5,0,4,2,3,1,3,0
776,4700.0,25,505.0,5,1,4,1,3,1,3,0
777,4700.0,25,505.0,5,1,4,1,3,1,3,0
778,5200.0,25,600.0,6,0,4,2,3,1,3,0
779,5200.0,25,510.0,5,0,4,2,3,1,3,0
780,4700.0,25,479.0,4,1,3,1,2,1,2,0
781,4700.0,25,485.0,5,1,4,1,3,1,3,0
782,5200.0,25,569.0,5,0,4,2,3,1,3,0
783,5200.0,25,532.0,5,0,4,2,3,1,3,0
784,4700.0,25,505.0,5,1,4,1,3,1,3,0
785,4700.0,25,505.0,5,1,4,1,3,1,3,0
786,5200.0,25,600.0,6,0,4,2,3,1,3,0
787,5200.0,25,510.0,5,0,4,2,3,1,3,0
788,4700.0,25,479.0,4,1,3,1,2,1,2,0
789,4700.0,25,485.0,5,1,4,1,3,1,3,0
790,5200.0,25,569.0,5,0,4,2,3,1,3,0
791,5200.0,25,532.0,5,0,4,2,3,1,3,0
792,4700.0,25,505.0,5,1,4,1,3,1,3,0
793,4700.0,25,505.0,5,1,4,1,3,1,3,0
794,5200.0,25,600.0,6,0,4,2,3,1,3,0
795,5200.0,25,510.0,5,0,4,2,3,1,3,0
796,4700.0,25,479.0,4,1,3,1,2,1,2,0
797,4700.0,25,485.0,5,1,4,1,3,1,3,0
798,5200.0,25,569.0,5,0,4,2,3,1,3,0
799,5200.0,25,532.0,5,0,4,2,3,1,3,0
800,4700.0,25,505.0,5,1,4,1,3,1,3,0
801,5400.0,30,634.0,6,1,4,0,3,2,3,0
802,5900.0,30,647.0,6,0,4,1,3,2,3,0
803,5400.0,30,612.0,6,1,4,0,3,2,3,0
804,5900.0,30,619.0,6,0,4,1,3,2,3,0
805,5900.0,30,717.0,6,0,4,1,3,2,3,0
806,5900.0,30,659.0,6,0,4,1,3,2,3,0
807,5900.0,30,665.0,6,0,4,1,3,2,3,0
808,5900.0,30,645.0,6,0,4,1,3,2,3,0
809,5900.0,30,598.0,5,0,3,1,2,2,2,0
810,5900.0,30,651.0,6,0,4,1,3,2,3,0
811,5400.0,30,583.0,5,1,3,0,2,2,2,0
812,5900.0,30,700.0,6,0,4,1,3,2,3,0
813,5200.0,30,596.0,5,0,3,2,2,1,2,0
814,5900.0,30,743.0,6,0,4,1,3,2,3,0
815,5900.0,30,678.0,6,0,4,1,3,2,3,0
816,5900.0,30,720.0,6,0,4,1,3,2,3,0
817,5900.0,30,607.0,6,0,4,1,3,2,3,0
818,5200.0,30,567.0,4,0,3,2,2,1,2,0
819,5900.0,30,639.0,6,0,4,1,3,2,3,0
820,5200.0,30,581.0,5,0,3,2,2,1,2,0
821,5900.0,30,689.0,6,0,4,1,3,2,3,0
822,5900.0,30,688.0,6,0,4,1,3,2,3,0
823,5900.0,30,683.0,6,0,4,1,3,2,3,0
824,5900.0,30,609.0,6,0,4,1,3,2,3,0
825,5900.0,30,725.0,6,0,4,1,3,2,3,0
826,5900.0,30,709.0,6,0,4,1,3,2,3,0
827,5900.0,30,698.0,6,0,4,1,3,2,3,0
828,5900.0,30,680.0,6,0,4,1,3,2,3,0
829,5400.0,30,632.0,6,1,4,0,3,2,3,0
830,5900.0,30,710.0,6,0,4,1,3,2,3,0
831,5900.0,30,655.0,6,0,4,1,3,2,3,0
832,5900.0,30,576.0,4,0,3,1,2,2,2,0
833,6600.0,30,795.0,7,0,5,0,3,3,3,0
834,5400.0,30,621.0,6,1,4,0,3,2,3,0
835,5900.0,30,673.0,6,0,4,1,3,2,3,0
836,5900.0,30,663.0,6,0,4,1,3,2,3,0
837,5900.0,30,709.0,6,0,4,1,3,2,3,0
838,5200.0,30,595.0,5,0,3,2,2,1,2,0
839,5900.0,30,697.0,6,0,4,1,3,2,3,0
840,5900.0,30,679.0,6,0,4,1,3,2,3,0
841,5200.0,30,598.0,5,0,3,2,2,1,2,0
842,5400.0,30,614.0,6,1,4,0,3,2,3,0
843,5900.0,30,724.0,6,0,4,1,3,2,3,0
844,5900.0,30,655.0,6,0,4,1,3,2,3,0
845,5900.0,30,678.0,6,0,4,1,3,2,3,0
846,5900.0,30,720.0,6,0,4,1,3,2,3,0
847,5900.0,30,607.0,6,0,4,1,3,2,3,0
848,5200.0,30,567.0,4,0,3,2,2,1,2,0
849,5900.0,30,639.0,6,0,4,1,3,2,3,0
850,5200.0,30,581.0,5,0,3,2,2,1,2,0
851,5900.0,30,689.0,6,0,4,1,3,2,3,0
852,5900.0,30,688.0,6,0,4,1,3,2,3,0
853,5900.0,30,683.0,6,0,4,1,3,2,3,0
854,5900.0,30,609.0,6,0,4,1,3,2,3,0
855,5900.0,30,725.0,6,0,4,1,3,2,3,0
856,5900.0,30,709.0,6,0,4,1,3,2,3,0
857,5900.0,30,698.0,6,0,4,1,3,2,3,0
858,5900.0,30,680.0,6,0,4,1,3,2,3,0
859,5400.0,30,632.0,6,1,4,0,3,2,3,0
860,5900.0,30,710.0,6,0,4,1,3,2,3,0
861,5900.0,30,655.0,6,0,4,1,3,2,3,0
862,5900.0,30,576.0,4,0,3,1,2,2,2,0
863,6600.0,30,795.0,7,0,5,0,3,3,3,0
864,5400.0,30,621.0,6,1,4,0,3,2,3,0
865,5900.0,30,673.0,6,0,4,1,3,2,3,0
866,5900.0,30,663.0,6,0,4,1,3,2,3,0
867,5900.0,30,709.0,6,0,4,1,3,2,3,0
868,5200.0,30,595.0,5,0,3,2,2,1,2,0
869,5900.0,30,697.0,6,0,4,1,3,2,3,0
870,5900.0,30,679.0,6,0,4,1,3,2,3,0
871,5200.0,30,598.0,5,0,3,2,2,1,2,0
872,5400.0,30,614.0,6,1,4,0,3,2,3,0
873,5900.0,30,724.0,6,0,4,1,3,2,3,0
874,5900.0,30,655.0,6,0,4,1,3,2,3,0
875,5900.0,30,678.0,6,0,4,1,3,2,3,0
876,5900.0,30,720.0,6,0,4,1,3,2,3,0
877,5900.0,30,607.0,6,0,4,1,3,2,3,0
878,5200.0,30,567.0,4,0,3,2,2,1,2,0
879,5900.0,30,639.0,6,0,4,1,3,2,3,0
880,5200.0,30,581.0,5,0,3,2,2,1,2,0
881,5900.0,30,689.0,6,0,4,1,3,2,3,0
882,5900.0,30,688.0,6,0,4,1,3,2,3,0
883,5900.0,30,683.0,6,0,4,1,3,2,3,0
884,5900.0,30,609.0,6,0,4,1,3,2,3,0
885,5900.0,30,725.0,6,0,4,1,3,2,3,0
886,5900.0,30,709.0,6,0,4,1,3,2,3,0
887,5900.0,30,698.0,6,0,4,1,3,2,3,0
888,5900.0,30,680.0,6,0,4,1,3,2,3,0
889,5400.0,30,632.0,6,1,4,0,3,2,3,0
890,5900.0,30,710.0,6,0,4,1,3,2,3,0
891,5900.0,30,655.0,6,0,4,1,3,2,3,0
892,5900.0,30,576.0,4,0,3,1,2,2,2,0
893,6600.0,30,795.0,7,0,5,0,3,3,3,0
894,5400.0,30,621.0,6,1,4,0,3,2,3,0
895,5900.0,30,673.0,6,0,4,1,3,2,3,0
896,5900.0,30,663.0,6,0,4,1,3,2,3,0
897,5900.0,30,709.0,6,0,4,1,3,2,3,0
898,5200.0,30,595.0,5,0,3,2,2,1,2,0
899,5900.0,30,697.0,6,0,4,1,3,2,3,0
900,5900.0,30,679.0,6,0,4,1,3,2,3,0
901,5200.0,30,598.0,5,0,3,2,2,1,2,0
902,5400.0,30,614.0,6,1,4,0,3,2,3,0
903,5900.0,30,724.0,6,0,4,1,3,2,3,0
904,5900.0,30,655.0,6,0,4,1,3,2,3,0
905,5900.0,30,678.0,6,0,4,1,3,2,3,0
906,5900.0,30,720.0,6,0,4,1,3,2,3,0
907,5900.0,30,607.0,6,0,4,1,3,2,3,0
908,5200.0,30,567.0,4,0,3,2,2,1,2,0
909,5900.0,30,639.0,6,0,4,1,3,2,3,0
910,5200.0,30,581.0,5,0,3,2,2,1,2,0
911,5900.0,30,689.0,6,0,4,1,3,2,3,0
912,5900.0,30,688.0,6,0,4,1,3,2,3,0
913,5900.0,30,683.0,6,0,4,1,3,2,3,0
914,5900.0,30,609.0,6,0,4,1,3,2,3,0
915,5900.0,30,725.0,6,0,4,1,3,2,3,0
916,5900.0,30,709.0,6,0,4,1,3,2,3,0
917,5900.0,30,698.0,6,0,4,1,3,2,3,0
918,5900.0,30,680.0,6,0,4,1,3,2,3,0
919,5400.0,30,632.0,6,1,4,0,3,2,3,0
920,5900.0,30,710.0,6,0,4,1,3,2,3,0
921,5900.0,30,655.0,6,0,4,1,3,2,3,0
922,5900.0,30,576.0,4,0,3,1,2,2,2,0
923,6600.0,30,795.0,7,0,5,0,3,3,3,0
924,5400.0,30,621.0,6,1,4,0,3,2,3,0
925,5900.0,30,673.0,6,0,4,1,3,2,3,0
926,5900.0,30,663.0,6,0,4,1,3,2,3,0
927,5900.0,30,709.0,6,0,4,1,3,2,3,0
928,5200.0,30,595.0,5,0,3,2,2,1,2,0
929,5900.0,30,697.0,6,0,4,1,3,2,3,0
930,5900.0,30,679.0,6,0,4,1,3,2,3,0
931,5200.0,30,598.0,5,0,3,2,2,1,2,0
932,5400.0,30,614.0,6,1,4,0,3,2,3,0
933,5900.0,30,724.0,6,0,4,1,3,2,3,0
934,5900.0,30,655.0,6,0,4,1,3,2,3,0
935,5900.0,30,678.0,6,0,4,1,3,2,3,0
936,5900.0,30,720.0,6,0,4,1,3,2,3,0
937,5900.0,30,607.0,6,0,4,1,3,2,3,0
938,5200.0,30,567.0,4,0,3,2,2,1,2,0
939,5900.0,30,639.0,6,0,4,1,3,2,3,0
940,5200.0,30,581.0,5,0,3,2,2,1,2,0
941,5900.0,30,689.0,6,0,4,1,3,2,3,0
942,5900.0,30,688.0,6,0,4,1,3,2,3,0
943,5900.0,30,683.0,6,0,4,1,3,2,3,0
944,5900.0,30,609.0,6,0,4,1,3,2,3,0
945,5900.0,30,725.0,6,0,4,1,3,2,3,0
946,5900.0,30,709.0,6,0,4,1,3,2,3,0
947,5900.0,30,698.0,6,0,4,1,3,2,3,0
948,5900.0,30,680.0,6,0,4,1,3,2,3,0
949,5400.0,30,632.0,6,1,4,0,3,2,3,0
950,5900.0,30,710.0,6,0,4,1,3,2,3,0
951,5900.0,30,655.0,6,0,4,1,3,2,3,0
952,5900.0,30,576.0,4,0,3,1,2,2,2,0
953,6600.0,30,795.0,7,0,5,0,3,3,3,0
954,5400.0,30,621.0,6,1,4,0,3,2,3,0
955,5900.0,30,673.0,6,0,4,1,3,2,3,0
956,5900.0,30,663.0,6,0,4,1,3,2,3,0
957,5900.0,30,709.0,6,0,4,1,3,2,3,0
958,5200.0,30,595.0,5,0,3,2,2,1,2,0
959,5900.0,30,697.0,6,0,4,1,3,2,3,0
960,5900.0,30,679.0,6,0,4,1,3,2,3,0
961,5200.0,30,598.0,5,0,3,2,2,1,2,0
962,5400.0,30,614.0,6,1,4,0,3,2,3,0
963,5900.0,30,724.0,6,0,4,1,3,2,3,0
964,5900.0,30,655.0,6,0,4,1,3,2,3,0
965,5900.0,30,678.0,6,0,4,1,3,2,3,0
966,5900.0,30,720.0,6,0,4,1,3,2,3,0
967,5900.0,30,607.0,6,0,4,1,3,2,3,0
968,5200.0,30,567.0,4,0,3,2,2,1,2,0
969,5900.0,30,639.0,6,0,4,1,3,2,3,0
970,5200.0,30,581.0,5,0,3,2,2,1,2,0
971,5900.0,30,689.0,6,0,4,1,3,2,3,0
972,5900.0,30,688.0,6,0,4,1,3,2,3,0
973,5900.0,30,683.0,6,0,4,1,3,2,3,0
974,5900.0,30,609.0,6,0,4,1,3,2,3,0
975,5900.0,30,725.0,6,0,4,1,3,2,3,0
976,5900.0,30,709.0,6,0,4,1,3,2,3,0
977,5900.0,30,698.0,6,0,4,1,3,2,3,0
978,5900.0,30,680.0,6,0,4,1,3,2,3,0
979,5400.0,30,632.0,6,1,4,0,3,2,3,0
980,5900.0,30,710.0,6,0,4,1,3,2,3,0
981,5900.0,30,655.0,6,0,4,1,3,2,3,0
982,5900.0,30,576.0,4,0,3,1,2,2,2,0
983,6600.0,30,795.0,7,0,5,0,3,3,3,0
984,5400.0,30,621.0,6,1,4,0,3,2,3,0
985,5900.0,30,673.0,6,0,4,1,3,2,3,0
986,5900.0,30,663.0,6,0,4,1,3,2,3,0
987,5900.0,30,709.0,6,0,4,1,3,2,3,0
988,5200.0,30,595.0,5,0,3,2,2,1,2,0
989,5900.0,30,697.0,6,0,4,1,3,2,3,0
990,5900.0,30,679.0,6,0,4,1,3,2,3,0
991,5200.0,30,598.0,5,0,3,2,2,1,2,0
992,5400.0,30,614.0,6,1,4,0,3,2,3,0
993,5900.0,30,724.0,6,0,4,1,3,2,3,0
994,5900.0,30,655.0,6,0,4,1,3,2,3,0
995,5900.0,30,678.0,6,0,4,1,3,2,3,0
996,5900.0,30,720.0,6,0,4,1,3,2,3,0
997,5900.0,30,607.0,6,0,4,1,3,2,3,0
998,5200.0,30,567.0,4,0,3,2,2,1,2,0
999,5900.0,30,639.0,6,0,4,1,3,2,3,0
1000,5200.0,30,581.0,5,0,3,2,2,1,2,0
1001,6600.0,35,777.0,7,0,5,0,3,3,3,0
1002,5900.0,35,711.0,6,0,4,1,3,2,3,0
1003,7600.0,35,892.0,7,1,5,0,3,3,3,0
1004,7400.0,35,887.0,7,0,5,2,3,2,3,0
1005,6600.0,35,799.0,7,0,5,0,3,3,3,0
1006,6900.0,35,757.0,6,1,4,1,3,2,3,0
1007,6900.0,35,843.0,7,1,5,1,3,2,3,0
1008,6600.0,35,747.0,6,0,4,0,3,3,3,0
1009,6900.0,35,745.0,6,1,4,1,3,2,3,0
1010,5900.0,35,699.0,5,0,3,1,2,2,2,0
1011,5900.0,35,704.0,6,0,4,1,3,2,3,0
1012,6900.0,35,771.0,7,1,5,1,3,2,3,0
1013,6900.0,35,771.0,7,1,5,1,3,2,3,0
1014,5900.0,35,661.0,5,0,3,1,2,2,2,0
1015,5900.0,35,707.0,6,0,4,1,3,2,3,0
1016,7400.0,35,878.0,7,0,5,2,3,2,3,0
