Model,Scenario,Number_of_EVs,EV_No,Arrival,Depart,EV_Type,BatteryCapacity,Distance,Demand,Alloc_charger,Delay
FCFS,1518,45,44,12.0,22.0,Sedan,24,59.853,24,19,0
FCFS,1518,45,45,13.0,18.0,Small,16,19.71,7.0,8,0
FCFS,1519,45,1,2.0,17.0,SUV,54,37.138,21.0,8,0
FCFS,1519,45,2,5.0,21.0,Truck,70,32.642,27.0,19,0
FCFS,1519,45,3,5.0,17.0,SUV,54,45.269,26.0,19,0
FCFS,1519,45,4,5.0,17.0,Truck,70,49.448,40.0,19,0
FCFS,1519,45,5,5.0,20.0,Small,16,49.392,16,8,0
FCFS,1519,45,6,6.0,19.0,Sedan,24,26.343,11.0,4,0
FCFS,1519,45,7,6.0,18.0,SUV,54,58.339,33.0,19,0
FCFS,1519,45,8,6.0,17.0,Truck,70,48.159,39.0,8,0
FCFS,1519,45,9,6.0,18.0,Sedan,24,46.687,20.0,4,0
FCFS,1519,45,10,6.0,19.0,Sedan,24,70.092,24,19,0
FCFS,1519,45,11,6.0,20.0,Small,16,37.21,14.0,8,0
FCFS,1519,45,12,6.0,17.0,Small,16,41.774,16.0,8,0
FCFS,1519,45,13,7.0,16.0,SUV,54,16.219,9.0,19,0
FCFS,1519,45,14,7.0,21.0,SUV,54,38.718,22.0,8,0
FCFS,1519,45,15,7.0,17.0,SUV,54,28.391,16.0,8,0
FCFS,1519,45,16,7.0,18.0,SUV,54,34.226,20.0,4,0
FCFS,1519,45,17,7.0,18.0,SUV,54,36.548,21.0,19,0
FCFS,1519,45,18,7.0,21.0,Truck,70,35.777,29.0,19,0
FCFS,1519,45,19,7.0,19.0,SUV,54,48.965,28.0,19,0
FCFS,1519,45,20,7.0,19.0,SUV,54,49.909,29.0,19,0
FCFS,1519,45,21,7.0,19.0,SUV,54,57.124,33.0,19,0
FCFS,1519,45,22,7.0,18.0,Truck,70,60.114,49.0,19,0
FCFS,1519,45,23,7.0,18.0,Small,16,39.772,15.0,8,0
FCFS,1519,45,24,8.0,20.0,Small,16,29.152,11.0,8,0
FCFS,1519,45,25,8.0,19.0,Small,16,31.657,12.0,8,0
FCFS,1519,45,26,8.0,16.0,Small,16,32.224,12.0,4,0
FCFS,1519,45,27,8.0,18.0,Small,16,56.669,16,8,0
FCFS,1519,45,28,9.0,19.0,Sedan,24,30.839,13.0,19,0
FCFS,1519,45,29,9.0,20.0,Truck,70,59.99,49.0,19,0
FCFS,1519,45,30,9.0,20.0,Small,16,36.893,14.0,8,0
FCFS,1519,45,31,9.0,19.0,Small,16,69.962,16,4,0
FCFS,1519,45,32,9.0,19.0,Small,16,54.176,16,8,0
FCFS,1519,45,33,10.0,20.0,Sedan,24,30.734,13.0,19,0
FCFS,1519,45,34,10.0,21.0,Sedan,24,48.614,21.0,19,0
FCFS,1519,45,35,10.0,20.0,Small,16,32.35,12.0,8,0
FCFS,1519,45,36,10.0,20.0,Small,16,51.743,16,19,0
FCFS,1519,45,37,10.0,20.0,Small,16,62.698,16,8,0
FCFS,1519,45,38,10.0,20.0,Small,16,60.618,16,4,0
FCFS,1519,45,39,11.0,20.0,SUV,54,22.041,13.0,19,0
FCFS,1519,45,40,11.0,19.0,Sedan,24,28.051,12.0,19,0
FCFS,1519,45,41,11.0,19.0,Sedan,24,31.761,14.0,8,0
FCFS,1519,45,42,11.0,20.0,SUV,54,73.765,42.0,19,0
FCFS,1519,45,43,11.0,18.0,Sedan,24,44.174,19.0,19,0
FCFS,1519,45,44,12.0,22.0,Sedan,24,59.853,24,19,0
FCFS,1519,45,45,13.0,18.0,Small,16,19.71,7.0,8,0
FCFS,1520,45,1,2.0,17.0,SUV,54,37.138,21.0,8,0
FCFS,1520,45,2,5.0,21.0,Truck,70,32.642,27.0,19,0
FCFS,1520,45,3,5.0,17.0,SUV,54,45.269,26.0,19,0
FCFS,1520,45,4,5.0,17.0,Truck,70,49.448,40.0,19,0
FCFS,1520,45,5,5.0,20.0,Small,16,49.392,16,8,0
FCFS,1520,45,6,6.0,19.0,Sedan,24,26.343,11.0,4,0
FCFS,1520,45,7,6.0,18.0,SUV,54,58.339,33.0,19,0
FCFS,1520,45,8,6.0,17.0,Truck,70,48.159,39.0,8,0
FCFS,1520,45,9,6.0,18.0,Sedan,24,46.687,20.0,4,0
FCFS,1520,45,10,6.0,19.0,Sedan,24,70.092,24,19,0
FCFS,1520,45,11,6.0,20.0,Small,16,37.21,14.0,8,0
FCFS,1520,45,12,6.0,17.0,Small,16,41.774,16.0,8,0
FCFS,1520,45,13,7.0,16.0,SUV,54,16.219,9.0,19,0
FCFS,1520,45,14,7.0,21.0,SUV,54,38.718,22.0,8,0
FCFS,1520,45,15,7.0,17.0,SUV,54,28.391,16.0,8,0
FCFS,1520,45,16,7.0,18.0,SUV,54,34.226,20.0,4,0
FCFS,1520,45,17,7.0,18.0,SUV,54,36.548,21.0,19,0
FCFS,1520,45,18,7.0,21.0,Truck,70,35.777,29.0,19,0
FCFS,1520,45,19,7.0,19.0,SUV,54,48.965,28.0,19,0
FCFS,1520,45,20,7.0,19.0,SUV,54,49.909,29.0,19,0
FCFS,1520,45,21,7.0,19.0,SUV,54,57.124,33.0,19,0
FCFS,1520,45,22,7.0,18.0,Truck,70,60.114,49.0,19,0
FCFS,1520,45,23,7.0,18.0,Small,16,39.772,15.0,8,0
FCFS,1520,45,24,8.0,20.0,Small,16,29.152,11.0,8,0
FCFS,1520,45,25,8.0,19.0,Small,16,31.657,12.0,8,0
FCFS,1520,45,26,8.0,16.0,Small,16,32.224,12.0,4,0
FCFS,1520,45,27,8.0,18.0,Small,16,56.669,16,8,0
FCFS,1520,45,28,9.0,19.0,Sedan,24,30.839,13.0,19,0
FCFS,1520,45,29,9.0,20.0,Truck,70,59.99,49.0,19,0
FCFS,1520,45,30,9.0,20.0,Small,16,36.893,14.0,8,0
FCFS,1520,45,31,9.0,19.0,Small,16,69.962,16,4,0
FCFS,1520,45,32,9.0,19.0,Small,16,54.176,16,8,0
FCFS,1520,45,33,10.0,20.0,Sedan,24,30.734,13.0,19,0
FCFS,1520,45,34,10.0,21.0,Sedan,24,48.614,21.0,19,0
FCFS,1520,45,35,10.0,20.0,Small,16,32.35,12.0,8,0
FCFS,1520,45,36,10.0,20.0,Small,16,51.743,16,19,0
FCFS,1520,45,37,10.0,20.0,Small,16,62.698,16,8,0
FCFS,1520,45,38,10.0,20.0,Small,16,60.618,16,4,0
FCFS,1520,45,39,11.0,20.0,SUV,54,22.041,13.0,19,0
FCFS,1520,45,40,11.0,19.0,Sedan,24,28.051,12.0,19,0
FCFS,1520,45,41,11.0,19.0,Sedan,24,31.761,14.0,8,0
FCFS,1520,45,42,11.0,20.0,SUV,54,73.765,42.0,19,0
FCFS,1520,45,43,11.0,18.0,Sedan,24,44.174,19.0,19,0
FCFS,1520,45,44,12.0,22.0,Sedan,24,59.853,24,19,0
FCFS,1520,45,45,13.0,18.0,Small,16,19.71,7.0,8,0
FCFS,1521,45,1,2.0,17.0,SUV,54,37.138,21.0,8,0
FCFS,1521,45,2,5.0,21.0,Truck,70,32.642,27.0,19,0
FCFS,1521,45,3,5.0,17.0,SUV,54,45.269,26.0,19,0
FCFS,1521,45,4,5.0,17.0,Truck,70,49.448,40.0,19,0
FCFS,1521,45,5,5.0,20.0,Small,16,49.392,16,8,0
FCFS,1521,45,6,6.0,19.0,Sedan,24,26.343,11.0,4,0
FCFS,1521,45,7,6.0,18.0,SUV,54,58.339,33.0,19,0
FCFS,1521,45,8,6.0,17.0,Truck,70,48.159,39.0,8,0
FCFS,1521,45,9,6.0,18.0,Sedan,24,46.687,20.0,4,0
FCFS,1521,45,10,6.0,19.0,Sedan,24,70.092,24,19,0
FCFS,1521,45,11,6.0,20.0,Small,16,37.21,14.0,8,0
FCFS,1521,45,12,6.0,17.0,Small,16,41.774,16.0,8,0
FCFS,1521,45,13,7.0,16.0,SUV,54,16.219,9.0,19,0
FCFS,1521,45,14,7.0,21.0,SUV,54,38.718,22.0,8,0
FCFS,1521,45,15,7.0,17.0,SUV,54,28.391,16.0,8,0
FCFS,1521,45,16,7.0,18.0,SUV,54,34.226,20.0,4,0
FCFS,1521,45,17,7.0,18.0,SUV,54,36.548,21.0,19,0
FCFS,1521,45,18,7.0,21.0,Truck,70,35.777,29.0,19,0
FCFS,1521,45,19,7.0,19.0,SUV,54,48.965,28.0,19,0
FCFS,1521,45,20,7.0,19.0,SUV,54,49.909,29.0,19,0
FCFS,1521,45,21,7.0,19.0,SUV,54,57.124,33.0,19,0
FCFS,1521,45,22,7.0,18.0,Truck,70,60.114,49.0,19,0
FCFS,1521,45,23,7.0,18.0,Small,16,39.772,15.0,8,0
FCFS,1521,45,24,8.0,20.0,Small,16,29.152,11.0,8,0
FCFS,1521,45,25,8.0,19.0,Small,16,31.657,12.0,8,0
FCFS,1521,45,26,8.0,16.0,Small,16,32.224,12.0,4,0
FCFS,1521,45,27,8.0,18.0,Small,16,56.669,16,8,0
FCFS,1521,45,28,9.0,19.0,Sedan,24,30.839,13.0,19,0
FCFS,1521,45,29,9.0,20.0,Truck,70,59.99,49.0,19,0
FCFS,1521,45,30,9.0,20.0,Small,16,36.893,14.0,8,0
FCFS,1521,45,31,9.0,19.0,Small,16,69.962,16,4,0
FCFS,1521,45,32,9.0,19.0,Small,16,54.176,16,8,0
FCFS,1521,45,33,10.0,20.0,Sedan,24,30.734,13.0,19,0
FCFS,1521,45,34,10.0,21.0,Sedan,24,48.614,21.0,19,0
FCFS,1521,45,35,10.0,20.0,Small,16,32.35,12.0,8,0
FCFS,1521,45,36,10.0,20.0,Small,16,51.743,16,19,0
FCFS,1521,45,37,10.0,20.0,Small,16,62.698,16,8,0
FCFS,1521,45,38,10.0,20.0,Small,16,60.618,16,4,0
FCFS,1521,45,39,11.0,20.0,SUV,54,22.041,13.0,19,0
FCFS,1521,45,40,11.0,19.0,Sedan,24,28.051,12.0,19,0
FCFS,1521,45,41,11.0,19.0,Sedan,24,31.761,14.0,8,0
FCFS,1521,45,42,11.0,20.0,SUV,54,73.765,42.0,19,0
FCFS,1521,45,43,11.0,18.0,Sedan,24,44.174,19.0,19,0
FCFS,1521,45,44,12.0,22.0,Sedan,24,59.853,24,19,0
FCFS,1521,45,45,13.0,18.0,Small,16,19.71,7.0,8,0
FCFS,1522,45,1,2.0,17.0,SUV,54,37.138,21.0,8,0
FCFS,1522,45,2,5.0,21.0,Truck,70,32.642,27.0,19,0
FCFS,1522,45,3,5.0,17.0,SUV,54,45.269,26.0,19,0
FCFS,1522,45,4,5.0,17.0,Truck,70,49.448,40.0,19,0
FCFS,1522,45,5,5.0,20.0,Small,16,49.392,16,8,0
FCFS,1522,45,6,6.0,19.0,Sedan,24,26.343,11.0,4,0
FCFS,1522,45,7,6.0,18.0,SUV,54,58.339,33.0,19,0
FCFS,1522,45,8,6.0,17.0,Truck,70,48.159,39.0,8,0
FCFS,1522,45,9,6.0,18.0,Sedan,24,46.687,20.0,4,0
FCFS,1522,45,10,6.0,19.0,Sedan,24,70.092,24,19,0
FCFS,1522,45,11,6.0,20.0,Small,16,37.21,14.0,8,0
FCFS,1522,45,12,6.0,17.0,Small,16,41.774,16.0,8,0
FCFS,1522,45,13,7.0,16.0,SUV,54,16.219,9.0,19,0
FCFS,1522,45,14,7.0,21.0,SUV,54,38.718,22.0,8,0
FCFS,1522,45,15,7.0,17.0,SUV,54,28.391,16.0,8,0
FCFS,1522,45,16,7.0,18.0,SUV,54,34.226,20.0,4,0
FCFS,1522,45,17,7.0,18.0,SUV,54,36.548,21.0,19,0
FCFS,1522,45,18,7.0,21.0,Truck,70,35.777,29.0,19,0
FCFS,1522,45,19,7.0,19.0,SUV,54,48.965,28.0,19,0
FCFS,1522,45,20,7.0,19.0,SUV,54,49.909,29.0,19,0
FCFS,1522,45,21,7.0,19.0,SUV,54,57.124,33.0,19,0
FCFS,1522,45,22,7.0,18.0,Truck,70,60.114,49.0,19,0
FCFS,1522,45,23,7.0,18.0,Small,16,39.772,15.0,8,0
FCFS,1522,45,24,8.0,20.0,Small,16,29.152,11.0,8,0
FCFS,1522,45,25,8.0,19.0,Small,16,31.657,12.0,8,0
FCFS,1522,45,26,8.0,16.0,Small,16,32.224,12.0,4,0
FCFS,1522,45,27,8.0,18.0,Small,16,56.669,16,8,0
FCFS,1522,45,28,9.0,19.0,Sedan,24,30.839,13.0,19,0
FCFS,1522,45,29,9.0,20.0,Truck,70,59.99,49.0,19,0
FCFS,1522,45,30,9.0,20.0,Small,16,36.893,14.0,8,0
FCFS,1522,45,31,9.0,19.0,Small,16,69.962,16,4,0
FCFS,1522,45,32,9.0,19.0,Small,16,54.176,16,8,0
FCFS,1522,45,33,10.0,20.0,Sedan,24,30.734,13.0,19,0
FCFS,1522,45,34,10.0,21.0,Sedan,24,48.614,21.0,19,0
FCFS,1522,45,35,10.0,20.0,Small,16,32.35,12.0,8,0
FCFS,1522,45,36,10.0,20.0,Small,16,51.743,16,19,0
FCFS,1522,45,37,10.0,20.0,Small,16,62.698,16,8,0
FCFS,1522,45,38,10.0,20.0,Small,16,60.618,16,4,0
FCFS,1522,45,39,11.0,20.0,SUV,54,22.041,13.0,19,0
FCFS,1522,45,40,11.0,19.0,Sedan,24,28.051,12.0,19,0
FCFS,1522,45,41,11.0,19.0,Sedan,24,31.761,14.0,8,0
FCFS,1522,45,42,11.0,20.0,SUV,54,73.765,42.0,19,0
FCFS,1522,45,43,11.0,18.0,Sedan,24,44.174,19.0,19,0
FCFS,1522,45,44,12.0,22.0,Sedan,24,59.853,24,19,0
FCFS,1522,45,45,13.0,18.0,Small,16,19.71,7.0,8,0
FCFS,1523,45,1,2.0,17.0,SUV,54,37.138,21.0,8,0
FCFS,1523,45,2,5.0,21.0,Truck,70,32.642,27.0,19,0
FCFS,1523,45,3,5.0,17.0,SUV,54,45.269,26.0,19,0
FCFS,1523,45,4,5.0,17.0,Truck,70,49.448,40.0,19,0
FCFS,1523,45,5,5.0,20.0,Small,16,49.392,16,8,0
FCFS,1523,45,6,6.0,19.0,Sedan,24,26.343,11.0,4,0
FCFS,1523,45,7,6.0,18.0,SUV,54,58.339,33.0,19,0
FCFS,1523,45,8,6.0,17.0,Truck,70,48.159,39.0,8,0
FCFS,1523,45,9,6.0,18.0,Sedan,24,46.687,20.0,4,0
FCFS,1523,45,10,6.0,19.0,Sedan,24,70.092,24,19,0
FCFS,1523,45,11,6.0,20.0,Small,16,37.21,14.0,8,0
FCFS,1523,45,12,6.0,17.0,Small,16,41.774,16.0,8,0
FCFS,1523,45,13,7.0,16.0,SUV,54,16.219,9.0,19,0
FCFS,1523,45,14,7.0,21.0,SUV,54,38.718,22.0,8,0
FCFS,1523,45,15,7.0,17.0,SUV,54,28.391,16.0,8,0
FCFS,1523,45,16,7.0,18.0,SUV,54,34.226,20.0,4,0
FCFS,1523,45,17,7.0,18.0,SUV,54,36.548,21.0,19,0
FCFS,1523,45,18,7.0,21.0,Truck,70,35.777,29.0,19,0
FCFS,1523,45,19,7.0,19.0,SUV,54,48.965,28.0,19,0
FCFS,1523,45,20,7.0,19.0,SUV,54,49.909,29.0,19,0
FCFS,1523,45,21,7.0,19.0,SUV,54,57.124,33.0,19,0
FCFS,1523,45,22,7.0,18.0,Truck,70,60.114,49.0,19,0
FCFS,1523,45,23,7.0,18.0,Small,16,39.772,15.0,8,0
FCFS,1523,45,24,8.0,20.0,Small,16,29.152,11.0,8,0
FCFS,1523,45,25,8.0,19.0,Small,16,31.657,12.0,8,0
FCFS,1523,45,26,8.0,16.0,Small,16,32.224,12.0,4,0
FCFS,1523,45,27,8.0,18.0,Small,16,56.669,16,8,0
FCFS,1523,45,28,9.0,19.0,Sedan,24,30.839,13.0,19,0
FCFS,1523,45,29,9.0,20.0,Truck,70,59.99,49.0,19,0
FCFS,1523,45,30,9.0,20.0,Small,16,36.893,14.0,8,0
FCFS,1523,45,31,9.0,19.0,Small,16,69.962,16,4,0
FCFS,1523,45,32,9.0,19.0,Small,16,54.176,16,8,0
FCFS,1523,45,33,10.0,20.0,Sedan,24,30.734,13.0,19,0
FCFS,1523,45,34,10.0,21.0,Sedan,24,48.614,21.0,19,0
FCFS,1523,45,35,10.0,20.0,Small,16,32.35,12.0,8,0
FCFS,1523,45,36,10.0,20.0,Small,16,51.743,16,19,0
FCFS,1523,45,37,10.0,20.0,Small,16,62.698,16,8,0
FCFS,1523,45,38,10.0,20.0,Small,16,60.618,16,4,0
FCFS,1523,45,39,11.0,20.0,SUV,54,22.041,13.0,19,0
FCFS,1523,45,40,11.0,19.0,Sedan,24,28.051,12.0,19,0
FCFS,1523,45,41,11.0,19.0,Sedan,24,31.761,14.0,8,0
FCFS,1523,45,42,11.0,20.0,SUV,54,73.765,42.0,19,0
FCFS,1523,45,43,11.0,18.0,Sedan,24,44.174,19.0,19,0
FCFS,1523,45,44,12.0,22.0,Sedan,24,59.853,24,19,0
FCFS,1523,45,45,13.0,18.0,Small,16,19.71,7.0,8,0
FCFS,1524,45,1,2.0,17.0,SUV,54,37.138,21.0,8,0
FCFS,1524,45,2,5.0,21.0,Truck,70,32.642,27.0,19,0
FCFS,1524,45,3,5.0,17.0,SUV,54,45.269,26.0,19,0
FCFS,1524,45,4,5.0,17.0,Truck,70,49.448,40.0,19,0
FCFS,1524,45,5,5.0,20.0,Small,16,49.392,16,8,0
FCFS,1524,45,6,6.0,19.0,Sedan,24,26.343,11.0,4,0
FCFS,1524,45,7,6.0,18.0,SUV,54,58.339,33.0,19,0
FCFS,1524,45,8,6.0,17.0,Truck,70,48.159,39.0,8,0
FCFS,1524,45,9,6.0,18.0,Sedan,24,46.687,20.0,4,0
FCFS,1524,45,10,6.0,19.0,Sedan,24,70.092,24,19,0
FCFS,1524,45,11,6.0,20.0,Small,16,37.21,14.0,8,0
FCFS,1524,45,12,6.0,17.0,Small,16,41.774,16.0,8,0
FCFS,1524,45,13,7.0,16.0,SUV,54,16.219,9.0,19,0
FCFS,1524,45,14,7.0,21.0,SUV,54,38.718,22.0,8,0
FCFS,1524,45,15,7.0,17.0,SUV,54,28.391,16.0,8,0
FCFS,1524,45,16,7.0,18.0,SUV,54,34.226,20.0,4,0
FCFS,1524,45,17,7.0,18.0,SUV,54,36.548,21.0,19,0
FCFS,1524,45,18,7.0,21.0,Truck,70,35.777,29.0,19,0
FCFS,1524,45,19,7.0,19.0,SUV,54,48.965,28.0,19,0
FCFS,1524,45,20,7.0,19.0,SUV,54,49.909,29.0,19,0
FCFS,1524,45,21,7.0,19.0,SUV,54,57.124,33.0,19,0
FCFS,1524,45,22,7.0,18.0,Truck,70,60.114,49.0,19,0
FCFS,1524,45,23,7.0,18.0,Small,16,39.772,15.0,8,0
FCFS,1524,45,24,8.0,20.0,Small,16,29.152,11.0,8,0
FCFS,1524,45,25,8.0,19.0,Small,16,31.657,12.0,8,0
FCFS,1524,45,26,8.0,16.0,Small,16,32.224,12.0,4,0
FCFS,1524,45,27,8.0,18.0,Small,16,56.669,16,8,0
FCFS,1524,45,28,9.0,19.0,Sedan,24,30.839,13.0,19,0
FCFS,1524,45,29,9.0,20.0,Truck,70,59.99,49.0,19,0
FCFS,1524,45,30,9.0,20.0,Small,16,36.893,14.0,8,0
FCFS,1524,45,31,9.0,19.0,Small,16,69.962,16,4,0
FCFS,1524,45,32,9.0,19.0,Small,16,54.176,16,8,0
FCFS,1524,45,33,10.0,20.0,Sedan,24,30.734,13.0,19,0
FCFS,1524,45,34,10.0,21.0,Sedan,24,48.614,21.0,19,0
FCFS,1524,45,35,10.0,20.0,Small,16,32.35,12.0,8,0
FCFS,1524,45,36,10.0,20.0,Small,16,51.743,16,19,0
FCFS,1524,45,37,10.0,20.0,Small,16,62.698,16,8,0
FCFS,1524,45,38,10.0,20.0,Small,16,60.618,16,4,0
FCFS,1524,45,39,11.0,20.0,SUV,54,22.041,13.0,19,0
FCFS,1524,45,40,11.0,19.0,Sedan,24,28.051,12.0,19,0
FCFS,1524,45,41,11.0,19.0,Sedan,24,31.761,14.0,8,0
FCFS,1524,45,42,11.0,20.0,SUV,54,73.765,42.0,19,0
FCFS,1524,45,43,11.0,18.0,Sedan,24,44.174,19.0,19,0
FCFS,1524,45,44,12.0,22.0,Sedan,24,59.853,24,19,0
FCFS,1524,45,45,13.0,18.0,Small,16,19.71,7.0,8,0
FCFS,1525,45,1,2.0,17.0,SUV,54,37.138,21.0,8,0
FCFS,1525,45,2,5.0,21.0,Truck,70,32.642,27.0,19,0
FCFS,1525,45,3,5.0,17.0,SUV,54,45.269,26.0,19,0
FCFS,1525,45,4,5.0,17.0,Truck,70,49.448,40.0,19,0
FCFS,1525,45,5,5.0,20.0,Small,16,49.392,16,8,0
FCFS,1525,45,6,6.0,19.0,Sedan,24,26.343,11.0,4,0
FCFS,1525,45,7,6.0,18.0,SUV,54,58.339,33.0,19,0
FCFS,1525,45,8,6.0,17.0,Truck,70,48.159,39.0,8,0
FCFS,1525,45,9,6.0,18.0,Sedan,24,46.687,20.0,4,0
FCFS,1525,45,10,6.0,19.0,Sedan,24,70.092,24,19,0
FCFS,1525,45,11,6.0,20.0,Small,16,37.21,14.0,8,0
FCFS,1525,45,12,6.0,17.0,Small,16,41.774,16.0,8,0
FCFS,1525,45,13,7.0,16.0,SUV,54,16.219,9.0,19,0
FCFS,1525,45,14,7.0,21.0,SUV,54,38.718,22.0,8,0
FCFS,1525,45,15,7.0,17.0,SUV,54,28.391,16.0,8,0
FCFS,1525,45,16,7.0,18.0,SUV,54,34.226,20.0,4,0
FCFS,1525,45,17,7.0,18.0,SUV,54,36.548,21.0,19,0
FCFS,1525,45,18,7.0,21.0,Truck,70,35.777,29.0,19,0
FCFS,1525,45,19,7.0,19.0,SUV,54,48.965,28.0,19,0
FCFS,1525,45,20,7.0,19.0,SUV,54,49.909,29.0,19,0
FCFS,1525,45,21,7.0,19.0,SUV,54,57.124,33.0,19,0
FCFS,1525,45,22,7.0,18.0,Truck,70,60.114,49.0,19,0
FCFS,1525,45,23,7.0,18.0,Small,16,39.772,15.0,8,0
FCFS,1525,45,24,8.0,20.0,Small,16,29.152,11.0,8,0
FCFS,1525,45,25,8.0,19.0,Small,16,31.657,12.0,8,0
FCFS,1525,45,26,8.0,16.0,Small,16,32.224,12.0,4,0
FCFS,1525,45,27,8.0,18.0,Small,16,56.669,16,8,0
FCFS,1525,45,28,9.0,19.0,Sedan,24,30.839,13.0,19,0
FCFS,1525,45,29,9.0,20.0,Truck,70,59.99,49.0,19,0
FCFS,1525,45,30,9.0,20.0,Small,16,36.893,14.0,8,0
FCFS,1525,45,31,9.0,19.0,Small,16,69.962,16,4,0
FCFS,1525,45,32,9.0,19.0,Small,16,54.176,16,8,0
FCFS,1525,45,33,10.0,20.0,Sedan,24,30.734,13.0,19,0
FCFS,1525,45,34,10.0,21.0,Sedan,24,48.614,21.0,19,0
FCFS,1525,45,35,10.0,20.0,Small,16,32.35,12.0,8,0
FCFS,1525,45,36,10.0,20.0,Small,16,51.743,16,19,0
FCFS,1525,45,37,10.0,20.0,Small,16,62.698,16,8,0
FCFS,1525,45,38,10.0,20.0,Small,16,60.618,16,4,0
FCFS,1525,45,39,11.0,20.0,SUV,54,22.041,13.0,19,0
FCFS,1525,45,40,11.0,19.0,Sedan,24,28.051,12.0,19,0
FCFS,1525,45,41,11.0,19.0,Sedan,24,31.761,14.0,8,0
FCFS,1525,45,42,11.0,20.0,SUV,54,73.765,42.0,19,0
FCFS,1525,45,43,11.0,18.0,Sedan,24,44.174,19.0,19,0
FCFS,1525,45,44,12.0,22.0,Sedan,24,59.853,24,19,0
FCFS,1525,45,45,13.0,18.0,Small,16,19.71,7.0,8,0
FCFS,1526,45,1,2.0,17.0,SUV,54,37.138,21.0,8,0
FCFS,1526,45,2,5.0,21.0,Truck,70,32.642,27.0,19,0
FCFS,1526,45,3,5.0,17.0,SUV,54,45.269,26.0,19,0
FCFS,1526,45,4,5.0,17.0,Truck,70,49.448,40.0,19,0
FCFS,1526,45,5,5.0,20.0,Small,16,49.392,16,8,0
FCFS,1526,45,6,6.0,19.0,Sedan,24,26.343,11.0,4,0
FCFS,1526,45,7,6.0,18.0,SUV,54,58.339,33.0,19,0
FCFS,1526,45,8,6.0,17.0,Truck,70,48.159,39.0,8,0
FCFS,1526,45,9,6.0,18.0,Sedan,24,46.687,20.0,4,0
FCFS,1526,45,10,6.0,19.0,Sedan,24,70.092,24,19,0
FCFS,1526,45,11,6.0,20.0,Small,16,37.21,14.0,8,0
FCFS,1526,45,12,6.0,17.0,Small,16,41.774,16.0,8,0
FCFS,1526,45,13,7.0,16.0,SUV,54,16.219,9.0,19,0
FCFS,1526,45,14,7.0,21.0,SUV,54,38.718,22.0,8,0
FCFS,1526,45,15,7.0,17.0,SUV,54,28.391,16.0,8,0
FCFS,1526,45,16,7.0,18.0,SUV,54,34.226,20.0,4,0
FCFS,1526,45,17,7.0,18.0,SUV,54,36.548,21.0,19,0
FCFS,1526,45,18,7.0,21.0,Truck,70,35.777,29.0,19,0
FCFS,1526,45,19,7.0,19.0,SUV,54,48.965,28.0,19,0
FCFS,1526,45,20,7.0,19.0,SUV,54,49.909,29.0,19,0
FCFS,1526,45,21,7.0,19.0,SUV,54,57.124,33.0,19,0
FCFS,1526,45,22,7.0,18.0,Truck,70,60.114,49.0,19,0
FCFS,1526,45,23,7.0,18.0,Small,16,39.772,15.0,8,0
FCFS,1526,45,24,8.0,20.0,Small,16,29.152,11.0,8,0
FCFS,1526,45,25,8.0,19.0,Small,16,31.657,12.0,8,0
FCFS,1526,45,26,8.0,16.0,Small,16,32.224,12.0,4,0
FCFS,1526,45,27,8.0,18.0,Small,16,56.669,16,8,0
FCFS,1526,45,28,9.0,19.0,Sedan,24,30.839,13.0,19,0
FCFS,1526,45,29,9.0,20.0,Truck,70,59.99,49.0,19,0
FCFS,1526,45,30,9.0,20.0,Small,16,36.893,14.0,8,0
FCFS,1526,45,31,9.0,19.0,Small,16,69.962,16,4,0
FCFS,1526,45,32,9.0,19.0,Small,16,54.176,16,8,0
FCFS,1526,45,33,10.0,20.0,Sedan,24,30.734,13.0,19,0
FCFS,1526,45,34,10.0,21.0,Sedan,24,48.614,21.0,19,0
FCFS,1526,45,35,10.0,20.0,Small,16,32.35,12.0,8,0
FCFS,1526,45,36,10.0,20.0,Small,16,51.743,16,19,0
FCFS,1526,45,37,10.0,20.0,Small,16,62.698,16,8,0
FCFS,1526,45,38,10.0,20.0,Small,16,60.618,16,4,0
FCFS,1526,45,39,11.0,20.0,SUV,54,22.041,13.0,19,0
FCFS,1526,45,40,11.0,19.0,Sedan,24,28.051,12.0,19,0
FCFS,1526,45,41,11.0,19.0,Sedan,24,31.761,14.0,8,0
FCFS,1526,45,42,11.0,20.0,SUV,54,73.765,42.0,19,0
FCFS,1526,45,43,11.0,18.0,Sedan,24,44.174,19.0,19,0
FCFS,1526,45,44,12.0,22.0,Sedan,24,59.853,24,19,0
FCFS,1526,45,45,13.0,18.0,Small,16,19.71,7.0,8,0
FCFS,1527,45,1,2.0,17.0,SUV,54,37.138,21.0,8,0
FCFS,1527,45,2,5.0,21.0,Truck,70,32.642,27.0,19,0
FCFS,1527,45,3,5.0,17.0,SUV,54,45.269,26.0,19,0
FCFS,1527,45,4,5.0,17.0,Truck,70,49.448,40.0,19,0
FCFS,1527,45,5,5.0,20.0,Small,16,49.392,16,8,0
FCFS,1527,45,6,6.0,19.0,Sedan,24,26.343,11.0,4,0
FCFS,1527,45,7,6.0,18.0,SUV,54,58.339,33.0,19,0
FCFS,1527,45,8,6.0,17.0,Truck,70,48.159,39.0,8,0
FCFS,1527,45,9,6.0,18.0,Sedan,24,46.687,20.0,4,0
