EV_Type,Alloc_charger,count
SUV,Level 1,0.441025641025641
SUV,Level 2,0.5692307692307692
SUV,Level 3,20.293589743589745
Sedan,Level 1,0.8717948717948718
Sedan,Level 2,0.9134615384615384
Sedan,Level 3,26.983974358974358
Small,Level 1,1.3166666666666667
Small,Level 2,2.030128205128205
Small,Level 3,36.58653846153846
Truck,Level 1,0.07179487179487179
Truck,Level 2,0.18333333333333332
Truck,Level 3,9.738461538461538
