1,2,3,4,5,6,7,8,9
237.8117474684196,244.03906394124363,249.9640929427619,248.87490195475064,250.96930459005438,237.35901021891468,244.0652685866713,237.45706879919382,252.41189541967404
686.4544712589436,643.147035182527,603.6850765944224,997.0173525973428,1083.6359642613263,947.43523697511,957.8620144500122,763.3196037037129,826.4474632306154
188.2356557080034,164.28656041380717,81.14658873545675,-76.25852646709946,-58.715085744246196,-108.9737713070009,144.05259548241875,-125.55837197922901,-81.88389979984389
-10.591024154179387,-685.7722510672339,-883.5815529268424,-1045.0888005253946,-574.6697785685373,-1045.0903544964092,-54.113066229925884,-1054.84749155185,-1298.3952491292473
-34.13347367152061,-853.0628758157859,-1005.8490077633162,-1168.9879723585327,-621.0554357857026,-1133.7946776255583,-68.34809745210346,-1136.330302440996,-1422.1522863152416
-47.92265352409657,-1033.3705080044026,-1247.1768254774017,-1294.2187845324843,-713.2883159922859,-1252.332586908083,-84.24001604948884,-1204.7352512651255,-1517.6516142366395
-41.293704546527,-886.9133217144599,-1027.0501947957696,-1233.3767789962944,-659.903469841468,-1193.1910636361335,-93.21810661958936,-1209.0364463473577,-1559.3259497872607
-36.92277660374988,-957.0476386173904,-1181.6954153091128,-1274.6761174236963,-676.5231691961183,-1227.4716725662154,-71.8027162518376,-1207.3610845023152,-1528.4079725378176
-54.406235567419465,-767.3283532744531,-982.0097044021526,-1292.5042102028715,-715.1039819237859,-1270.9288742171718,-104.73955828168425,-1272.597628717252,-1607.7281130425486
-28.084848158993093,-942.8339697191059,-1151.0831663786053,-1270.3133491999045,-675.4745860762264,-1222.210431384781,-64.25313292383063,-1200.8623913268636,-1517.2598183050573
-53.970105553304286,-849.6325162837809,-1094.8806381298793,-1267.4407104400689,-719.4608234610821,-1279.8836187112972,-102.83741543048714,-1266.9516620310233,-1598.828597528601
-42.33230561739518,-984.1784040235194,-1170.1178514451265,-1271.945563324527,-677.5851171578181,-1214.4970055480474,-66.40718747958469,-1184.7482387609807,-1499.7787578835098
-53.691158823995764,-840.1086351133566,-1081.7395373482834,-1314.5270919794152,-719.8086913144713,-1280.7190668213489,-102.58664816162396,-1262.3550123797936,-1616.293513469767
-38.410102697938285,-947.138561886178,-1192.5355978488094,-1258.9799812464485,-666.1692214411019,-1217.2132397419634,-67.37136607388445,-1193.9121813758666,-1502.1979340463351
-54.162056814524554,-883.7964610839597,-1094.6317226270194,-1275.5364733430845,-718.9575103376447,-1283.1965940975533,-103.70371751517888,-1263.4919767138347,-1615.567465352526
-41.0053587091724,-979.4082042533867,-1156.910934177705,-1275.943042998855,-681.1899658444752,-1221.2215110328802,-67.94991524697281,-1191.1811880086664,-1466.7879663451408
-52.65264809025716,-849.5969775556052,-1102.9329803254784,-1301.4444187563004,-719.5583812351094,-1275.1072760909067,-100.73788757792565,-1241.5183418867045,-1599.5125355286023
-26.200930361135203,-954.0198409575299,-1163.5025566177012,-1260.7314085814821,-664.5067331336852,-1215.9666305781525,-67.20554602765715,-1191.7293161980108,-1476.232178397019
-52.652874080915076,-871.377399466587,-1098.5770029362332,-1263.8980687448961,-714.1682863401239,-1275.5178492163916,-100.39587044039462,-1253.43085040784,-1598.5273692065725
-30.772059421786267,-948.3206238278683,-1139.085338125612,-1288.0428664263368,-686.081042726798,-1235.9212549406998,-73.1589148255012,-1189.9479256941959,-1481.5751989745513
-50.84405917999477,-769.0191993321929,-989.012700876687,-1259.7422884408616,-702.7722282065832,-1260.447872310425,-100.67758465100644,-1259.7527258933892,-1620.3948326381158
-23.975980012729956,-934.25014006701,-1119.7673265991552,-1267.807391256291,-668.6221829460993,-1225.9712827147723,-67.62318251499215,-1198.3634677557102,-1483.2887437391028
-52.82893597514875,-850.9446819994932,-1103.9016289024419,-1290.1619226777264,-711.6235023723749,-1269.380398490585,-100.75254124007614,-1258.249375620774,-1601.0885326568207
-31.96612260822986,-935.7620766875947,-1144.3944742871465,-1272.6785979176886,-681.0340875911743,-1243.5402443151488,-63.547307067787685,-1190.728802831079,-1492.2220396223117
-49.95395481792833,-837.1096823013007,-1054.2914767116483,-1294.8410806575494,-718.0363566121132,-1277.549441780989,-100.67758536064356,-1258.9552137196288,-1616.548845380323
-33.444517101636585,-921.6875772370797,-1131.3537437216125,-1264.6475718771098,-681.3781483607103,-1227.5684703437662,-67.65881180361278,-1168.770613094126,-1481.9521832583684
