Iteration,"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Solar_Power,Gen1,Gen2,Gen3,CDA1_supply,CDA2_supply,CDA1_demand,CDA2_demand,Bus1_price,Bus2_price,Bus3_price,Theta_bus_1,Theta_bus_2,Theta_bus_3
0,0.008306848925176741,0.0,0.008306848925176741,0.0,0.0,0.007933600000000002,0.0004445115963898587,0.0,0.01622577,0.0004298326712131155,0.1,0.0,0.7786558489251768,0.364832,0.529114,0.703448,1.060847,16.0,21.4,25.0,0.4,0.0,0.0
0,0.028090252699654275,0.0,0.028090252699654275,0.0,0.0,0.004850399999999997,0.0018912304723344537,0.0,0.031425647300000005,0.0003762250726802047,0.1,0.0,0.3551252526996543,0.209507,0.86078,0.437915,1.059407,16.0,21.399999999999995,24.999999999999993,0.4,0.0,0.0
0,0.136043278475245,0.0,0.136043278475245,0.0,0.08087234042553193,0.0,0.018102821965719423,0.0,0.0373684204,0.0003003043160063875,0.0,0.0,0.0,0.936655,0.06172527847524495,0.586861,0.275476,4.999999999999992,4.999999999999993,4.999999999999993,0.0,0.0,0.0
0,0.0,0.006631439382862061,0.0,0.006631439382862061,0.0,0.04983919999999999,0.0038728157146012718,0.0,0.039666261499999994,0.00033131659746335614,0.09999999999999998,0.0,0.21742656061713792,0.632519,0.553411,0.672558,0.83743,16.0,21.4,25.0,0.4,0.0,0.0
0,0.42031615539929773,0.0,0.42031615539929773,0.0,0.1819148936170213,0.0,0.06406359668227622,0.13332269999999996,0.041014965099999995,0.0,0.0,0.0,0.0,0.6531421553992975,0.640962,0.313173,0.560615,4.0,4.0,4.0,0.0,0.0,0.0
0,0.08809023556390203,0.0,0.08809023556390203,0.0,0.0,0.0,0.00561515556390203,0.042018299999999995,0.040456780000000005,0.0,0.1,0.0,0.295660235563902,0.379455,0.551861,0.787596,0.45129,16.0,21.4,25.0,0.4,0.0,0.0
0,0.029193153898816073,0.0,0.029193153898816073,0.0,0.0,0.021825277367922412,0.010929188966738489,0.0,0.0400892423,0.0,0.1,0.0,0.8533071538988161,0.64,1.031037,1.955583,0.639568,16.0,21.400000000000002,25.0,0.4,0.0,0.0
0,0.04684627714152152,0.0,0.04684627714152152,0.0,0.003,0.0,0.01163542904152151,0.0,0.0322108481,0.0,0.09999999999999985,0.0,0.6713182771415215,0.764217,0.263389,0.600592,1.151486,16.0,21.400000000000002,25.0,0.4,0.0,0.0
0,0.02725101793819758,0.0,0.02725101793819758,0.0,0.0,0.0,0.009930279338197592,0.0,0.017320738600000003,0.0,0.1,0.0,1.0692390179381974,0.826064,0.178652,1.125505,1.021199,16.0,21.400000000000002,25.0,0.4,0.0,0.0
0,0.051619000000000026,0.0,0.051619000000000026,0.0,0.04285826095665951,0.0,0.0018609305433405028,0.0,0.0068998085,0.0,0.09999999999999984,0.0,0.0,0.207599,0.904132,0.2364,0.923712,16.0,16.0,16.0,0.0,0.0,0.0
0,0.1058929999999999,0.0,0.1058929999999999,0.0,0.09905908619999985,0.0,0.0,0.0,0.0068339138,0.0,0.0,0.0,0.0,0.27867,0.694341,0.555187,0.311931,10.0,10.0,10.0,0.0,0.0,0.0
0,0.0,0.00845799999999991,0.0,0.00845799999999991,0.0,0.015144500399999913,0.0,0.0,0.0066865004,0.0,0.1,0.0,0.0,0.996962,0.152839,0.215213,1.043046,16.0,16.0,16.0,0.0,0.0,0.0
0,0.006574506521276611,0.0,0.006574506521276611,0.0,0.005893617021276597,0.005395600000000009,0.0,0.0,0.0060764895,0.0,0.1,0.0,0.6323285065212765,0.394823,0.540876,0.888937,0.772516,16.0,21.4,25.0,0.4,0.0,0.0
0,0.01821072432978717,0.0,0.01821072432978717,0.0,0.011851063829787272,0.0,0.0,0.0,0.0063596605,0.0,0.1,0.0,0.27641872432978715,0.573392,0.570287,0.655439,0.846448,16.0,21.400000000000002,25.000000000000007,0.4,0.0,0.0
0,0.007118091564615077,0.0,0.007118091564615077,0.0,0.0024893617021276844,0.0019444000000000041,0.0,0.0,0.006937470300000001,0.0003643404375125511,0.1,0.0,0.35163209156461517,0.458852,0.324156,1.157871,0.069651,16.0,21.4,25.0,0.4,0.0,0.0
0,0.114977,0.0,0.114977,0.0,0.07027972974377829,0.0,0.0,0.035513800000000005,0.009484703799999999,0.0003012335437783218,0.0,0.0,0.0,0.0,0.929099,0.728848,0.085274,2.0,2.0,2.0,0.0,0.0,0.0
0,0.023205885097129005,0.0,0.023205885097129005,0.0,0.0010991858518511414,0.0,0.0,0.0,0.022337938200000004,0.0002312389547221011,0.09999999999999995,0.0,0.9144468850971289,0.262742,0.831666,1.083405,1.002244,16.000000000000004,21.400000000000006,25.000000000000004,0.4,0.0,0.0
0,0.028177910214479907,0.0,0.028177910214479907,0.0,1.0658141036401503e-17,0.0,0.0,0.0,0.0285468925,0.0003689822855200451,0.09999999999999995,0.0,0.11696491021447994,0.897823,0.057925,0.674709,0.469826,16.0,21.4,25.0,0.4,0.0,0.0
0,0.02407075528615643,0.0,0.02407075528615643,0.0,0.0,0.0,0.0,0.0,0.0244297846,0.00035902931384354525,0.1,0.0,0.1779037552861565,0.219321,0.946949,0.470339,0.949764,16.0,21.4,24.999999999999996,0.4,0.0,0.0
0,0.015598969454049788,0.0,0.015598969454049788,0.0,0.0,0.0,0.0,0.0,0.0159015092,0.0003025397459503407,0.09999999999999998,0.0,0.3042549694540498,0.509526,0.48599,1.248404,0.135768,16.0,21.4,25.0,0.4,0.0,0.0
0,0.16581400031595295,0.0,0.16581400031595295,0.0,0.0,0.0,0.0,0.1513112999999999,0.014835856400000002,0.00033315608404656044,0.0,0.0,0.0,0.047116,0.39768900031595295,0.158061,0.12093,5.0,5.000000000000001,5.0,0.0,0.0,0.0
0,0.014759000184001392,0.0,0.014759000184001392,0.0,0.0,0.0,0.0,0.0,0.015186782800000001,0.0004277826159986078,0.09999999999999995,0.0,0.5367580001840017,0.627446,0.128391,0.154382,1.223454,16.000000000021192,21.400000000007545,25.0,0.4,0.0,0.0
0,0.012768829466534765,0.0,0.012768829466534765,0.0,0.0,0.0,0.0,0.0,0.0131950342,0.0004262047334652728,0.09999999999999987,0.0,0.30715382946653486,0.42216,0.549804,0.83965,0.526699,16.0,21.399999999999995,24.999999999999993,0.4,0.0,0.0
0,0.014045922802399812,0.0,0.014045922802399812,0.0,0.0,0.0,0.0,0.0,0.014326180999999999,0.0002802581976001857,0.0,0.0,0.0,0.0,0.4477269228023998,0.117621,0.31606,2.0,2.0,2.0,0.0,0.0,0.0

1,0.0,0.0,0.0,0.0,0.0,0.016240448925176728,0.0004445115963898396,0.0,0.01622577,0.0004298326712131156,0.1,0.0,0.0,0.0,0.0,0.05,0.05,16.0,16.0,16.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.03294065269965428,0.00189123047233447,0.0,0.031425647300000005,0.0003762250726802047,0.1,0.0,0.0,0.0,0.0,0.05,0.05,16.0,16.0,16.0,0.0,0.0,0.0
1,0.12746233824293132,0.0,0.12746233824293132,0.0,0.054727819856078545,0.0,0.007025102302859105,0.0286413,0.0373684204,0.00030030431600638755,0.1,0.0,0.17746233824293134,0.0,0.0,0.1,0.05,16.0,21.400000000000006,25.0,0.4,0.0,0.0
1,0.2344059597842341,0.0,0.2344059597842341,0.0,0.11593782365231854,0.0,0.033328791229378756,0.045804400000000016,0.039666261499999994,0.00033131659746335614,0.09999999999999995,0.0,0.3344059597842341,0.0,0.0,0.05,0.15,16.0,21.4,25.0,0.4,0.0,0.0
1,0.0,0.1,0.0,0.1,0.0,0.1467924689217556,0.005777503821755653,0.0,0.041014965099999995,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,16.0,16.0,16.0,0.0,0.0,0.0
