"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Gen1,Gen2,Gen3,Gen4,CDA1_supply,CDA2_supply,CDA1_demand,CDA2_demand,Bus1_price,Bus2_price,Bus3_price,Bus4_price,Bus5_price,Bus6_price,Theta_bus_1,Theta_bus_2,Theta_bus_3,Theta_bus_4,Theta_bus_5,Theta_bus_6
0.5790520678672592,0.0,0.0,0.0,0.0,0.0,0.005861036017765706,0.042268,17.32343299999999,3.3130520678672597,0.0,0.0,0.0,0.0,0.0,1.367,1.367,12.0,12.0,12.0,12.000000000000002,12.000000000000002,11.999999999999998,0.39416340988681464,0.080263202361879,0.024051745022931045,0.01579254117613913,0.0,0.021311660180003477
0.9958750531889267,0.0,0.0,0.0,0.0,0.0,0.02722359566779562,0.19562400000000005,29.653403999999952,3.0958750531889274,0.0,0.0,0.0,0.0,0.0,1.0669999999999997,1.033,12.0,11.999999999999998,12.0,12.000000000000002,12.000000000000004,12.0,0.3851715519061265,0.09538223255333533,0.045295865471502196,0.02624008621261043,0.0,0.04013555322357931
1.2982496314940541,0.0,0.0,0.0,0.0,0.0,0.060769944821665305,0.22519000000000006,38.661528999999966,4.031249631494054,0.0,0.0,0.0,0.0,0.0,1.1329999999999991,1.6,12.0,12.0,12.0,12.000000000000002,12.000000000000002,11.999999999999998,0.5082191251197262,0.13816731924234946,0.07798406834981582,0.029773075429072673,0.0,0.06909976646355219
1.4167197117638737,0.0,0.0,0.0,0.061258064516129,0.0,0.12637828840005927,0.38606199999999985,41.92789300000003,2.1837197117638727,0.0,0.0,0.0,1.3322676295501878e-15,0.0,0.0,0.767,12.0,11.999999999999998,12.0,12.000000000000002,12.000000000000004,12.0,0.3090727789216116,0.1222396332157071,0.09904532598103624,0.02922437451927418,0.0,0.08776162925862749
1.369892889362355,0.0,0.0,0.0,0.009,0.0,0.17275668087071483,0.24047,40.67455999999996,2.502892889362355,0.0,0.0,0.0,0.0,0.0,0.0,1.133,12.0,12.0,12.0,12.000000000000002,12.000000000000002,11.999999999999998,0.3478823066703678,0.1351135201965321,0.10947646274998217,0.025049030145944787,0.0,0.09700440319868753
1.3619804691876314,0.0,0.0,0.0,0.021,0.0,0.24072307562891437,0.0,40.597690999999955,3.8289804691876324,0.0,0.0,0.0,0.0,0.0,1.167,1.3,12.0,11.999999999999998,11.999999999999998,12.0,12.0,11.999999999999998,0.48359804540666823,0.1288301089079823,0.0693992406765163,0.034141502700847294,0.0,0.06149296163908657
1.353494933126717,0.0,0.0,0.0,0.062225806451612894,0.0,0.26411618734988446,0.25277400000000005,40.025731999999984,3.7204949331267176,0.0,0.0,0.0,0.0,0.0,1.3669999999999995,1.0,12.0,11.999999999999998,11.999999999999998,12.0,12.0,11.999999999999998,0.4646182528640875,0.11310190533696568,0.05065948226329404,0.038215990110430066,0.0,0.04488812224896382
1.1493552104604108,0.0,0.0,0.0,0.21508602150537637,0.0,0.21754029230691513,0.0,34.048030000000054,3.7163552104604114,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,1.667,12.0,11.999999999999998,11.999999999999998,12.0,12.0,11.999999999999998,0.4710703502938098,0.13429617331959975,0.08183267036978467,0.023362715663438685,0.0,0.07250991813194269
0.7290278575603574,0.0,0.0,0.0,0.19519354838709616,0.0,0.15564217842373504,0.0,21.52000000000004,1.5620278575603574,0.0,0.0,0.0,0.0,0.0,0.833,0.0,12.0,11.999999999999998,12.0,12.000000000000002,12.000000000000004,12.0,0.1923914639983378,0.03656266911156661,0.004652193574139786,0.02588461298739492,0.0,0.004122194395838502
0.27725311026252386,0.0,0.0,0.0,1.2680860215053755,0.0,0.02528028637047873,0.0,7.024227000000006,1.677253110262523,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,1.4,12.0,12.0,12.0,12.000000000000002,12.000000000000002,11.999999999999998,0.2215935424326718,0.08247404362376946,0.06768475709715273,0.0,0.004530911188528047,0.06048998200778512
0.29002142293906596,0.0,0.0,0.0,1.0377526881720422,0.0,0.0,0.0,7.662890000000003,0.29002142293906585,0.0,0.0,0.0,2.7755575615628914e-16,0.0,0.0,0.0,12.0,11.999999999999998,12.0,12.000000000000002,12.000000000000004,12.0,0.043601759579892256,0.01823786773485674,0.014777331275285596,0.007270266919977673,0.0,0.01309383008201562
0.25254177992831467,0.0,0.0,0.0,0.5425913978494631,0.0,0.0,0.0,7.033662000000007,1.786541779928315,0.0,0.0,0.0,0.0,0.0,0.867,0.667,12.0,11.999999999999998,12.0,12.000000000000002,12.000000000000004,12.0,0.2076920742824746,0.03504803341083075,0.0024056494363592714,0.008780703305963446,0.0,0.002131586845404613
0.26953517096774005,0.0,0.0,0.0,1.27751612903226,0.0,0.0,0.0,6.808538999999994,1.3025351709677393,0.0,0.0,0.0,6.661338147750939e-16,0.0,0.0,1.033,12.0,12.0,12.0,12.000000000000002,12.000000000000002,11.999999999999998,0.17164227974099658,0.0633106982960699,0.05162319102293725,0.0,0.0017146959745149887,0.04593738690830332
0.2753088910394268,0.0,0.0,0.0,0.6229247311827967,0.0,0.0,0.8470479999999992,6.789294000000011,1.7753088910394277,0.0,0.0,0.0,0.0,0.0,1.5,0.0,12.0,12.0,12.0,12.000000000000002,12.000000000000002,11.999999999999998,0.23495499640344034,0.0450827890556102,0.0,0.06508796375727116,0.04448425815792791,0.005067850229212235
