F_min_DAo,F_max_DAo,F_min_DAb,F_max_DAb,F_min_g_1,F_max_g_1,F_min_g_2,F_max_g_2,F_min_g_3,F_max_g_3,F_min_g_4,F_max_g_4,F_min_do_1,F_max_do_1,F_min_do_2,F_max_do_2,F_min_db_1,F_max_db_1,F_min_db_2,F_max_db_2,F_min_l_1,F_max_l_1,F_min_l_2,F_max_l_2,F_min_l_3,F_max_l_3,F_min_l_4,F_max_l_4,F_min_l_5,F_max_l_5,F_min_l_6,F_max_l_6,F_min_l_7,F_max_l_7
10000.0,9998.0,0.0,73.0,0.0,0.0,8.0,0.0,38.0,0.0,88.0,0.0,10000.0,9984.0,26.0,0.0,0.0,98.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,66.0,0.0,0.0,8.000000000000002,0.0,38.0,0.0,88.0,0.0,10000.0,9984.0,10000.0,9972.0,0.0,65.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9998.0,10000.0,0.0,89.99999999999999,0.0,8.0,0.0,0.0,29.999999999999996,0.0,80.0,0.0,0.0,5.0,10000.0,9999.0,0.0,75.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,9996.0,0.0,61.0,0.0,0.0,8.0,0.0,38.0,0.0,88.0,0.0,10000.0,9988.0,10000.0,9991.0,0.0,87.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,9999.0,0.0,71.0,0.0,0.0,8.000000000000002,0.0,38.0,0.0,88.0,0.0,5.000000000000002,0.0,10000.0,9984.0,0.0,70.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,70.0,0.0,0.0,8.0,0.0,38.0,0.0,88.0,0.0,10000.0,9995.0,10000.0,9988.0,0.0,69.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,9998.0,0.0,85.0,0.0,0.0,8.000000000000002,0.0,38.0,0.0,88.0,0.0,10000.0,9985.0,10000.0,9992.0,0.0,74.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,9993.0,0.0,87.0,0.0,0.0,8.0,0.0,38.0,0.0,88.0,0.0,10000.0,9991.0,10000.0,9991.0,0.0,63.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0000000000000107,0.0,75.99999999999999,0.0,8.0,0.0,0.0,29.999999999999996,0.0,80.0,0.0,10000.0,9991.0,10000.0,9993.0,0.0,50.0,0.0,63.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,9998.0,0.0,60.0,0.0,0.0,8.0,0.0,38.0,0.0,88.0,0.0,10000.0,9986.0,10000.0,9978.0,0.0,86.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,9993.0,0.0,78.00000000000001,0.0,0.0,8.000000000000014,0.0,38.000000000000014,0.0,88.00000000000001,0.0,15.000000000000014,0.0,10000.0,9972.0,0.0,79.00000000000001,0.0,93.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
