DAs_load,DAs_generation,DAs_demand_bid,DAs_supply_offer,EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Gen1,Gen2,Gen3,CDA1_suply,CDA2_supply,CDA1_demand,CDA2_demand,Bus1_price,Bus2_price,Bus3_price
0.18945520219937723,0.0,0.0,0.0,0.0,0.0,1.1662021993772225,0.0,0.18945520219937723,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0
0.30153620931084035,0.0,0.0,0.0,21.60215053763441,0.0,6.451058773205971,0.0,0.0,0.0,0.0,0.0,0.30153620931084035,0.0,0.0,0.0,0.0,0.0
0.333633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333633,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0
0.36692626717177457,0.0,0.0,0.0,0.0,0.0,0.8262671717745681,0.0,0.36692626717177457,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0
0.3558077346942758,0.0,0.0,0.0,0.0,0.0,0.9987346942757372,0.0,0.3558077346942758,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0
0.3437650654099091,0.0,0.0,0.0,0.0,0.0,1.5600654099090319,0.0,0.3437650654099091,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0
0.400509352657906,0.0,0.0,0.0,7.838709677419285,5.886900000000005,1.7455429804866736,0.0,0.08650935265790591,0.0,0.0,0.0,0.314,0.0,0.0,14.0,14.0,14.0
0.4366991872225405,0.0,0.0,0.0,46.0,0.0,1.759187222540443,35.040000000000006,0.0,0.0,0.0,0.0,0.4366991872225404,0.0,0.0,13.0,13.0,13.0
0.23622543010752703,0.0,0.0,0.0,10.720430107526957,0.0,0.0,0.0,0.23622543010752703,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0
0.10038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10038,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0
