Iteration,"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Solar_Power,Gen1,Gen2,Gen3,Gen4,CDA1_supply,CDA2_supply,CDA3_supply,CDA4_supply,CDA5_supply,CDA6_supply,CDA7_supply,CDA8_supply,CDA1_demand,CDA2_demand,CDA3_demand,CDA4_demand,CDA5_demand,CDA6_demand,CDA7_demand,CDA8_demand,Bus1_price,Bus2_price,Bus3_price,Bus4_price,Bus5_price,Bus6_price,Theta_bus_1,Theta_bus_2,Theta_bus_3,Theta_bus_4,Theta_bus_5,Theta_bus_6
0,0.0006419999999999993,0.0,0.0006419999999999993,0.0,0.0,0.0,0.0,0.0,34023.111560000005,37389.83225306771,0.0,0.0,0.0,0.0,0.015971,0.011816,0.03068,0.028462,0.024428999999999996,0.003685,0.0,0.021882,0.007191,0.031846,0.008442,0.018566,0.03078,0.022159,0.016509,0.00079,13.999999390109679,13.999999390109684,13.999999390109686,13.999999390109675,13.99999939010968,13.999999390109686,0.0,0.00020897376306167019,0.00035327080163217984,-0.00031714841688182887,-0.0005688565628634459,0.00042346923457944646
0,0.26264650656738703,0.0,0.26264650656738703,0.0,14153.191489361685,0.0,0.0,24560.640000000003,58706.4748,20938.78532765289,0.2802375065673874,0.0,0.0,0.0,0.018431,0.030079,0.012906,0.0,0.030085,0.023472,0.0,0.024048,0.032963,0.026414,0.00915,0.008046,0.029335,0.007101,0.026031,0.017572,15.0,15.000000000000007,15.000000000000007,14.999999999999998,14.999999999999998,15.000000000000009,0.0,-0.023194961999772105,-0.025631936142849223,-0.037098932430321974,-0.03504287366816025,-0.026817488997375953
0,0.4336151453237975,0.0,0.4336151453237975,0.0,19744.680851063782,0.0,0.0,39528.03999999999,78068.92427999999,12270.43027721088,0.5728941453237981,0.0,0.0,0.0,0.028599,0.027296,0.0,0.0,0.001985,0.0,0.0,0.0,0.032156,0.027037,0.010714,0.033228,0.000124,0.03303,0.031786,0.029084,15.000000000000004,15.000000000000007,15.000000000000007,15.0,15.0,15.000000000000009,0.0,-0.04787649505186777,-0.05317514245742527,-0.07514588514723715,-0.07383998573442768,-0.05575285817699274
0,0.5035376218710914,0.0,0.5035376218710914,0.0,21234.042553191473,0.0,0.0,29504.759999999987,83378.50459999999,7041.542541175094,0.5418736218710912,0.0,0.0,0.0,0.024559,0.006679999999999612,0.007632,0.028060999999999777,0.010114,0.015472,0.002648,0.017544,0.031448,0.03227,0.003074,0.00261,0.020919,0.032014,0.007671,0.02104,15.000000422747208,15.000000422747211,15.000000422747213,15.000000422747203,15.000000422747203,15.000000422747213,0.0,-0.04531877334836658,-0.05035443983901103,-0.07102437294289467,-0.06794904241258617,-0.05280421912755526
0,0.44919650481946555,0.0,0.44919650481946555,0.0,14800.0,0.0,0.0,65904.19999999998,81195.91464,1760.9351525760942,0.5183485048194664,0.0,0.0,0.0,0.0,0.029302,0.0,0.007355,0.021298,0.0,0.0,0.024632,0.032621,0.016495,0.008995,0.011257,0.020747,0.01525,0.023825,0.022549,14.999999999999995,15.0,15.0,14.999999999999991,14.999999999999991,15.0,0.0,-0.043475924500496636,-0.048379033776701115,-0.06775173543285475,-0.06528326559128973,-0.05076432588781104
0,0.47382884579432655,0.0,0.47382884579432655,0.0,23268.08510638294,0.0,0.0,30380.880000000005,81499.4062,0.0,0.4833938457943264,2.220446049250313e-16,0.0,0.0,0.005872,0.011729,0.0,0.030607,0.0,0.025774,0.026093,0.029183,0.010514,0.019165,0.020827,0.001542,0.028223,0.017906,0.031181,0.009465,15.0,15.000000000000007,15.000000000000007,14.999999999999998,14.999999999999998,15.000000000000009,0.0,-0.04039225689656924,-0.0448598508762565,-0.06341342461969753,-0.05933089002506965,-0.04703327106232248
0,0.437492981398582,0.0,0.437492981398582,0.0,21821.276595744635,0.0,0.0,66854.36000000002,76637.17352,0.0,0.5102039813985824,0.0,0.0,0.0,0.028798,0.006251999999999928,0.00944,0.003916,0.00266,0.012386,0.009986,0.021751,0.022286,0.002799,0.030556,0.016735,0.019891,0.03058,0.016017,0.029036,15.000000000000002,15.000000000000002,15.0,15.000000000000005,15.000000000000007,14.999999999999998,0.0,-0.04232157825915011,-0.046822259770832285,-0.0674023553784721,-0.06448013244524851,-0.04901177656511106
0,0.20307268303779463,0.0,0.20307268303779463,0.0,15208.51063829784,0.0,0.0,0.0,66174.25391999999,0.0,0.20646168303779489,0.0,0.0,0.0,0.0,0.013582,0.02653,0.018309,0.000346,0.028426,0.026967,0.002323999999999889,0.014497,0.032464,0.007294,0.000758,0.001426,0.029863,0.026983,0.006588,15.000000000000002,15.000000000000007,15.000000000000007,14.999999999999998,14.999999999999998,15.000000000000009,0.0,-0.01733699821474923,-0.01930391952246512,-0.026955243740803405,-0.025723143167908264,-0.02026079843626746
0,0.0841530379787233,0.0,0.0841530379787233,0.0,2314.893617021252,0.0,0.0,0.0,42627.992999999995,0.0,0.08595303797872343,0.0,0.0,0.0,0.010416,0.0,0.0,0.0,0.01873,0.022336999999999996,0.018678,0.021241,0.001132,0.024671,0.014208,0.000916,0.010038,0.008068,0.029744,0.004425,14.999999999999993,15.0,15.0,14.99999999999999,14.99999999999999,15.0,0.0,-0.007709429635983288,-0.008867864986183697,-0.010475513180602513,-0.009671390184714464,-0.00943142711511159
0,0.3921488378595742,0.0,0.3921488378595742,0.0,85557.44680851063,0.0,0.0,0.0,13868.026119999999,0.0,0.38877383785957487,0.0,0.0,0.0,0.024805,0.0,0.018301,0.001872,0.030127,0.0,0.03098,0.025842,0.00764,0.025613,0.010796,0.006323,0.001114,0.025332,0.026729,0.025005,14.99999999999944,14.99999999999944,14.999999999999439,14.999999999999444,14.999999999999444,14.999999999999439,0.0,-0.03203328879756009,-0.035313906743644416,-0.05168762121692658,-0.049190923054762054,-0.03690988016898446
