Model,scenario,obj_value,Installation_cost,load_price,number_of_EVs,Demand,AvailabeType_4,InstalledType_4,AvailabeType_8,InstalledType_8,AvailabeType_19,InstalledType_19,Time
CC_FreeDelay,1,2200.1088754,2200.0,0.10887540000021545,10,167,3,0,2,0,2,1,46.90723657608032
CC_FreeDelay,2,2200.1105395,2200.0,0.11053949999995893,10,169,3,0,2,0,2,1,23.49308180809021
CC_FreeDelay,3,2200.1437104,2200.0,0.14371040000014546,10,216,4,0,3,0,2,1,17.1468346118927
CC_FreeDelay,4,2200.1300765,2200.0,0.13007650000008653,10,197,4,0,3,0,2,1,5.640836477279663
CC_FreeDelay,5,2200.1193251,2200.0,0.1193250999999691,10,182,3,0,2,0,2,1,24.24595046043396
CC_FreeDelay,6,2200.1109251,2200.0,0.11092509999980393,10,169,3,0,2,0,2,1,26.10545587539673
CC_FreeDelay,7,2200.1012215,2200.0,0.10122150000006513,10,155,3,0,2,0,2,1,136.97374606132507
CC_FreeDelay,8,2200.1088455,2200.0,0.10884549999991577,10,166,3,0,2,0,2,1,22.511688947677612
CC_FreeDelay,9,2200.1500473,2200.0,0.15004730000009658,10,225,4,0,3,0,2,1,34.91922879219055
CC_FreeDelay,10,2200.0942952,2200.0,0.09429520000003322,10,145,3,0,2,0,2,1,2165.608584165573
CC_FreeDelay,11,2200.1150837,2200.0,0.11508370000001378,10,175,3,0,2,0,2,1,27.64497971534729
CC_FreeDelay,12,2200.1394858,2200.0,0.13948579999987487,10,210,4,0,3,0,2,1,24.72144055366516
CC_FreeDelay,13,2200.1216959,2200.0,0.12169589999984964,10,185,3,0,2,0,2,1,19.056957006454468
CC_FreeDelay,14,2200.0967822,2200.0,0.09678219999977955,10,149,3,0,2,0,2,1,27.699686527252197
CC_FreeDelay,15,2200.1067661,2200.0,0.10676610000018627,10,163,3,0,2,0,2,1,22.31486177444458
CC_FreeDelay,16,2200.1162127,2200.0,0.11621269999977812,10,177,3,0,2,0,2,1,881.9321978092194
CC_FreeDelay,17,2200.1102316,2200.0,0.11023160000013377,10,168,3,0,2,0,2,1,86.43709421157837
CC_FreeDelay,18,2200.1075466,2200.0,0.10754660000020522,10,165,3,0,2,0,2,1,205.7216567993164
CC_FreeDelay,19,2200.1088754,2200.0,0.10887540000021545,10,167,3,0,2,0,2,1,47.842254638671875
CC_FreeDelay,20,2200.1105395,2200.0,0.11053949999995893,10,169,3,0,2,0,2,1,23.37767481803894
CC_FreeDelay,21,2200.1437104,2200.0,0.14371040000014546,10,216,4,0,3,0,2,1,17.118239164352417
CC_FreeDelay,22,2200.1300765,2200.0,0.13007650000008653,10,197,4,0,3,0,2,1,5.704089164733887
CC_FreeDelay,23,2200.1193251,2200.0,0.1193250999999691,10,182,3,0,2,0,2,1,24.523239135742188
CC_FreeDelay,24,2200.1109251,2200.0,0.11092509999980393,10,169,3,0,2,0,2,1,26.181513786315918
CC_FreeDelay,25,2200.1012215,2200.0,0.10122150000006513,10,155,3,0,2,0,2,1,122.48163890838623
CC_FreeDelay,26,2200.1088455,2200.0,0.10884549999991577,10,166,3,0,2,0,2,1,22.956579208374023
CC_FreeDelay,27,2200.1500473,2200.0,0.15004730000009658,10,225,4,0,3,0,2,1,34.92910313606262
CC_FreeDelay,28,2200.0942952,2200.0,0.09429520000003322,10,145,3,0,2,0,2,1,2177.3027770519257
CC_FreeDelay,29,2200.1150837,2200.0,0.11508370000001378,10,175,3,0,2,0,2,1,27.103835821151733
CC_FreeDelay,30,2200.1394858,2200.0,0.13948579999987487,10,210,4,0,3,0,2,1,24.626108407974243
CC_FreeDelay,31,2200.1216959,2200.0,0.12169589999984964,10,185,3,0,2,0,2,1,19.15515971183777
CC_FreeDelay,32,2200.0967822,2200.0,0.09678219999977955,10,149,3,0,2,0,2,1,27.464497804641724
CC_FreeDelay,33,2200.1067661,2200.0,0.10676610000018627,10,163,3,0,2,0,2,1,22.732910633087158
CC_FreeDelay,34,2200.1162127,2200.0,0.11621269999977812,10,177,3,0,2,0,2,1,880.0295655727386
CC_FreeDelay,35,2200.1102316,2200.0,0.11023160000013377,10,168,3,0,2,0,2,1,86.84765768051147
CC_FreeDelay,36,2200.1075466,2200.0,0.10754660000020522,10,165,3,0,2,0,2,1,204.8262062072754
CC_FreeDelay,37,2200.1088754,2200.0,0.10887540000021545,10,167,3,0,2,0,2,1,47.350597620010376
CC_FreeDelay,38,2200.1105395,2200.0,0.11053949999995893,10,169,3,0,2,0,2,1,23.417871952056885
CC_FreeDelay,39,2200.1437104,2200.0,0.14371040000014546,10,216,4,0,3,0,2,1,17.419774770736694
CC_FreeDelay,40,2200.1300765,2200.0,0.13007650000008653,10,197,4,0,3,0,2,1,6.155705213546753
CC_FreeDelay,41,2200.1193251,2200.0,0.1193250999999691,10,182,3,0,2,0,2,1,24.455901384353638
CC_FreeDelay,42,2200.1109251,2200.0,0.11092509999980393,10,169,3,0,2,0,2,1,26.300798892974854
CC_FreeDelay,43,2200.1012215,2200.0,0.10122150000006513,10,155,3,0,2,0,2,1,122.92642283439636
CC_FreeDelay,44,2200.1088455,2200.0,0.10884549999991577,10,166,3,0,2,0,2,1,22.35239005088806
CC_FreeDelay,45,2200.1500473,2200.0,0.15004730000009658,10,225,4,0,3,0,2,1,35.04057765007019
CC_FreeDelay,46,2200.0942952,2200.0,0.09429520000003322,10,145,3,0,2,0,2,1,2173.9596099853516
CC_FreeDelay,47,2200.1150837,2200.0,0.11508370000001378,10,175,3,0,2,0,2,1,26.90598964691162
CC_FreeDelay,48,2200.1394858,2200.0,0.13948579999987487,10,210,4,0,3,0,2,1,24.820549726486206
CC_FreeDelay,49,2200.1216959,2200.0,0.12169589999984964,10,185,3,0,2,0,2,1,18.944014072418213
