Model,scenario,obj_value,Installation_cost,load_price,number_of_EVs,Demand,AvailabeType_4,InstalledType_4,AvailabeType_8,InstalledType_8,AvailabeType_19,InstalledType_19,Time
CC_NoDelay,601,3200.2756147,3200.0,0.27561470000000554,20,398,6,1,4,0,2,1,34.46858859062195
CC_NoDelay,602,3200.2436234,3200.0,0.24362340000016047,20,356,5,1,3,0,2,1,44.146257638931274
CC_NoDelay,603,3200.2186492,3200.0,0.2186492000000726,20,319,5,1,3,0,2,1,39.24265170097351
CC_NoDelay,604,2200.2164148,2200.0,0.216414800000166,20,309,5,0,3,0,2,1,40.1410129070282
CC_NoDelay,605,3200.2531815,3200.0,0.2531815000002098,20,368,5,1,3,0,2,1,34.702682971954346
CC_NoDelay,606,3200.2651991,3200.0,0.26519909999979063,20,385,6,1,4,0,2,1,43.86378288269043
CC_NoDelay,607,2200.1956128,2200.0,0.19561280000016268,20,284,4,0,3,0,2,1,1.531989574432373
CC_NoDelay,608,2200.2234974,2200.0,0.22349739999981466,20,320,5,0,3,0,2,1,9.150172233581543
CC_NoDelay,609,2200.2164148,2200.0,0.216414800000166,20,309,5,0,3,0,2,1,40.26780962944031
CC_NoDelay,610,3200.2531815,3200.0,0.2531815000002098,20,368,5,1,3,0,2,1,34.635098457336426
