,Minute_of_day,reference,November,Active_Occupancy,Total_lighting,CHEST_FREEZER,FRIDGE_FREEZER,FRIDGE,UPRIGHT_FREEZER,ANSWER_MACHINE,CD_PLAYER,CLOCK,PHONE,HIFI,IRON,VACUUM,FAX,PC,PRINTER,TV1,TV2,TV3,VCR_DVD,RECEIVER,HOB,OVEN,MICROWAVE,KETTLE,SMALL_COOKING
1155,1156,19:15:00,0,2,355.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,109.67114686600922,3.0,0.0,35.53226226245753,15.0,0.0,0.0,2,1.0,2.0
1156,1157,19:16:00,0,2,447.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,109.67114686600922,3.0,0.0,35.53226226245753,15.0,0.0,0.0,2,1.0,2.0
1157,1158,19:17:00,0,2,447.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,109.67114686600922,3.0,0.0,35.53226226245753,15.0,0.0,0.0,2,1.0,2.0
1158,1159,19:18:00,0,2,447.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,15.0,0.0,0.0,2,1.0,2.0
1159,1160,19:19:00,0,2,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1160,1161,19:20:00,0,3,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1161,1162,19:21:00,0,3,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,2252.0750924998547,2.0
1162,1163,19:22:00,0,3,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,2252.0750924998547,2.0
1163,1164,19:23:00,0,3,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,2252.0750924998547,2.0
1164,1165,19:24:00,0,3,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1165,1166,19:25:00,0,3,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1166,1167,19:26:00,0,3,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1167,1168,19:27:00,0,3,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1168,1169,19:28:00,0,3,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1169,1170,19:29:00,0,3,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1170,1171,19:30:00,0,4,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1171,1172,19:31:00,0,4,607.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1172,1173,19:32:00,0,4,607.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1173,1174,19:33:00,0,4,587.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1174,1175,19:34:00,0,4,527.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1175,1176,19:35:00,0,4,527.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1176,1177,19:36:00,0,4,527.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1177,1178,19:37:00,0,4,527.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1178,1179,19:38:00,0,4,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1179,1180,19:39:00,0,4,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1180,1181,19:40:00,0,4,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1181,1182,19:41:00,0,4,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1182,1183,19:42:00,0,4,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1183,1184,19:43:00,0,4,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1184,1185,19:44:00,0,4,547.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1185,1186,19:45:00,0,4,527.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1186,1187,19:46:00,0,4,587.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1187,1188,19:47:00,0,4,587.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1188,1189,19:48:00,0,4,587.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1189,1190,19:49:00,0,4,587.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1190,1191,19:50:00,0,4,587.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1191,1192,19:51:00,0,4,587.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1192,1193,19:52:00,0,4,587.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1193,1194,19:53:00,0,4,587.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1194,1195,19:54:00,0,4,652.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1195,1196,19:55:00,0,4,604.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1196,1197,19:56:00,0,4,539.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1197,1198,19:57:00,0,4,539.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1198,1199,19:58:00,0,4,539.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1199,1200,19:59:00,0,4,539.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1200,1201,20:00:00,0,4,539.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1201,1202,20:01:00,0,4,539.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1202,1203,20:02:00,0,4,539.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1203,1204,20:03:00,0,4,479.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1204,1205,20:04:00,0,4,479.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1205,1206,20:05:00,0,4,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1206,1207,20:06:00,0,4,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1207,1208,20:07:00,0,4,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1208,1209,20:08:00,0,4,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1209,1210,20:09:00,0,4,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,991.100002656168
1210,1211,20:10:00,0,3,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,991.100002656168
1211,1212,20:11:00,0,3,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,991.100002656168
1212,1213,20:12:00,0,3,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1213,1214,20:13:00,0,3,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1214,1215,20:14:00,0,3,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1215,1216,20:15:00,0,3,484.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1216,1217,20:16:00,0,3,484.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1217,1218,20:17:00,0,3,484.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1218,1219,20:18:00,0,3,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1219,1220,20:19:00,0,3,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1220,1221,20:20:00,0,3,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1221,1222,20:21:00,0,3,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1222,1223,20:22:00,0,3,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1223,1224,20:23:00,0,3,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1224,1225,20:24:00,0,3,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1225,1226,20:25:00,0,3,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1226,1227,20:26:00,0,3,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1227,1228,20:27:00,0,3,479.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1228,1229,20:28:00,0,3,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1229,1230,20:29:00,0,3,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1230,1231,20:30:00,0,3,419.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1231,1232,20:31:00,0,3,359.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1232,1233,20:32:00,0,3,359.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1233,1234,20:33:00,0,3,359.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1234,1235,20:34:00,0,3,359.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1235,1236,20:35:00,0,3,424.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1236,1237,20:36:00,0,3,424.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1237,1238,20:37:00,0,3,324.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1238,1239,20:38:00,0,3,324.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1239,1240,20:39:00,0,3,247.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1240,1241,20:40:00,0,3,247.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1241,1242,20:41:00,0,3,247.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1242,1243,20:42:00,0,3,267.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1243,1244,20:43:00,0,3,267.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1244,1245,20:44:00,0,3,247.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1245,1246,20:45:00,0,3,247.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1246,1247,20:46:00,0,3,172.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1247,1248,20:47:00,0,3,212.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1248,1249,20:48:00,0,3,212.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1249,1250,20:49:00,0,3,312.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1250,1251,20:50:00,0,3,312.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1251,1252,20:51:00,0,3,312.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1252,1253,20:52:00,0,3,312.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1253,1254,20:53:00,0,3,272.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1254,1255,20:54:00,0,3,272.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,109.67114686600922,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1255,1256,20:55:00,0,3,272.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1256,1257,20:56:00,0,3,272.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1257,1258,20:57:00,0,3,272.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1258,1259,20:58:00,0,3,272.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1259,1260,20:59:00,0,3,272.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1260,1261,21:00:00,0,4,272.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1261,1262,21:01:00,0,4,272.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1262,1263,21:02:00,0,4,272.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1263,1264,21:03:00,0,4,272.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1264,1265,21:04:00,0,4,284.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1265,1266,21:05:00,0,4,284.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1266,1267,21:06:00,0,4,284.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1267,1268,21:07:00,0,4,284.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
1268,1269,21:08:00,0,4,284.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,108.57006145586445,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
