,Minute_of_day,reference,November,Active_Occupancy,Total_lighting,CHEST_FREEZER,FRIDGE_FREEZER,FRIDGE,UPRIGHT_FREEZER,ANSWER_MACHINE,CD_PLAYER,CLOCK,PHONE,HIFI,IRON,VACUUM,FAX,PC,PRINTER,TV1,TV2,TV3,VCR_DVD,RECEIVER,HOB,OVEN,MICROWAVE,KETTLE,SMALL_COOKING
428,429,07:08:00,0,2,432.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
429,430,07:09:00,0,2,240.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
430,431,07:10:00,0,2,280.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
431,432,07:11:00,0,2,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,5.0,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
432,433,07:12:00,0,2,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
433,434,07:13:00,0,2,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
434,435,07:14:00,0,2,360.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
435,436,07:15:00,0,2,360.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
436,437,07:16:00,0,2,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
437,438,07:17:00,0,2,200.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
438,439,07:18:00,0,2,200.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
439,440,07:19:00,0,2,200.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
440,441,07:20:00,0,2,200.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
441,442,07:21:00,0,2,160.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
442,443,07:22:00,0,2,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
443,444,07:23:00,0,2,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
444,445,07:24:00,0,2,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
445,446,07:25:00,0,2,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
446,447,07:26:00,0,2,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
447,448,07:27:00,0,2,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
448,449,07:28:00,0,2,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
449,450,07:29:00,0,2,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
450,451,07:30:00,0,1,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
451,452,07:31:00,0,1,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
452,453,07:32:00,0,1,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
453,454,07:33:00,0,1,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
454,455,07:34:00,0,1,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
455,456,07:35:00,0,1,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
456,457,07:36:00,0,1,269.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
457,458,07:37:00,0,1,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
458,459,07:38:00,0,1,320.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
459,460,07:39:00,0,1,320.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
460,461,07:40:00,0,1,320.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
461,462,07:41:00,0,1,320.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
462,463,07:42:00,0,1,360.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
463,464,07:43:00,0,1,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
464,465,07:44:00,0,1,200.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
465,466,07:45:00,0,1,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
466,467,07:46:00,0,1,200.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
467,468,07:47:00,0,1,200.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
468,469,07:48:00,0,1,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
469,470,07:49:00,0,1,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
470,471,07:50:00,0,2,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
471,472,07:51:00,0,2,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
472,473,07:52:00,0,2,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
473,474,07:53:00,0,2,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
474,475,07:54:00,0,2,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
475,476,07:55:00,0,2,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
476,477,07:56:00,0,2,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
477,478,07:57:00,0,2,412.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
478,479,07:58:00,0,2,412.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
479,480,07:59:00,0,2,412.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
480,481,08:00:00,0,2,412.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
481,482,08:01:00,0,2,412.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
482,483,08:02:00,0,2,412.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
483,484,08:03:00,0,2,412.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
484,485,08:04:00,0,2,477.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
485,486,08:05:00,0,2,477.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
486,487,08:06:00,0,2,412.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
487,488,08:07:00,0,2,412.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
488,489,08:08:00,0,2,412.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
489,490,08:09:00,0,2,412.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
490,491,08:10:00,0,2,320.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
491,492,08:11:00,0,2,320.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
492,493,08:12:00,0,2,320.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
493,494,08:13:00,0,2,320.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
494,495,08:14:00,0,2,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
495,496,08:15:00,0,2,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
496,497,08:16:00,0,2,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
497,498,08:17:00,0,2,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
498,499,08:18:00,0,2,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
499,500,08:19:00,0,2,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
500,501,08:20:00,0,2,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
501,502,08:21:00,0,2,352.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
502,503,08:22:00,0,2,352.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
503,504,08:23:00,0,2,332.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
504,505,08:24:00,0,2,332.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
505,506,08:25:00,0,2,392.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
506,507,08:26:00,0,2,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
507,508,08:27:00,0,2,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
508,509,08:28:00,0,2,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
509,510,08:29:00,0,2,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
510,511,08:30:00,0,1,240.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
511,512,08:31:00,0,1,240.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
512,513,08:32:00,0,1,240.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
513,514,08:33:00,0,1,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,2.0,15.0,0.0,0.0,2,1.0,2.0
514,515,08:34:00,0,1,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,15.0,0.0,0.0,2,1.0,2.0
515,516,08:35:00,0,1,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,15.0,0.0,0.0,2,1.0,2.0
516,517,08:36:00,0,1,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,15.0,0.0,0.0,2,1.0,2.0
517,518,08:37:00,0,1,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,15.0,0.0,0.0,2,1.0,2.0
518,519,08:38:00,0,1,300.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
519,520,08:39:00,0,1,200.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,323.9521444147885,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
520,521,08:40:00,0,1,200.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,323.9521444147885,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
521,522,08:41:00,0,1,200.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,323.9521444147885,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
522,523,08:42:00,0,1,200.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,323.9521444147885,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
523,524,08:43:00,0,1,200.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,2252.0750924998547,2.0
524,525,08:44:00,0,1,292.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,2252.0750924998547,2.0
525,526,08:45:00,0,1,352.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,2252.0750924998547,2.0
526,527,08:46:00,0,1,312.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
527,528,08:47:00,0,1,220.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
528,529,08:48:00,0,1,260.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
529,530,08:49:00,0,1,160.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
530,531,08:50:00,0,1,160.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
531,532,08:51:00,0,1,172.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
532,533,08:52:00,0,1,172.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
533,534,08:53:00,0,1,172.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
534,535,08:54:00,0,1,172.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
535,536,08:55:00,0,1,232.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
536,537,08:56:00,0,1,232.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
537,538,08:57:00,0,1,232.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
538,539,08:58:00,0,1,232.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
539,540,08:59:00,0,1,232.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
540,541,09:00:00,0,1,282.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
541,542,09:01:00,0,1,282.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
542,543,09:02:00,0,1,282.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
543,544,09:03:00,0,1,282.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
544,545,09:04:00,0,1,282.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
545,546,09:05:00,0,1,282.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
546,547,09:06:00,0,1,282.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
547,548,09:07:00,3,1,382.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
548,549,09:08:00,6,1,382.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
549,550,09:09:00,8,1,474.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
550,551,09:10:00,11,1,474.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
551,552,09:11:00,13,1,474.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
552,553,09:12:00,16,1,474.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
553,554,09:13:00,18,1,534.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
554,555,09:14:00,21,1,534.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9,0.0,0,0.0,125.72844684751041,4.0,3.0,3.0,0.0,35.53226226245753,25.297791711691197,0.0,0.0,2,1.0,2.0
