Model,scenario,obj_value,Installation_cost,load_price,number_of_EVs,Demand,AvailabeType_4,InstalledType_4,AvailabeType_8,InstalledType_8,AvailabeType_19,InstalledType_19,Time
CC_NoDelay,611,3700.2817191,3700.0,0.2817190999999184,20,412,6,0,4,1,2,1,59.957833766937256
CC_NoDelay,612,2200.2164148,2200.0,0.216414800000166,20,309,5,0,3,0,2,1,44.486502170562744
CC_NoDelay,613,3200.2318158,3200.0,0.23181579999982205,20,341,5,1,3,0,2,1,95.72305393218994
CC_NoDelay,614,3200.2319818,3200.0,0.23198180000008506,20,339,5,1,3,0,2,1,32.71206593513489
CC_NoDelay,615,3200.2531815,3200.0,0.2531815000002098,20,368,5,1,3,0,2,1,35.01633310317993
CC_NoDelay,616,2200.1859498,2200.0,0.18594979999988936,20,272,4,0,3,0,2,1,19.099435567855835
CC_NoDelay,617,2200.2144959,2200.0,0.2144959000002018,20,313,5,0,3,0,2,1,5.604621887207031
CC_NoDelay,618,3700.3176216,3700.0,0.3176216000001659,20,455,6,0,4,1,2,1,62.8462450504303
CC_NoDelay,619,4400.3029556,4400.0,0.3029556000001321,20,448,6,0,4,0,2,2,75.35861158370972
CC_NoDelay,620,3200.2408341,3200.0,0.24083410000002914,20,345,5,1,3,0,2,1,17.50687837600708
CC_NoDelay,621,3200.2629488,3200.0,0.2629487999997764,20,382,5,1,3,0,2,1,67.67568397521973
CC_NoDelay,622,3200.2293082,3200.0,0.229308200000105,20,334,5,1,3,0,2,1,18.601054191589355
CC_NoDelay,623,3200.2361346,3200.0,0.2361345999997866,20,341,5,1,3,0,2,1,44.913334131240845
CC_NoDelay,624,3200.2651991,3200.0,0.26519909999979063,20,385,6,1,4,0,2,1,42.30675673484802
CC_NoDelay,625,2200.1956128,2200.0,0.19561280000016268,20,284,4,0,3,0,2,1,1.5731265544891357
CC_NoDelay,626,2200.2234974,2200.0,0.22349739999981466,20,320,5,0,3,0,2,1,8.93842339515686
CC_NoDelay,627,2200.2543554,2200.0,0.25435539999989487,20,367,5,0,3,0,2,1,5.3721301555633545
CC_NoDelay,628,3200.2529614,3200.0,0.2529614000000038,20,367,5,1,3,0,2,1,10.812192440032959
CC_NoDelay,629,3200.2742246,3200.0,0.27422459999979765,20,393,6,1,4,0,2,1,15.624147891998291
CC_NoDelay,630,3700.2651358,3700.0,0.2651357999998254,20,384,5,0,3,1,2,1,37.063199281692505
CC_NoDelay,631,3200.2545548,3200.0,0.25455479999982344,20,368,5,1,3,0,2,1,45.99870562553406
CC_NoDelay,632,3700.2817191,3700.0,0.2817190999999184,20,412,6,0,4,1,2,1,54.570260524749756
CC_NoDelay,633,2200.2164148,2200.0,0.216414800000166,20,309,5,0,3,0,2,1,40.62214946746826
CC_NoDelay,634,3200.2318158,3200.0,0.23181579999982205,20,341,5,1,3,0,2,1,89.36872792243958
