Iteration,"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Solar_Power,Gen1,Gen2,Gen3,CDA1_supply,CDA2_supply,CDA1_demand,CDA2_demand,Bus1_price,Bus2_price,Bus3_price,Theta_bus_1,Theta_bus_2,Theta_bus_3
0,0.192509535772026,0.0,0.192509535772026,0.0,0.0,0.0,0.004726512355015879,0.0178457,0.1705150536,0.0005777301829900489,1.086509535772026,0.0,0.0,0.0,0.0,0.365,0.529,16.0,16.0,16.0,0.0,0.0,0.3333333333333333
0,0.5063298922028087,0.0,0.5063298922028087,0.0,0.004489361702127659,0.0,0.02781402708954833,0.16632289999999994,0.3083047761,0.0006011726888667378,1.5773298922028087,0.0,0.0,0.0,0.0,0.21,0.861,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.9001288662750494,0.0,0.9001288662750494,0.0,0.018382978723404258,0.0,0.18437910202182664,0.30505709999999997,0.3929077183,0.0005980327701799501,1.1161288662750495,0.0,0.0,0.0,0.721,0.937,0.0,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.8540000000000001,0.0,0.8540000000000001,0.0,0.0,0.0,0.12286871288358552,0.3194842999999999,0.4123241252,0.000677138083584523,2.0,0.0,0.0,0.0,0.0,0.609,0.537,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.6299999999999999,0.0,0.6299999999999999,0.0,0.0,0.0,0.11285365269999946,0.11568019999999996,0.40146614729999996,0.0,2.0,0.0,0.0,0.0,0.0,0.729,0.641,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,1.186,0.0,1.186,0.0,0.0,0.0,0.35363848610000054,0.4368636000000001,0.3954979139,0.0,2.0,0.0,0.0,0.0,0.0,0.379,0.435,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.40600000000000014,0.0,0.40600000000000014,0.0,0.0,0.04526238267136598,0.055219763771366635,0.0,0.39604261890000003,0.0,2.0,0.0,0.0,0.0,0.0,0.64,0.954,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,1.052,0.0,1.052,0.0,0.5123511476559326,0.0,0.20134657174406737,0.0,0.3383022806,0.0,2.0,0.0,0.0,0.0,0.0,0.685,0.263,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,1.045,0.0,1.045,0.0,0.6927284214004165,0.0,0.14218053239958447,0.0,0.2100910462,0.0,2.0,0.0,0.0,0.0,0.0,0.776,0.179,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.3978964105149721,0.0,0.3978964105149721,0.0,0.30332137488749644,0.0,0.020481489427475585,0.0,0.07409354619999999,0.0,1.300896410514972,0.0,0.0,0.0,0.0,0.032,0.871,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.6445894921802373,0.0,0.6445894921802373,0.0,0.5649680012802377,0.0,0.0,0.0,0.0796214909,0.0,1.5515894921802373,0.0,0.0,0.0,0.0,0.268,0.639,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.104336519980851,0.0,0.104336519980851,0.0,0.033595744680850984,0.0,0.0,0.0,0.07074077529999999,0.0,1.200336519980851,0.0,0.0,0.0,0.0,0.943,0.153,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.8501384006347787,0.0,0.8501384006347787,0.0,0.7830062303347816,0.0,0.0,0.0,0.0671321703,0.0,1.7041384006347786,0.0,0.0,0.0,0.0,0.315,0.539,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.3815450649383002,0.0,0.3815450649383002,0.0,0.18080851063829834,0.0,0.0,0.1343583,0.06637825430000001,0.0,1.3075450649383002,0.0,0.0,0.0,0.0,0.396,0.53,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,1.1711323603208483,0.0,1.1711323603208483,0.0,0.26330283235781626,0.0,4.119968255444917e-21,0.8342255999999995,0.07427581450000001,0.0006718865369629167,1.3061323603208483,0.0,0.0,0.0,0.324,0.459,0.0,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
