F_min_DAo,F_max_DAo,F_min_DAb,F_max_DAb,F_min_g_1,F_max_g_1,F_min_g_2,F_max_g_2,F_min_g_3,F_max_g_3,F_min_do_1,F_max_do_1,F_min_do_2,F_max_do_2,F_min_db_1,F_max_db_1,F_min_db_2,F_max_db_2,F_min_l_1,F_max_l_1,F_min_l_2,F_max_l_2,F_min_l_3,F_max_l_3
0.0,18.0,0.0,72.0,0.0,9.0,0.0,6.0,0.0,0.0,99988.0,100000.0,99983.0,100000.0,0.0,62.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16.0,0.0,68.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,24.0,0.0,9.0,0.0,65.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,23.0,0.0,49.0,0.0,9.0,0.0,6.0,0.0,0.0,99985.0,100000.0,99978.0,100000.0,0.0,60.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,11.0,0.0,77.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,50.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,24.0,0.0,66.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,18.0,0.0,11.0,0.0,62.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,18.0,0.0,45.0,0.0,9.0,0.0,6.0,0.0,0.0,99989.0,100000.0,99982.0,100000.0,0.0,73.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13.0,0.0,71.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,14.0,0.0,12.0,0.0,60.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,11.0,0.0,76.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,10.0,99991.0,100000.0,0.0,74.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,22.0,0.0,51.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,12.0,0.0,81.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14.0,0.0,72.0,0.0,9.0,0.0,6.0,0.0,0.0,99990.0,100000.0,0.0,17.0,0.0,84.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14.0,0.0,68.0,0.0,9.0,0.0,6.0,0.0,0.0,99982.0,100000.0,99980.0,100000.0,0.0,69.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,21.0,0.0,85.0,0.0,9.0,0.0,6.0,0.0,0.0,99991.0,100000.0,0.0,24.0,0.0,66.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15.0,0.0,74.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,19.0,99979.0,100000.0,0.0,46.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15.0,0.0,54.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,22.0,0.0,11.0,0.0,76.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,11.0,0.0,72.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,15.0,99983.0,100000.0,0.0,65.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14.0,0.0,56.0,0.0,9.0,0.0,6.0,0.0,0.0,99986.0,100000.0,0.0,19.0,0.0,56.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12.0,0.0,78.0,0.0,9.0,0.0,6.0,0.0,0.0,99978.0,100000.0,99990.0,100000.0,0.0,76.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15.0,0.0,62.0,0.0,9.0,0.0,6.0,0.0,0.0,99983.0,100000.0,99977.0,100000.0,0.0,58.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.0,0.0,84.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,15.0,0.0,17.0,0.0,67.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,18.0,0.0,79.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,61.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,11.0,0.0,75.0,0.0,9.0,0.0,6.0,0.0,0.0,99982.0,100000.0,0.0,10.0,0.0,66.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12.0,0.0,74.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,62.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,19.0,0.0,72.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,24.0,0.0,10.0,0.0,83.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14.999999999941792,99917.99999999994,100000.0,0.0,8.999999999941792,0.0,5.999999999941792,5.820766091346741e-11,0.0,0.0,22.999999999941792,0.0,13.999999999941792,0.0,62.00000000005821,0.0,80.00000000005821,0.0,0.0,0.0,0.0,0.0,0.0
