1,2,3
12828.498704347357,12991.158091058705,13012.987605641878
11474.640299955623,11514.555376740287,12838.5637181234
10826.181118889397,10860.18447081032,10857.013803121354
10814.951466338798,10190.118863589214,10191.54844863823
10806.536505870868,10187.09683851749,10190.381436371974
10809.765283191677,10185.790568648114,10189.90246689811
10806.585090412165,10184.872873313121,10188.633935612352
10806.405758740666,10184.96459998422,10188.203671456176
10806.597716266866,10185.722579240874,10188.68574492904
10806.581656695003,10185.909375148285,10188.786600219371
10806.619228654215,10185.950634116247,10188.789595406779
10806.46081456623,10850.962676181369,10188.906772250813
10806.678461816255,10185.851863131715,10188.77195799605
10806.776255395589,10186.0145582247,10188.925289606907
10806.860872121497,10186.004129761608,10188.903493672948
10806.942265918731,10185.750534934077,10188.64660936755
10806.856425271775,10185.527185083993,10188.409852861494
10806.780998827948,10185.761108776254,10188.586847585348
10806.800790994987,10185.585488355324,10188.487899004836
10806.818441527485,10185.223403824655,10188.22877196214
