"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Gen1,Gen2,Gen3,CDA1_supply,CDA2_supply,CDA1_demand,CDA2_demand,Bus1_price,Bus2_price,Bus3_price,Theta_bus_1,Theta_bus_2,Theta_bus_3
0.0,0.01049260450299084,0.0,0.01049260450299084,0.01,0.0,0.00022841136365438076,0.0,-0.02072101586664522,0.3795073954970092,0.0,0.0,0.0,0.0,0.025,0.365,16.0,16.0,16.0,0.0021362402016119214,0.0,0.0010091731989253854
0.0,0.0,0.0,0.0,0.010201035201755209,0.0,0.002211851336642129,0.003045,-0.015457886538397329,0.433,0.0,0.0,0.0,0.0,0.223,0.21000000000000002,16.0,16.0,16.0,0.0012486486486486487,0.0,0.0005675675675675676
0.0,0.0,0.0,0.0,0.011866586534713352,0.0,0.005838201624987414,0.0,-0.017704788159700762,1.6139999999999999,0.0,0.0,0.0,0.0,0.677,0.937,16.0,16.0,16.0,0.005571351351351351,0.0,0.0025324324324324326
0.040459078331519675,0.0,0.040459078331519675,0.0,0.046112834485496704,0.0,0.011285319280898895,0.0,-0.016939075434875918,0.7364590783315197,0.0,0.0,0.0,0.0,0.087,0.609,16.0,16.0,16.0,0.003752299713507631,0.0,0.0015584668576615788
0.05835088364300932,0.0,0.05835088364300932,0.0,0.03678723404255314,0.0,0.01732143270045616,0.0,0.0042422169,0.8173508836430095,0.0,0.0,0.0,0.0,0.03,0.729,16.0,16.0,16.0,0.004523840703707057,0.0,0.0018441061975286283
0.21562644768446584,0.0,0.21562644768446584,0.0,0.08859574468085102,0.0,0.024323481563614923,0.09873600000000002,0.0039712214400000004,1.0996264476844657,0.0,0.0,0.0,0.0,0.505,0.3789999999999999,16.0,16.0,16.0,0.0029528425330306997,0.0,0.0005581049779795331
1.3025817267921878,0.0,1.3025817267921878,0.0,0.11989361702127656,0.0,0.027887279980913202,1.1508969999999998,0.0039038297899999996,1.7435817267921874,0.0,0.0,0.199,0.0,0.0,0.64,16.0,16.0,16.0,0.009116657982660474,0.0010866631930641897,0.0
0.04698175102669419,0.0,0.04698175102669419,0.0,0.020574468085106337,0.0,0.022909707811587857,0.0,0.0034975751300000005,1.2769817510266943,0.0,0.0,0.0,0.0,0.545,0.685,16.0,16.0,16.0,0.0042253462195460355,0.0,0.00174976918696931
0.018441315207797272,0.0,0.018441315207797272,0.0,0.0,0.0,0.01621829794779727,0.0,0.00222301726,1.3834413152077971,0.0,0.0,0.0,0.0,0.589,0.776,16.0,16.0,16.0,0.004673863724998261,0.0,0.0020574241833344925
0.003269638127657804,0.0,0.003269638127657804,0.0,0.0,0.0,0.0025041982876578034,0.0,0.0007654398400000002,0.0412696381276578,0.0,0.0,0.0,0.0,0.006,0.032,16.0,16.0,16.0,0.00020087450203564694,0.0,7.941699864290206e-05
0.009460230518085089,0.0,0.009460230518085089,0.0,0.008659574468085088,0.0,0.0,0.0,0.00080065605,0.9754602305180851,0.0,0.0,0.0,0.0,0.698,0.268,16.0,16.0,16.0,0.0016241953422208165,0.0,0.0007038697718527889
0.04007880756611709,0.0,0.04007880756611709,0.0,0.039309603096117085,0.0,0.0,0.0,0.00076920447,1.1380788075661172,0.0,0.0,0.0,0.0,0.155,0.9429999999999998,16.0,16.0,16.0,0.005737012348863082,0.0,0.0024619917674246115
0.0006872936000000031,0.0,0.0006872936000000031,0.0,1.7763568394002505e-17,0.0,0.0,0.0,0.0006872936,0.6526872936,0.0,0.0,0.0,0.0,0.337,0.315,16.0,16.0,16.0,0.0018752020332972973,0.0,0.0008498653111351351
0.01793904220042556,0.0,0.01793904220042556,0.0,0.0172978723404256,0.0,0.0,0.0,0.0006411698600000001,0.31693904220042557,0.0,0.0,0.097,0.0,0.0,0.39599999999999996,16.0,16.0,16.0,0.00241277527200138,0.0,0.0010314831519990797
0.10986809401711317,0.0,0.10986809401711317,0.0,0.11532490282698885,0.0,0.0,0.010783,-0.016239808809875605,1.1728680940171132,0.0,0.0,0.0,0.0,0.604,0.4590000000000001,16.0,16.0,16.0,0.003085518142758205,0.0,0.0010029879048278636
0.49027969420645695,0.0,0.49027969420645695,0.0,0.09219148936170225,0.0,0.0,0.4166289999999999,-0.018540795155245246,1.467279694206457,0.0,0.0,0.0,0.0,0.73,0.247,16.0,16.0,16.0,0.003451241590305173,0.0003924966361220692,0.0
0.020410843268095794,0.0,0.020410843268095794,0.0,0.03829787234042564,0.0,0.0,0.0,-0.01788702907232992,1.2564108432680956,0.0,0.0,0.0,0.0,0.973,0.263,16.0,16.0,16.0,0.0016299811133019325,0.0,0.0006666792577987118
0.06270624564922131,0.0,0.06270624564922131,0.0,0.05238297872340436,0.0,0.0,0.024610999999999997,-0.014287733074183094,1.5127062456492213,0.0,0.0,0.0,0.0,0.552,0.898,16.0,16.0,16.0,0.005542831066970447,0.0,0.0022914459553530354
0.0,0.0,0.0,0.0,0.011653122961311806,0.0,0.0,0.003045,-0.014698122961311821,0.8379999999999999,0.0,0.0,0.0,0.0,0.619,0.219,16.0,16.0,16.0,0.001302162162162162,0.0,0.0005918918918918919
0.009979167636441882,0.0,0.009979167636441882,0.0,0.0,0.0,0.0,0.027503999999999997,-0.01752483236355811,1.0969791676364418,0.0,0.0,0.0,0.0,0.577,0.51,16.0,16.0,16.0,0.0030647973004425144,0.0,0.0013568017997049907
1.2848342964169412,0.0,1.2848342964169412,0.0,0.0,0.0,0.0,1.3011080000000002,-0.01627370358305877,1.2838342964169411,0.0,0.0,0.0,0.04700000000000004,0.046,0.0,15.999999999941792,15.999999999941794,15.999999999941794,0.006792617818469952,0.0029050471273879813,0.0
0.0,0.0012631882074441176,0.0,0.0012631882074441176,0.0,0.0,0.0,0.018286999999999998,-0.019550188207444124,0.9147368117925558,0.0,0.0,0.0,0.0,0.289,0.627,16.0,16.0,16.0,0.00372401128148937,0.0,0.0016973258123404195
0.0024495164035902607,0.0,0.0024495164035902607,0.0,0.0,0.0,0.0,0.017814,-0.015364483596409741,0.19144951640359031,0.0,0.0,0.233,0.0,0.0,0.422,16.0,16.0,16.0,0.002517133566714347,0.0,0.001135244288857102
0.0,0.016040864471330237,0.0,0.016040864471330237,0.0,0.0,0.0,0.0,-0.016040864471330237,0.0,0.0,0.0,0.0,0.26195913552867145,0.278,0.0,11.0,11.0,11.0,0.0,0.0016096192852126257,0.0009363045718298997
