Iteration,"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Solar_Power,Gen1,Gen2,Gen3,CDA1_supply,CDA2_supply,CDA1_demand,CDA2_demand,Bus1_price,Bus2_price,Bus3_price,Theta_bus_1,Theta_bus_2,Theta_bus_3
0,0.1851024402893019,0.0,0.1851024402893019,0.0,0.004489361702127644,0.0,0.005504291652548316,0.0,0.1753200876,0.00021130066537406638,0.5751024402893019,0.0,0.0,0.0,0.0,0.025,0.365,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.5663528882652196,0.0,0.5663528882652196,0.0,0.005893617021276587,0.0,0.06442375565415089,0.1876303999999999,0.3086128187,0.00020770311020605644,0.9993528882652195,0.0,0.0,0.0,0.0,0.223,0.21,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.3859999999999999,0.0,0.3859999999999999,0.0,0.0,0.047735730005327125,0.037384329333185834,0.0,0.3965617805,0.0002103798278590182,2.0,0.0,0.0,0.0,0.0,0.677,0.937,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.9273407043083918,0.0,0.9273407043083918,0.0,0.025170212765957385,0.0,0.12963515127299322,0.3361172999999999,0.4366012026,0.00018316233055713394,1.6233407043083918,0.0,0.0,0.0,0.0,0.087,0.609,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.992248942894021,0.0,0.992248942894021,0.0,0.040659574468084984,0.0,0.17594366562593888,0.3543412,0.42130450280000004,0.0,1.751248942894021,0.0,0.0,0.0,0.0,0.03,0.729,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.9696321567489777,0.0,0.9696321567489777,0.0,0.038787234042553076,0.0,0.2312220544064264,0.2952479000000001,0.40437496829999997,0.0,1.8536321567489777,0.0,0.0,0.0,0.0,0.505,0.379,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.7723751881524838,0.0,0.7723751881524838,0.0,0.03957446808510632,0.0,0.252808656467379,0.0761728,0.4038192636,0.0,1.213375188152484,0.0,0.0,0.199,0.0,0.0,0.64,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.6193786949242022,0.0,0.6193786949242022,0.0,0.06025531914893605,0.0,0.21021627847526556,0.0,0.3489070973,0.0,1.8493786949242021,0.0,0.0,0.0,0.0,0.545,0.685,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.45394411591337,0.0,0.45394411591337,0.0,0.08153191489361691,0.0,0.14956101911975228,0.0,0.22285118190000003,0.0,1.8189441159133701,0.0,0.0,0.0,0.0,0.589,0.776,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.1858961183258176,0.0,0.1858961183258176,0.0,0.08968085106382968,0.0,0.022971704861987935,0.0,0.0732435624,0.0,0.2238961183258176,0.0,0.0,0.0,0.0,0.006,0.032,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.13346159663897686,0.0,0.13346159663897686,0.0,0.05779447713897677,0.0,0.0,0.0,0.0756671195,0.0,1.099461596638977,0.0,0.0,0.0,0.0,0.698,0.268,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.1554768159170211,0.0,0.1554768159170211,0.0,0.08491489361702112,0.0,0.0,0.0,0.0705619223,0.0,1.2534768159170209,0.0,0.0,0.0,0.0,0.155,0.943,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.24105164286450861,0.0,0.24105164286450861,0.0,0.17166681756450883,0.0,0.0,0.0,0.06938482530000001,0.0,0.8930516428645087,0.0,0.0,0.0,0.0,0.337,0.315,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,1.13772891149185,0.0,1.13772891149185,0.0,0.3501684019918518,0.0,0.0,0.7205864999999992,0.0669740095,0.0,1.43672891149185,0.0,0.0,0.097,0.0,0.0,0.396,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.76401282927313,0.0,0.76401282927313,0.0,0.30065957446808556,0.0,3.577867169202165e-21,0.38751889999999994,0.0760605056,0.0002261507949529473,1.82701282927313,0.0,0.0,0.0,0.0,0.604,0.459,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.8388883579565506,0.0,0.8388883579565506,0.0,0.322713592129162,0.0,1.0408340855860843e-20,0.40139970000000014,0.11498995649999999,0.00021489067260806234,1.8158883579565506,0.0,0.0,0.0,0.0,0.73,0.247,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.3466301681302557,0.0,0.3466301681302557,0.0,0.08810638297872359,0.0,3.469446951953614e-21,0.03552810000000001,0.2231797267,0.0001840415484684142,1.5826301681302557,0.0,0.0,0.0,0.0,0.973,0.263,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.3827041030515015,0.0,0.3827041030515015,0.0,0.031936170212766034,0.0,0.0,0.09049079999999998,0.2604833522,0.00020621936126448165,1.8327041030515017,0.0,0.0,0.0,0.0,0.552,0.898,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
0,0.3622046933364401,0.0,0.3622046933364401,0.0,0.043000000000000045,0.0,6.505213034913026e-21,0.10286009999999998,0.21657759340000002,0.00023300006356227317,1.20020469333644,0.0,0.0,0.0,0.0,0.619,0.219,16.0,16.0,16.0,0.0,0.3333333333333333,0.0
