"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Gen1,Gen2,Gen3,CDA1_supply,CDA2_supply,CDA1_demand,CDA2_demand,Bus1_price,Bus2_price,Bus3_price,Theta_bus_1,Theta_bus_2,Theta_bus_3
0.0,0.0416731996131505,0.0,0.0416731996131505,0.0,0.025220000000000003,0.0004423289335962508,0.0,-0.016895528546746752,12.0,10.0,20.0,0.0,0.0,0.02499999996507629,42.016673199648075,25.0,25.0,25.0,0.11887388799935235,0.04771624799819354,0.0
0.0,0.025375372746818434,0.0,0.025375372746818434,0.0,0.015973600000000008,0.0031412816818127787,0.0,-0.012543054428631203,11.0,8.0,16.0,0.0,0.0,34.1643753727715,0.86099999997532,25.0,25.0,25.0,0.0,0.04925034005425031,0.08191473093877173
0.15191281276782756,0.0,0.15191281276782756,0.0,0.1477021276595745,0.0,0.0205976461864582,0.0,-0.016386961078205236,11.0,7.0,20.0,0.0,0.721,0.6769999999669389,37.89208718726523,25.0,25.0,25.0,0.09330937770230233,0.03671609982984962,0.0
0.04390043744307375,0.0,0.04390043744307375,0.0,0.05178723404255319,0.0,0.005705884558476166,0.0,-0.013592681157955611,12.0,10.0,18.0,0.0,0.0,39.4190995625894,0.5369999999675201,25.0,25.0,25.0,0.0,0.05637572712882218,0.09425221479765748
0.28923289660760304,0.0,0.28923289660760304,0.0,0.2512978723404256,0.0,0.03398318408717747,0.0,0.00395184018,12.0,9.0,15.0,0.0,0.0,35.06976710341824,0.6409999999741558,25.0,25.0,25.0,0.0,0.04484996656079537,0.07667816357870963
0.0,0.2563671358944404,0.0,0.2563671358944404,0.0,0.2656036000000001,0.005461052615559847,0.0,0.0037754114899999996,11.0,9.0,15.0,0.0,0.0,0.5049999999755528,34.75136713591889,25.0,25.0,25.0,0.10593268569936337,0.0433985428233231,0.0
1.733424078415335,0.0,1.733424078415335,0.0,0.4696170212765957,0.0,0.06390278435874301,1.19604,0.0038642727799999992,11.0,9.0,19.0,0.199,0.0,36.511575921615865,0.9539999999688007,25.0,25.0,25.0,0.0,0.048220721696009994,0.0919240300161189
0.0,0.0,0.0,0.0,0.0,0.006174887800999082,0.0027024040509990815,0.0,0.0034724837499999998,12.0,7.0,17.0,0.0,0.0,0.5449999999691499,35.45500000003085,25.0,25.0,25.0,0.09975675675692351,0.0399027027027694,0.0
0.008516353920920438,0.0,0.008516353920920438,0.0,0.0,0.0,0.006161869870920434,0.0,0.00235448405,11.0,5.0,18.0,0.0,0.0,0.5889999999781139,33.40248364610096,25.0,25.0,25.0,0.08328428896461361,0.03327965017016176,0.0
0.08712159367299009,0.0,0.08712159367299009,0.0,0.085,0.0,0.0013994863229900621,0.0,0.0007221073500000001,11.0,6.0,18.0,0.0,0.0,0.005999999964843461,34.90687840636217,25.0,25.0,25.0,0.09167108844630249,0.03631994900382904,0.0
