Model,scenario,obj_value,Installation_cost,load_price,number_of_EVs,Demand,AvailabeType_4,InstalledType_4,AvailabeType_8,InstalledType_8,AvailabeType_19,InstalledType_19,Time
CC_NoDelay,3221,9800.9759846,9800.0,0.9759845999997196,85,1397,2,1,7,0,6,4,4152.078498125076
CC_NoDelay,3222,10301.0967798,10300.0,1.0967798000001494,85,1571,3,0,8,1,6,4,4028.758891582489
CC_NoDelay,3223,11001.1608198,11000.0,1.1608197999994445,85,1660,3,0,8,0,7,5,735.3750076293945
CC_NoDelay,3224,10301.0252221,10300.0,1.025222099999155,85,1464,2,0,7,1,6,4,1691.7926232814789
CC_NoDelay,3225,11001.1182677,11000.0,1.1182676999997057,85,1617,3,0,8,0,6,5,4171.065807580948
CC_NoDelay,3226,11001.0560604,11000.0,1.0560604000002058,85,1534,2,0,7,0,6,5,3595.549263715744
CC_NoDelay,3227,9800.9865585,9800.0,0.9865585000006831,85,1414,2,1,7,0,6,4,2732.176978111267
CC_NoDelay,3228,11001.0552531,11000.0,1.0552530999993905,85,1540,3,0,8,0,6,5,3080.7902796268463
CC_NoDelay,3229,11001.133287,11000.0,1.1332870000005641,85,1624,3,0,8,0,6,5,864.0304155349731
CC_NoDelay,3230,11001.1960988,11000.0,1.196098799999163,85,1718,3,0,8,0,7,5,675.555258512497
CC_NoDelay,3231,8800.9689727,8800.0,0.9689727000004495,85,1401,2,0,7,0,6,4,886.5461447238922
CC_NoDelay,3232,11001.0739416,11000.0,1.0739415999996709,85,1556,3,0,8,0,6,5,5050.413331985474
CC_NoDelay,3233,8800.9478302,8800.0,0.9478302000006806,85,1355,2,0,7,0,6,4,2690.805335044861
CC_NoDelay,3234,8800.9267273,8800.0,0.9267273000004934,85,1327,2,0,6,0,5,4,1004.0772387981415
CC_NoDelay,3235,12001.1223753,12000.0,1.1223752999994758,85,1615,3,1,8,0,6,5,2969.8325474262238
CC_NoDelay,3236,10301.0041604,10300.0,1.0041603999998188,85,1434,2,0,7,1,6,4,2500.3325095176697
CC_NoDelay,3237,11001.0547606,11000.0,1.0547606000000087,85,1530,2,0,7,0,6,5,4189.95099401474
CC_NoDelay,3238,11001.0468081,11000.0,1.0468080999999074,85,1513,2,0,7,0,6,5,1885.1249823570251
CC_NoDelay,3239,11001.1541879,11000.0,1.1541878999996698,85,1659,3,0,8,0,7,5,3621.398227930069
CC_NoDelay,3240,10301.0484098,10300.0,1.0484097999997175,85,1507,2,0,7,1,6,4,4665.73717880249
CC_NoDelay,3241,10300.9617251,10300.0,0.9617250999999669,85,1382,2,0,7,1,6,4,3889.793073415756
CC_NoDelay,3242,9801.0197826,9800.0,1.019782600000326,85,1463,2,1,7,0,6,4,3097.0024280548096
CC_NoDelay,3243,12501.2099657,12500.0,1.2099656999998842,85,1740,3,0,9,1,7,5,3087.460725545883
CC_NoDelay,3244,9800.9804194,9800.0,0.9804194000007556,85,1407,2,1,7,0,6,4,3639.2254724502563
CC_NoDelay,3245,9800.9839442,9800.0,0.9839441999993142,85,1419,2,1,7,0,6,4,3512.0367617607117
CC_NoDelay,3246,11000.9997336,11000.0,0.9997335999996722,85,1451,2,0,7,0,6,5,1448.0497632026672
CC_NoDelay,3247,8800.9656562,8800.0,0.9656562000000122,85,1384,2,0,7,0,6,4,749.3701586723328
CC_NoDelay,3248,12001.127269,12000.0,1.127269000000524,85,1619,3,1,8,0,6,5,5198.17949795723
CC_NoDelay,3249,11001.1199563,11000.0,1.119956299999103,85,1621,3,0,8,0,6,5,3887.1506888866425
CC_NoDelay,3250,11001.0693625,11000.0,1.0693625000003522,85,1548,3,0,8,0,6,5,3111.327136516571
CC_NoDelay,3251,11001.129690499965,11000.0,1.1296904999653634,85,1631,3,0,8,0,6,5,3186.8459572792053
CC_NoDelay,3252,11001.1801268,11000.0,1.1801267999999254,85,1689,3,0,8,0,7,5,612.6304948329926
CC_NoDelay,3253,10301.0254056,10300.0,1.0254055999994307,85,1471,2,0,7,1,6,4,5082.550506591797
CC_NoDelay,3254,11001.0974166,11000.0,1.097416599999633,85,1587,3,0,8,0,6,5,2929.5070328712463
CC_NoDelay,3255,10301.045879,10300.0,1.0458789999993314,85,1506,2,0,7,1,6,4,3698.0065059661865
CC_NoDelay,3256,10301.105521,10300.0,1.1055209999994986,85,1592,3,0,8,1,6,4,4287.859600782394
CC_NoDelay,3257,10301.0188788,10300.0,1.0188787999995839,85,1470,2,0,7,1,6,4,3363.1043202877045
CC_NoDelay,3258,9800.9652799,9800.0,0.9652798999995866,85,1383,2,1,7,0,6,4,1793.5484840869904
CC_NoDelay,3259,11001.101068,11000.0,1.101067999999941,85,1599,3,0,8,0,6,5,5786.691815137863
CC_NoDelay,3260,11001.0758585,11000.0,1.0758585000003222,85,1558,3,0,8,0,6,5,2479.2001016139984
CC_NoDelay,3261,10301.0608501,10300.0,1.0608501000006072,85,1518,2,0,7,1,6,4,2770.0972933769226
CC_NoDelay,3262,9800.9393226,9800.0,0.9393225999992865,85,1347,2,1,7,0,6,4,2190.2099030017853
CC_NoDelay,3263,11001.050587,11000.0,1.050586999999723,85,1525,2,0,7,0,6,5,1621.566748380661
CC_NoDelay,3264,10301.0565906,10300.0,1.0565905999992538,85,1513,2,0,7,1,6,4,557.189826965332
CC_NoDelay,3265,10301.0013855,10300.0,1.001385499999742,85,1439,2,0,7,1,6,4,1903.5558981895447
CC_NoDelay,3266,9800.9393226,9800.0,0.9393225999992865,85,1347,2,1,7,0,6,4,2188.086340904236
CC_NoDelay,3267,11001.050587,11000.0,1.050586999999723,85,1525,2,0,7,0,6,5,1613.285677909851
CC_NoDelay,3268,10301.0565906,10300.0,1.0565905999992538,85,1513,2,0,7,1,6,4,557.7804358005524
CC_NoDelay,3269,10301.0013855,10300.0,1.001385499999742,85,1439,2,0,7,1,6,4,2163.344050168991
CC_NoDelay,3270,9800.9393226,9800.0,0.9393225999992865,85,1347,2,1,7,0,6,4,2216.8616387844086
CC_NoDelay,3271,11001.050587,11000.0,1.050586999999723,85,1525,2,0,7,0,6,5,1685.3027806282043
CC_NoDelay,3272,10301.0565906,10300.0,1.0565905999992538,85,1513,2,0,7,1,6,4,572.1741976737976
CC_NoDelay,3273,10301.0013855,10300.0,1.001385499999742,85,1439,2,0,7,1,6,4,1926.0520331859589
CC_NoDelay,3274,9800.9393226,9800.0,0.9393225999992865,85,1347,2,1,7,0,6,4,2194.4178824424744
CC_NoDelay,3275,11001.050587,11000.0,1.050586999999723,85,1525,2,0,7,0,6,5,1623.7806663513184
CC_NoDelay,3276,10301.0565906,10300.0,1.0565905999992538,85,1513,2,0,7,1,6,4,560.8643686771393
CC_NoDelay,3277,10301.0013855,10300.0,1.001385499999742,85,1439,2,0,7,1,6,4,1906.8504831790924
CC_NoDelay,3278,9800.9393226,9800.0,0.9393225999992865,85,1347,2,1,7,0,6,4,2199.6854631900787
CC_NoDelay,3279,11001.050587,11000.0,1.050586999999723,85,1525,2,0,7,0,6,5,1625.3851597309113
CC_NoDelay,3280,10301.0565906,10300.0,1.0565905999992538,85,1513,2,0,7,1,6,4,559.4962599277496
