Model,scenario,obj_value,Installation_cost,load_price,number_of_EVs,Demand,AvailabeType_4,InstalledType_4,AvailabeType_8,InstalledType_8,AvailabeType_19,InstalledType_19,Time
CC_FreeDelay,2001,6600.6992919,6600.0,0.6992919000003894,55,1014,2,0,5,0,4,3,1134.1002197265625
CC_FreeDelay,2002,6600.6441358,6600.0,0.6441358000001856,55,944,2,0,5,0,4,3,1553.8724355697632
CC_FreeDelay,2003,6600.7338197,6600.0,0.7338196999999127,55,1064,2,0,6,0,5,3,1596.0978999137878
CC_FreeDelay,2004,6600.6731719,6600.0,0.673171899999943,55,990,2,0,5,0,4,3,1650.610390663147
CC_FreeDelay,2005,6600.6770559,6600.0,0.6770558999996865,55,975,2,0,5,0,4,3,704.2275438308716
CC_FreeDelay,2006,6600.6753258,6600.0,0.6753257999998823,55,989,2,0,5,0,4,3,7202.2798204422
CC_FreeDelay,2007,6600.6425664,6600.0,0.6425663999998505,55,933,2,0,5,0,4,3,480.90337347984314
CC_FreeDelay,2008,6600.7068802,6600.0,0.7068802000003416,55,1024,2,0,5,0,4,3,964.3837504386902
CC_FreeDelay,2009,6600.739927,6600.0,0.739926999999625,55,1060,2,0,6,0,5,3,303.34974670410156
CC_FreeDelay,2010,6600.6274212,6600.0,0.6274211999998442,55,921,2,0,5,0,4,3,1155.8306105136871
CC_FreeDelay,2011,7600.7600743,7600.0,0.7600743000002694,55,1101,2,1,6,0,5,3,1882.114966392517
CC_FreeDelay,2012,5900.6373648,5900.0,0.6373647999998866,55,921,2,0,5,1,4,2,1475.233895778656
CC_FreeDelay,2013,6600.6770559,6600.0,0.6770558999996865,55,975,2,0,5,0,4,3,702.4098994731903
CC_FreeDelay,2014,6600.6753258,6600.0,0.6753257999998823,55,989,2,0,5,0,4,3,7202.331285715103
CC_FreeDelay,2015,6600.6425664,6600.0,0.6425663999998505,55,933,2,0,5,0,4,3,481.44516110420227
CC_FreeDelay,2016,6600.7068802,6600.0,0.7068802000003416,55,1024,2,0,5,0,4,3,970.825868844986
CC_FreeDelay,2017,6600.739927,6600.0,0.739926999999625,55,1060,2,0,6,0,5,3,304.40276622772217
CC_FreeDelay,2018,6600.6274212,6600.0,0.6274211999998442,55,921,2,0,5,0,4,3,1159.2619931697845
CC_FreeDelay,2019,7600.7600743,7600.0,0.7600743000002694,55,1101,2,1,6,0,5,3,1890.1706376075745
CC_FreeDelay,2020,5900.6373648,5900.0,0.6373647999998866,55,921,2,0,5,1,4,2,1477.0226910114288
CC_FreeDelay,2021,6600.6770559,6600.0,0.6770558999996865,55,975,2,0,5,0,4,3,703.9907765388489
CC_FreeDelay,2022,6600.6753258,6600.0,0.6753257999998823,55,989,2,0,5,0,4,3,7202.324406862259
CC_FreeDelay,2023,6600.6425664,6600.0,0.6425663999998505,55,933,2,0,5,0,4,3,481.80459427833557
CC_FreeDelay,2024,6600.7068802,6600.0,0.7068802000003416,55,1024,2,0,5,0,4,3,970.6643936634064
CC_FreeDelay,2025,6600.739927,6600.0,0.739926999999625,55,1060,2,0,6,0,5,3,303.62482500076294
CC_FreeDelay,2026,6600.6274212,6600.0,0.6274211999998442,55,921,2,0,5,0,4,3,1163.3079080581665
CC_FreeDelay,2027,7600.7600743,7600.0,0.7600743000002694,55,1101,2,1,6,0,5,3,1887.9149763584137
CC_FreeDelay,2028,5900.6373648,5900.0,0.6373647999998866,55,921,2,0,5,1,4,2,1477.4228620529175
CC_FreeDelay,2029,6600.6770559,6600.0,0.6770558999996865,55,975,2,0,5,0,4,3,704.6073861122131
CC_FreeDelay,2030,6600.6753258,6600.0,0.6753257999998823,55,989,2,0,5,0,4,3,7202.266982078552
CC_FreeDelay,2031,6600.6425664,6600.0,0.6425663999998505,55,933,2,0,5,0,4,3,482.84385204315186
CC_FreeDelay,2032,6600.7068802,6600.0,0.7068802000003416,55,1024,2,0,5,0,4,3,972.1075510978699
CC_FreeDelay,2033,6600.739927,6600.0,0.739926999999625,55,1060,2,0,6,0,5,3,303.4495050907135
CC_FreeDelay,2034,6600.6274212,6600.0,0.6274211999998442,55,921,2,0,5,0,4,3,1160.503181219101
CC_FreeDelay,2035,7600.7600743,7600.0,0.7600743000002694,55,1101,2,1,6,0,5,3,1892.5205235481262
CC_FreeDelay,2036,5900.6373648,5900.0,0.6373647999998866,55,921,2,0,5,1,4,2,1477.7973847389221
CC_FreeDelay,2037,6600.6770559,6600.0,0.6770558999996865,55,975,2,0,5,0,4,3,704.7407684326172
CC_FreeDelay,2038,6600.6753258,6600.0,0.6753257999998823,55,989,2,0,5,0,4,3,7202.268714427948
CC_FreeDelay,2039,6600.6425664,6600.0,0.6425663999998505,55,933,2,0,5,0,4,3,484.7839848995209
