Iteration,"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Solar_Power,Gen1,Gen2,Gen3,Gen4,CDA1_supply,CDA2_supply,CDA3_supply,CDA4_supply,CDA5_supply,CDA6_supply,CDA7_supply,CDA8_supply,CDA1_demand,CDA2_demand,CDA3_demand,CDA4_demand,CDA5_demand,CDA6_demand,CDA7_demand,CDA8_demand,Bus1_price,Bus2_price,Bus3_price,Bus4_price,Bus5_price,Bus6_price,Theta_bus_1,Theta_bus_2,Theta_bus_3,Theta_bus_4,Theta_bus_5,Theta_bus_6
0,0.056127303419051304,0.0,0.056127303419051304,0.0,0.0,0.0,0.0,0.0,11.40218728,0.1767265961897222,0.05042530341905135,0.0,0.0,0.0,0.02893,0.011324,0.017865,0.009324,0.021859,0.026863,0.0,0.008278,0.001767,0.026359,0.015084,0.0144,0.021274,0.000232,0.020955,0.01867,15.0,15.000000000000007,15.000000000000007,14.999999999999995,15.0,15.00000000000001,0.0,-0.0042247637440927,-0.004698562234670118,-0.006597923934675039,-0.008809044355521432,-0.004929058382760246
0,0.3462026652535822,0.0,0.3462026652535822,0.0,8.856737588652475,0.0,0.0,12.27529333333333,19.217558439999998,0.005510211978619226,0.41926266525358247,2.220446049250313e-16,0.0,0.0,0.00769,0.013413,0.03199,0.0,0.021115,0.02117,0.0,0.003485,0.026211,0.025098,0.027658,0.002405,0.008385,0.029504,0.024183,0.028479,15.0,15.000000000000005,15.000000000000007,14.999999999999993,14.999999999999988,15.000000000000007,0.0,-0.03720649311898834,-0.042581854851204366,-0.05170257743303547,-0.06191361690160313,-0.045196890986834305
0,0.47661477985248224,0.0,0.47661477985248224,0.0,7.100709219858148,0.0,0.0,17.503759999999996,25.67167824,0.0,0.5830007798524773,0.0,0.0,0.0,0.0006,0.024167,0.0,0.0,0.002287,0.0,0.0,0.0,0.026835,0.018116,0.003921,0.002614,0.025977,0.010108,0.033122,0.012747,15.0,15.000000000000005,15.000000000000007,14.999999999999993,14.999999999999988,15.000000000000007,0.0,-0.05128256435716644,-0.058443385088094206,-0.07258416493237396,-0.08564714927979336,-0.06192702133529133
0,0.5231773629985818,0.0,0.5231773629985818,0.0,13.503546099290773,0.0,0.0,11.656906666666666,27.84381416,0.0,0.533616362998582,2.220446049250313e-16,0.0,0.0,0.032455,0.011989999999999057,0.012411,0.010506999999999557,0.027272,0.023105,0.003013,0.001076,0.030665,0.032536,0.020909,0.006307,0.001687,0.020389,0.013323,0.006452,15.000000000000004,15.000000000000009,15.00000000000001,15.0,15.0,15.00000000000001,0.0,-0.04740040256729919,-0.05427355521580708,-0.06573483873495903,-0.07980804946376205,-0.05761724508021721
0,0.6108073503829791,0.0,0.6108073503829791,0.0,16.831205673758838,0.0,0.0,18.791680000000003,27.486102133333333,0.0,0.5943733503829791,0.0,0.0,0.0,0.033054,0.032008,0.0,0.01155,0.010476,0.019899000000000167,0.0,0.018547,0.008395,0.023276,0.028956,0.014674,0.010612,0.002297,0.004197,0.016693,15.000000000000004,15.000000000000007,15.000000000000007,15.0,15.0,15.000000000000009,0.0,-0.051967882105726955,-0.05905084634603328,-0.07447819419098321,-0.0899177204373376,-0.062496606530834796
0,0.43567794643262425,0.0,0.43567794643262425,0.0,10.036879432624088,0.0,0.0,5.172213333333333,26.462666733333332,0.0,0.4787929464326243,0.0,0.0,0.0,0.006591,0.029575,0.0,0.009489,0.0,0.009321,0.001868,0.02671,0.006472,0.024606,0.012128,0.030604,0.007932,0.024887,0.008009,0.012031,15.0,15.000000000000002,15.0,14.999999999999998,14.999999999999998,15.0,0.0,-0.04177581794916733,-0.04742170686547248,-0.06012664471838041,-0.07054542988475644,-0.05016835058349514
0,0.40009164618439746,0.0,0.40009164618439746,0.0,8.18439716312056,0.0,0.0,14.238253333333327,27.431139733333328,0.0,0.4119236461843979,0.0,0.0,0.0,0.02731,0.016732,0.00403,0.029955,0.021985,0.013248,0.016438,0.031279,0.009129,0.029471,0.022884,0.018051,0.023782,0.027462,0.026463,0.015567,15.0,15.000000000000004,15.000000000000004,14.999999999999995,14.999999999999993,15.000000000000004,0.0,-0.036276908357868606,-0.041366009223727886,-0.05121990723944056,-0.061220037371635,-0.043841783566936826
0,0.2187591958425529,0.0,0.2187591958425529,0.0,6.502127659574444,0.0,0.0,0.0,23.26105902666667,0.0,0.28802219584255295,1.1102230246251565e-16,0.0,0.0,0.0,0.032412,0.013877,0.012349,0.00965599999999997,0.001667,0.000534,0.0,0.00595,0.031551,0.013413,0.024734,0.028277,0.001431,0.031099,0.003303,14.999999999999995,15.0,15.0,14.999999999999991,14.999999999999991,15.0,0.0,-0.025117342279064484,-0.028504510261265947,-0.03618987141903614,-0.042321044201349904,-0.03015231874600842
0,0.12260089976170213,0.0,0.12260089976170213,0.0,3.9489361702127597,0.0,0.0,0.0,15.215215413333334,0.0,0.16476489976170217,0.0,0.0,0.0,0.010717,0.0,0.0,0.0,0.000742,0.015587,0.030268,0.004414,0.016088,0.003505,0.016964,0.020175,0.029262,0.010442,0.00117,0.006286,15.000000000000004,15.000000000000009,15.00000000000001,15.0,15.0,15.00000000000001,0.0,-0.014702549714236627,-0.016870840048567093,-0.02019572273546869,-0.02251238817727698,-0.017925682096280548
0,0.04932308989645389,0.0,0.04932308989645389,0.0,3.384397163120566,0.0,0.0,0.0,4.761071879999999,0.0,0.10825408989645392,0.0,0.0,0.0,0.016492,0.0,0.00526,0.003199,0.025175,0.024047,0.006286,0.004161,0.03145,0.001834,0.028273,0.008703,0.008474,0.011896,0.032524,0.020397,15.0,15.000000000000002,15.0,14.999999999999998,15.0,15.0,0.0,-0.010407403012998237,-0.012348175182505534,-0.012134567185963131,-0.015063077211906825,-0.013292332916834276
0,0.029603258100709216,0.0,0.029603258100709216,0.0,0.49929078014184225,0.0,0.0,0.0,5.02136084,0.0,0.03527225810070919,0.0,0.0,0.0,0.0011920000000000194,0.031587,0.030626,0.001436,0.02867,0.000405,0.015242,0.011429,0.012683,0.010627,0.010705,1.2e-05,0.021341,0.01816,0.028688,0.02404,14.999999999999996,15.0,15.000000000000002,14.999999999999993,15.0,15.000000000000004,0.0,-0.002435192795302776,-0.002407544587171893,-0.005404406605165156,-0.0064040553350228025,-0.0023940941317514963
0,0.033380551635460984,0.0,0.033380551635460984,0.0,1.6453900709219842,0.0,0.0,0.0,4.644904653333333,0.0,0.012445551635460982,0.0,0.0,0.0,0.031259,0.016590999999999995,0.023798,0.008769,0.021406,0.0145,0.028208,0.027585,0.022275,0.03018,0.000928,0.019235,0.005709,0.028045,0.015028,0.029781,14.999999999999993,15.0,15.0,14.99999999999999,14.99999999999999,15.0,0.0,-0.0006700570651226821,-0.0005296705327818143,-0.0021940165004084924,-0.00248727059612898,-0.0004613745048462572
0,0.08857005461134752,0.0,0.08857005461134752,0.0,10.521985815602845,0.0,0.0,0.0,4.658691773333333,0.0,0.14392705461134758,5.551115123125783e-17,0.0,0.0,0.027802,0.010803999999999953,0.013177,0.0,0.003707,0.0,0.008118,0.012662,0.009011,0.017455,0.023388,0.026234,0.00723,0.015765,0.006029,0.026515,15.0,15.000000000000004,15.000000000000004,14.999999999999995,14.999999999999993,15.000000000000004,0.0,-0.012301750598475608,-0.013822002562466117,-0.01846316741250636,-0.02058390611012638,-0.01456158326775544
0,0.4405888966893613,0.0,0.4405888966893613,0.0,29.71063829787238,0.0,0.0,50.77060000000004,4.303207706666667,0.0,0.45964989668936146,0.0,0.0,0.0,0.01571,0.0,0.006888,0.012284,0.031724,0.0,0.027577,0.027347,0.030457,0.020179,0.000926,0.021181,0.029131,0.012937,0.014491,0.011289,15.0,15.000000000000007,15.000000000000007,14.999999999999998,14.999999999999998,15.000000000000009,0.0,-0.04068701640156849,-0.04650868218667715,-0.056840193861913045,-0.06731367354945625,-0.049340838822086217
0,0.31531637055461,0.0,0.31531637055461,0.0,28.312056737588687,0.0,0.0,27.67846666666666,5.072750706666667,0.0,0.35676937055461,1.1102230246251565e-16,0.0,0.0,0.005264,0.027433,0.002727,0.0052600000000002645,0.015238,0.016557,0.001737,0.023484,0.024289,0.012369,0.001436,0.022212,0.021377,0.021301,0.015616,0.020553,15.0,15.000000000000004,15.000000000000005,14.999999999999995,14.999999999999995,15.000000000000005,0.0,-0.03110553035812596,-0.03529634022633492,-0.04483854457584363,-0.05281831858873913,-0.03733510892486546
0,0.2945680310297868,0.0,0.2945680310297868,0.0,19.903546099290807,0.0,0.0,30.001280000000023,8.208780106666667,0.0,0.36382203102978705,0.0,0.0,0.0,0.014795,0.0,0.007734,0.010196,0.024787,0.009493,0.033256,0.013523,0.027616,0.00512,0.006979,0.031538,0.030314,0.027224,0.030225,0.024022,15.000000000000004,15.000000000000009,15.00000000000001,15.0,15.0,15.00000000000001,0.0,-0.03192852466468636,-0.03634587018012924,-0.045409101533084625,-0.05280298297697082,-0.038494845211374966
