,offer_01,offer_02,offer_03,offer_04,offer_05,offer_06,offer_07,offer_08,offer_09,offer_010,offer_011,offer_012,offer_013,offer_014,offer_015,offer_016,offer_017,bids_01,bids_02,bids_03,bids_04,bids_05,bids_06,bids_07,bids_08,bids_09,bids_010,bids_011,bids_012,bids_013,bids_014,bids_015,bids_016,bids_017,Time,Iteration
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1118,0.118864,0.258797,0.148693,0.080358,0.417695,0.119624,0.128106,0.086305,0.093926,0.135222,0.124327,0.109455,0.123865,0.124914,0.112992,0.125124,26,3
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149761,0.142108,0.101224,0.166765,0.098527,0.283019,0.132145,0.130697,0.127841,0.263455,0.192713,0.126995,0.101096,0.127701,0.101969,0.149959,0.148748,27,3
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193668,0.273416,0.32572,0.30473,0.23693,0.487746,0.198362,0.258435,0.307238,0.198073,0.268614,0.249177,0.154012,0.282965,0.29207,0.292374,0.186559,28,3
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572513,0.744868,0.168597,0.731961,0.271287,0.746476,0.72058,0.81751,0.206738,0.827302,0.484377,0.662623,0.301563,0.560024,0.4234,0.787888,0.681185,29,3
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44773,0.562995,0.119397,0.560899,0.120019,0.40837,0.431109,0.597219,0.188099,0.137922,0.120234,0.559502,0.200884,0.573383,0.206864,0.554875,0.473054,30,3
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440855,0.639911,0.756057,0.52921,1.073742,0.325753,0.459865,0.492408,0.199045,0.089866,0.225542,0.57607,0.38004,0.358328,0.595572,0.58999,0.508829,31,3
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169572,0.427647,0.482679,0.414453,0.380845,0.289043,0.313009,0.382873,0.370313,0.133266,0.251878,0.396623,0.302874,0.231283,0.551072,0.407769,0.365447,32,3
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203592,0.295366,0.341796,0.311963,0.254335,0.228016,0.258315,0.330041,0.407767,0.154014,0.175214,0.313127,0.212897,0.158008,0.247268,0.291104,0.308862,33,3
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139722,0.174251,0.152661,0.145166,0.154844,0.152984,0.156044,0.110486,0.232535,0.127533,0.128838,0.10791,0.123605,0.753672,0.184158,0.174499,0.185277,34,3
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082892,0.088004,0.121151,0.084935,0.128141,0.104606,0.094854,0.182615,0.186876,0.090717,0.084133,0.193107,0.08713,0.10558,0.201823,0.095192,0.153686,35,3
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086396,0.093613,0.116138,0.148516,0.083073,0.085566,0.077775,0.075295,0.183559,0.094308,0.08131,0.080966,0.067369,0.07899,0.18689,0.088988,0.074031,36,3
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.270404,0.080045,0.179742,0.072745,0.087005,0.079994,0.074527,0.075434,0.270795,0.698409,0.893392,0.078429,0.134661,0.080526,0.107193,0.08003,0.076198,37,3
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078455,0.077025,0.111817,0.075608,0.079185,0.077632,0.09293,0.087792,0.125657,0.095403,0.08201,0.07494,0.784481,0.078715,0.137067,0.077077,0.079508,38,3
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079279,0.07899,0.080519,0.073949,0.07513,0.071446,0.073682,0.074685,0.072496,0.076096,0.080825,0.072389,0.072011,0.074406,0.074542,0.078688,0.075707,39,3
