,offer_01,offer_02,offer_03,offer_04,offer_05,offer_06,offer_07,offer_08,offer_09,offer_010,offer_011,offer_012,offer_013,offer_014,offer_015,offer_016,offer_017,bids_01,bids_02,bids_03,bids_04,bids_05,bids_06,bids_07,bids_08,bids_09,bids_010,bids_011,bids_012,bids_013,bids_014,bids_015,bids_016,bids_017,Time,Iteration
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226068,0.080045,0.475729,0.072745,0.081223,0.122024,0.074527,0.075434,0.07629,0.787393,0.893392,0.078429,0.072138,0.120561,0.180697,0.08003,0.076198,37,2
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078455,0.090215,0.081784,0.075608,0.079185,0.11354,0.08462,0.072129,0.075,0.080983,0.08201,0.07494,0.847004,0.099152,0.124073,0.085715,0.079508,38,2
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079279,0.07899,0.080519,0.073949,0.07513,0.071446,0.073682,0.074685,0.072496,0.076096,0.080825,0.072389,0.072011,0.074406,0.074542,0.078688,0.075707,39,2
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087267,0.139128,0.110786,0.086247,0.121198,0.094326,0.098994,0.087,0.110543,0.08583,0.12982,0.135861,0.093881,0.089632,0.16256,0.12033,0.139114,16,3
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155515,0.267331,0.148802,0.32763,0.24118,0.145243,0.283114,0.268789,0.143582,0.142508,0.148108,0.251265,0.290393,0.148562,0.154268,0.241761,0.255756,17,3
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452586,0.33967,0.456123,0.422637,0.21684,0.262286,0.360611,0.409276,0.465868,0.184669,0.427843,0.384852,0.412594,0.27346,0.278363,0.339092,0.273446,18,3
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353828,0.548812,0.354966,0.442538,0.218677,0.250546,0.412179,0.428605,0.451414,0.204757,0.333696,0.391163,0.328001,0.303311,0.225003,0.504723,0.400282,19,3
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423429,0.466791,0.25035,0.386156,0.533533,0.40533,0.410341,0.45676,0.365051,0.311941,0.399981,0.421831,0.502271,0.247608,0.345235,0.416557,0.328437,20,3
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296425,0.300747,0.204335,0.281062,0.219427,0.491387,0.243923,0.308126,0.277039,0.265794,0.234605,0.234997,0.224583,0.874552,0.627244,0.260194,0.234294,21,3
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28368,0.360089,0.486779,0.379393,0.515956,0.311562,0.30804,0.321568,0.351694,0.774838,0.332502,0.367583,0.323774,0.513459,0.215762,0.349151,0.3064,22,3
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210241,0.231213,0.20659,0.234438,0.269623,0.372214,0.207404,0.248541,0.187768,0.176703,0.247016,0.227379,0.437924,0.179698,0.347161,0.214064,0.203448,23,3
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153041,0.138456,0.295193,0.156949,0.120544,0.107762,0.162379,0.150628,0.500003,0.920968,0.172747,0.149298,0.140666,0.108905,0.277928,0.153967,0.127294,24,3
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082627,0.078762,0.232586,0.119414,0.144405,0.067639,0.101395,0.100466,0.163784,0.11408,0.111352,0.171645,0.077244,0.182296,0.063529,0.075506,0.078675,25,3
