Iteration,"DAs_load
E_DAs_L","DAs_generation
E_DAs_G","DAs_demand_bid
b_t","DAs_supply_offer
o_t",EVs_Charge,EVs_Discharge,TCL_Power,SL_Power,Inflexible_loads,Solar_Power,Gen1,Gen2,Gen3,Gen4,CDA1_supply,CDA2_supply,CDA3_supply,CDA4_supply,CDA5_supply,CDA6_supply,CDA7_supply,CDA8_supply,CDA1_demand,CDA2_demand,CDA3_demand,CDA4_demand,CDA5_demand,CDA6_demand,CDA7_demand,CDA8_demand,Bus1_price,Bus2_price,Bus3_price,Bus4_price,Bus5_price,Bus6_price,Theta_bus_1,Theta_bus_2,Theta_bus_3,Theta_bus_4,Theta_bus_5,Theta_bus_6
0,0.07749269159340698,0.0,0.07749269159340698,0.0,0.0,0.0,0.0,0.5015573333333335,3.8341218186666675,3.702921842873642,0.1126536915934071,0.0,0.0,0.0,0.000834,0.012161,0.017637,0.00706,0.030776,0.019456,0.0,0.009855,0.021314,0.021189,0.033204,0.014105,0.008327,0.013974,0.007414,0.013413,15.0,15.000000000000005,15.000000000000009,14.999999999999993,15.0,15.00000000000001,0.0,-0.01088661783944997,-0.012945101759084171,-0.012542376371162695,-0.015424865981458086,-0.01394652456607309
0,0.11148936420797406,0.0,0.11148936420797406,0.0,0.0,0.0,0.0,0.30838400000000005,6.068977194666667,2.0505525837945036,0.11812436420797415,0.0,0.0,0.0,0.00744,0.006984,0.028693,0.0,0.028712,0.031157,0.0,0.014015,0.009168,0.012339,0.032369,0.017977,0.014771,0.017426,0.015343,0.004243,15.0,15.000000000000004,15.000000000000005,14.999999999999996,14.999999999999996,15.000000000000005,0.0,-0.01060296051896594,-0.01220049064779492,-0.014384290312489398,-0.017516081388676667,-0.01297766606830808
0,0.959569690055455,0.0,0.959569690055455,0.0,1.4751773049645382,0.0,0.0,10.424261333333336,8.079369173333335,1.2476514150867857,1.0276506900554545,0.0,0.0,0.0,0.022557,0.031222,0.0,0.0,0.001686,0.0,0.0,0.0,0.024549,0.008899,0.000383,0.006705,0.018344,0.006809,0.026512,0.031345,15.0,15.000000000000004,15.000000000000005,14.999999999999996,14.999999999999996,15.000000000000005,0.0,-0.08930253863263418,-0.10117026521516037,-0.12960202187895953,-0.15464104373523357,-0.10694374343060464
0,0.9563276498594283,0.0,0.9563276498594283,0.0,2.6127325661597,0.0,0.0,7.2302240000000015,9.096539258666667,0.6693685538534888,1.0049316498594278,0.0,0.0,0.0,0.002898,0.020303999999999333,0.017899,0.02166299999999911,0.027868,0.013193,0.006438,0.020517,0.029739,0.021601,0.022724,0.033172,0.033309,0.007956,0.000789,0.030094,14.999999999999996,15.0,15.0,14.999999999999991,14.999999999999991,15.0,0.0,-0.08849720247725334,-0.10090971826240448,-0.12496277244768648,-0.14929938345646096,-0.10694822858585125
0,0.884463053264791,0.0,0.884463053264791,0.0,2.771063829787233,0.0,0.0,6.0942986666666705,9.140430394666668,0.16599416478426737,0.9126920532647925,0.0,0.0,0.0,0.0,0.024304,0.0,0.017253,0.030879,0.0,0.0,0.018265,0.014064,0.005705,0.008894,0.014603,0.0323,0.02239,0.010942,0.010032,15.00000000000163,15.000000000001632,15.000000000001634,15.000000000001625,15.000000000001625,15.000000000001634,0.0,-0.07979447651938058,-0.09066730491453812,-0.11437281336098769,-0.13648666692330944,-0.09595677947760507
0,0.7717619321134751,0.0,0.7717619321134751,0.0,1.963120567375882,0.0,0.0,5.388778666666666,8.544393653333335,0.0,0.7824069321134753,0.0,0.0,0.0,0.016845,0.012649,0.0,0.00749,0.0,0.025062,0.009304,0.009564,0.007288,0.005447,0.003718,0.004033,0.02829,0.010539,0.03223,1.4e-05,15.0,14.999999999999996,15.0,14.999999999999998,15.0,15.0,0.0,-0.06810323512088377,-0.0772163350211557,-0.09850269913271122,-0.11795721428825293,-0.08164972699252582
0,0.7444626026042557,0.0,0.7444626026042557,0.0,11.496170212765959,0.0,0.0,0.0,8.699355168000002,0.0,0.7246226026042557,2.220446049250313e-16,0.0,0.0,0.006628,0.021333,0.031794,0.01961,0.007125,0.015276,0.013323,0.019333,0.000885,0.032984,0.015124,0.01127,0.016188,0.002418,0.021383,0.01433,15.0,15.000000000000004,15.000000000000005,14.999999999999995,15.0,15.000000000000005,0.0,-0.06321757360621887,-0.07175711282135731,-0.09100917121337303,-0.1097296905546506,-0.0759114757724828
0,0.34254150632340413,0.0,0.34254150632340413,0.0,0.5900709219858151,0.0,0.0,0.0,7.579674437333336,0.0,0.4288405063234048,0.0,0.0,0.0,0.0,0.02282,0.00878,0.007341,0.001955000000000151,0.033203,0.017874,0.0,0.021663,0.018565,0.029195,0.00767,0.013368,0.033282,0.032705,0.021824,14.999999999999995,15.0,15.0,14.999999999999991,14.999999999999991,15.0,0.0,-0.038213799736443475,-0.04382060491220538,-0.05264490473522955,-0.062467836723170786,-0.04654823495283706
0,0.205963832992908,0.0,0.205963832992908,0.0,0.20765957446808497,0.0,0.0,0.0,4.757134880000001,0.0,0.25102083299290845,0.0,0.0,0.0,0.019642,0.0,0.0,0.0,0.032844,0.007105,0.003845,0.007123,0.007348,0.028095,0.016686,0.002366,0.012632,0.002442,0.031308,0.014739,14.999999999999996,15.0,15.0,14.999999999999991,14.999999999999991,15.0,0.0,-0.02273894480714105,-0.02627676403868187,-0.03025316410200773,-0.03683595881181846,-0.027997862188478717
0,0.11513605666624413,0.0,0.11513605666624413,0.0,0.6349781198128845,0.0,0.0,0.0,1.6646485440000005,0.0,0.09988305666624431,0.0,0.0,0.0,0.000217,0.0010699999999998072,0.029017,0.030181,0.026136,0.031108999999999998,0.005952,0.030039,0.026981,0.007635,0.030421,0.007631,0.00884,0.00884,0.032347,0.015773,15.000000000000002,15.000000000000007,15.000000000000007,14.999999999999998,14.999999999999998,15.000000000000009,0.0,-0.009781092408243501,-0.011695022860352823,-0.010925376337459424,-0.015005379975935231,-0.01262612248539798
